CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue
812449758,Attrited Customer,43,M,3,High School,Single,$60K - $80K,Blue,38,2,3,2,12254.0,0,12254.0,0.705,2129,42,0.355,0.0,0.99452,0.00548,Involuntary,78840,6570.0,0.0,Low Risk,685.0,1,5,2024-10-30 22:36:53.083194,13193.2,No,0,685.0,Baa,bad,bad,50.0
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250.0,2165,10085.0,0.641,1995,39,0.696,0.177,0.99816,0.00184351,Involuntary,89016,7418.0,29.185764356969536,Low Risk,535.0,1,2,2025-05-03 22:36:53.083202,10518.13,No,0,535.0,Caa,bad,bad,483.0
771963708,Attrited Customer,56,M,3,,Married,$60K - $80K,Blue,45,5,3,2,12248.0,0,12248.0,0.894,767,25,0.562,0.0,0.99515,0.00484967,Voluntary,78252,6521.0,0.0,Low Risk,836.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,836.0,Aaa,good,good,50.0
719714658,Attrited Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,3,2,12218.0,0,12218.0,1.005,5272,62,0.59,0.0,0.99453,0.00547,Involuntary,61023,5085.25,0.0,Low Risk,658.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,658.0,Baa,bad,bad,50.0
710819733,Attrited Customer,56,M,3,Graduate,Married,$120K +,Blue,36,5,1,1,12211.0,0,12211.0,0.642,903,29,0.526,0.0,0.9718,0.0282,Involuntary,127606,10633.833333333334,0.0,Low Risk,677.0,1,3,2023-12-12 22:36:53.083220,9961.76,No,0,677.0,Baa,good,good,50.0
717898758,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,45,6,3,3,12207.0,0,12207.0,0.319,5838,74,1.056,0.0,0.99636,0.00364408,Involuntary,28051,2337.5833333333335,0.0,Low Risk,594.0,1,1,2022-09-20 22:36:53.083228,10828.86,No,0,594.0,B,good,good,50.0
711096633,Attrited Customer,37,F,2,Uneducated,,Less than $40K,Silver,29,5,2,6,12203.0,0,12203.0,0.9,8600,94,0.843,0.0,0.99892,0.00108359,Voluntary,34026,2835.5,0.0,Low Risk,642.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,642.0,Ba,good,good,50.0
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,3,12151.0,1799,10352.0,1.022,918,14,0.556,0.148,0.99639,0.00360825,Involuntary,89068,7422.333333333333,24.23766111285759,Low Risk,591.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,441.0,Ca,bad,bad,409.8
709075533,Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,4,3,3,12094.0,0,12094.0,0.995,8607,90,0.957,0.0,0.9969,0.00310348,Involuntary,104502,8708.5,0.0,Low Risk,692.0,1,1,2023-03-14 22:36:53.083272,6971.16,No,0,692.0,Baa,bad,bad,50.0
709803258,Attrited Customer,48,M,2,,Married,$80K - $120K,Blue,28,5,2,3,12073.0,0,12073.0,0.541,2400,52,0.793,0.0,0.99527,0.00472896,Involuntary,110881,9240.083333333334,0.0,Low Risk,458.0,1,4,2021-05-27 22:36:53.083289,14124.09,No,0,458.0,Ca,good,good,50.0
828291858,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050.0,1821,10229.0,0.63,2381,40,0.481,0.151,0.99808,0.0019163,Voluntary,60797,5066.416666666667,35.94256295540898,Low Risk,694.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,694.0,Baa,good,good,414.20000000000005
711242058,Attrited Customer,48,M,4,,Single,$80K - $120K,Blue,36,1,3,1,11862.0,2517,9345.0,0.766,643,16,0.231,0.212,0.99207,0.00793,Involuntary,91974,7664.5,32.83971557179203,Low Risk,639.0,1,5,2024-12-04 22:36:53.083361,7328.6,No,0,639.0,Ba,good,good,553.4000000000001
713924283,Attrited Customer,61,M,0,Graduate,Single,$60K - $80K,Blue,54,2,1,4,11859.0,1644,10215.0,0.866,8930,79,0.837,0.139,0.99268,0.00732,Involuntary,79475,6622.916666666667,24.82290028310789,Low Risk,543.0,1,1,2023-07-18 22:36:53.083370,18397.33,Yes,1,393.0,C,bad,bad,378.8
713815383,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778.0,0,11778.0,0.603,2147,44,0.375,0.0,0.99046,0.00954,Involuntary,108822,9068.5,0.0,Low Risk,598.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,448.0,Ca,bad,bad,50.0
753220383,Attrited Customer,29,M,0,Graduate,Single,$120K +,Blue,22,2,2,3,11722.0,0,11722.0,0.778,8302,78,0.902,0.0,0.99395,0.00605,Voluntary,137127,11427.25,0.0,Low Risk,635.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,635.0,Ba,good,good,50.0
714052158,Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714.0,949,10765.0,1.036,5366,68,0.659,0.081,0.99431,0.00569,Involuntary,162413,13534.416666666666,7.011753985210543,Low Risk,653.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,653.0,Baa,bad,bad,239.8
720201033,Attrited Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,0.99447,0.00553,Involuntary,96946,8078.833333333333,27.56586140738143,Low Risk,614.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,614.0,Ba,bad,bad,495.40000000000003
709537683,Attrited Customer,37,M,3,College,Married,$80K - $120K,Blue,30,3,4,3,11638.0,926,10712.0,0.262,563,15,0.364,0.08,0.9973,0.00270308,Involuntary,99015,8251.25,11.222542039084987,Low Risk,673.0,1,1,2023-08-17 22:36:53.083432,13572.58,Yes,1,523.0,Caa,bad,bad,235.20000000000002
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619.0,0,11619.0,0.631,2395,49,0.361,0.0,0.99616,0.0038363,Voluntary,69856,5821.333333333333,0.0,Low Risk,702.0,1,5,2023-06-02 22:36:53.083441,19558.07,No,0,702.0,A,good,good,50.0
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617.0,2517,9100.0,0.457,1643,43,0.483,0.217,0.99661,0.00338788,Involuntary,116109,9675.75,26.013487326563833,Low Risk,588.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,438.0,Ca,bad,bad,553.4000000000001
788095158,Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606.0,0,11606.0,0.797,2623,39,0.393,0.0,0.99691,0.00308778,Involuntary,96447,8037.25,0.0,Low Risk,469.0,1,2,2023-03-31 22:36:53.083450,7888.83,No,0,469.0,Ca,bad,bad,50.0
778207083,Attrited Customer,53,M,4,Uneducated,Single,$80K - $120K,Blue,44,3,3,2,11561.0,2189,9372.0,0.742,2153,39,0.5,0.189,0.99487,0.00513,Involuntary,98463,8205.25,26.678041497821514,Low Risk,484.0,1,2,2023-07-03 22:36:53.083459,6296.67,No,0,484.0,Ca,good,good,487.8
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,2,3,1,11508.0,0,11508.0,1.005,5242,74,0.574,0.0,0.9909,0.0091,Voluntary,54983,4581.916666666667,0.0,Low Risk,551.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,551.0,B,good,good,50.0
720905133,Attrited Customer,43,M,3,Graduate,,$80K - $120K,Blue,29,1,2,6,11422.0,1095,10327.0,0.773,2439,45,0.8,0.096,0.99903,0.00097026,Involuntary,116797,9733.083333333334,11.250288962901443,Low Risk,502.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,502.0,Caa,good,good,269.0
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,49,3,0,4,11374.0,2517,8857.0,1.015,1088,26,1.167,0.221,0.98319,0.01681,Involuntary,134275,11189.583333333334,22.494135170359336,Low Risk,624.0,1,2,2024-07-05 22:36:53.083548,5925.33,Yes,1,474.0,Ca,bad,bad,553.4000000000001
708633783,Attrited Customer,43,M,3,Uneducated,Single,$80K - $120K,Blue,30,3,2,4,11336.0,0,11336.0,0.691,1809,39,0.345,0.0,0.99714,0.00286097,Involuntary,115816,9651.333333333334,0.0,Low Risk,559.0,1,1,2022-10-01 22:36:53.083576,14988.71,Yes,1,409.0,Ca,bad,bad,50.0
712751133,Attrited Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,3,11328.0,1369,9959.0,0.585,1829,42,0.312,0.121,0.9978,0.00219584,Voluntary,70302,5858.5,23.367756251600238,Low Risk,809.0,1,1,2022-08-23 22:36:53.083585,17256.24,No,0,809.0,Aaa,good,good,323.8
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue,24,2,2,3,11316.0,1599,9717.0,0.713,2595,49,0.361,0.141,0.99485,0.00515,Involuntary,129331,10777.583333333334,14.836350140337581,Low Risk,652.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,652.0,Baa,bad,bad,369.8
821724483,Attrited Customer,48,M,4,,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,0.347,1455,34,0.214,0.155,0.9952,0.00479863,Involuntary,54321,4526.75,38.526536698514384,Medium Risk,629.0,1,2,2024-09-16 22:36:53.083603,13386.22,No,0,629.0,Ba,good,good,398.8
771424908,Attrited Customer,38,M,2,,,$60K - $80K,Blue,26,2,2,3,11252.0,1129,10123.0,0.462,1766,31,0.476,0.1,0.99527,0.00472896,Involuntary,71599,5966.583333333333,18.922051983966256,Low Risk,585.0,1,1,2022-05-12 22:36:53.083612,16139.8,No,0,585.0,B,good,good,275.8
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188.0,0,11188.0,0.658,2109,47,0.621,0.0,0.9964,0.00359603,Voluntary,156758,13063.166666666666,0.0,Low Risk,713.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,713.0,A,good,good,50.0
787460883,Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K,Blue,28,3,3,4,11091.0,0,11091.0,0.522,1234,34,0.308,0.0,0.99819,0.00181217,Involuntary,45515,3792.9166666666665,0.0,Low Risk,453.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,303.0,C,bad,bad,50.0
715113933,Attrited Customer,54,M,1,,Single,$80K - $120K,Blue,36,2,3,2,11077.0,573,10504.0,0.973,8165,87,0.776,0.052,0.99464,0.00536,Involuntary,108974,9081.166666666666,6.309761961568815,Low Risk,604.0,1,2,2022-11-18 22:36:53.083694,16997.66,Yes,1,454.0,Ca,bad,bad,164.60000000000002
708385533,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,0.905,0.0,0.99612,0.0038814,Involuntary,32102,2675.1666666666665,0.0,Low Risk,621.0,1,2,2024-04-09 22:36:53.083720,19573.91,No,0,621.0,Ba,good,good,50.0
711460458,Attrited Customer,44,M,1,Uneducated,Married,$40K - $60K,Blue,34,5,2,3,10973.0,0,10973.0,0.792,10583,75,0.786,0.0,0.99462,0.00538,Voluntary,54868,4572.333333333333,0.0,Low Risk,555.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,555.0,B,good,good,50.0
712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,10908.0,0,10908.0,0.983,4883,42,0.5,0.0,0.99452,0.00548,Involuntary,117920,9826.666666666666,0.0,Low Risk,617.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,617.0,Ba,good,good,50.0
771097683,Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896.0,2517,8379.0,1.028,4935,58,0.487,0.231,0.99104,0.00896,Involuntary,178718,14893.166666666666,16.900368177799663,Low Risk,551.0,1,2,2023-08-27 22:36:53.083790,8858.69,No,0,551.0,B,good,good,553.4000000000001
811527933,Attrited Customer,65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,10885.0,1758,9127.0,0.8,2291,39,0.773,0.162,0.99639,0.00361426,Involuntary,26588,2215.6666666666665,79.34406499172559,High Risk,496.0,1,3,2022-09-13 22:36:53.083800,18198.7,No,0,496.0,Ca,bad,bad,401.6
815085708,Attrited Customer,60,F,0,High School,Single,$40K - $60K,Blue,55,1,5,5,10882.0,2517,8365.0,0.266,1861,46,0.278,0.231,0.9988,0.00119984,Voluntary,57777,4814.75,52.276857573082715,High Risk,698.0,1,2,2022-07-31 22:36:53.083809,11593.17,No,0,698.0,Baa,good,good,553.4000000000001
716212383,Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874.0,2415,8459.0,0.933,4619,59,0.372,0.222,0.99639,0.00360858,Involuntary,172595,14382.916666666666,16.790752918682468,Low Risk,543.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,543.0,Caa,good,good,533.0
714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,2,10834.0,0,10834.0,0.522,2249,51,0.594,0.0,0.99169,0.00831,Involuntary,115974,9664.5,0.0,Low Risk,621.0,1,5,2024-01-28 22:36:53.083835,11277.61,No,0,621.0,Ba,good,good,50.0
721273008,Attrited Customer,54,F,1,College,,Less than $40K,Silver,43,6,3,4,10797.0,1252,9545.0,0.489,1739,38,0.226,0.116,0.99766,0.00234362,Involuntary,29918,2493.1666666666665,50.21726051206632,High Risk,497.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,347.0,C,bad,bad,300.4
713632983,Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,2,3,2,10588.0,503,10085.0,0.918,7886,70,0.75,0.048,0.99458,0.00542,Voluntary,119357,9946.416666666666,5.057097614718868,Low Risk,754.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,754.0,Aa,good,good,150.60000000000002
814765533,Attrited Customer,44,F,4,High School,Single,$40K - $60K,Blue,39,4,3,3,10587.0,2517,8070.0,1.052,2971,54,0.742,0.238,0.99677,0.00323086,Involuntary,50414,4201.166666666667,59.911929226008645,High Risk,689.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,689.0,Baa,good,good,553.4000000000001
789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573.0,0,10573.0,0.794,2237,43,0.387,0.0,0.99686,0.00314112,Involuntary,74134,6177.833333333333,0.0,Low Risk,540.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,540.0,Caa,bad,bad,50.0
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543.0,0,10543.0,0.509,1841,39,0.5,0.0,0.9949,0.0051,Involuntary,49667,4138.916666666667,0.0,Low Risk,662.0,1,2,2022-05-05 22:36:53.083896,4513.05,No,0,662.0,Baa,good,good,50.0
714337233,Attrited Customer,43,F,2,Graduate,Married,Less than $40K,Silver,25,6,2,4,10388.0,1961,8427.0,0.703,10294,61,0.649,0.189,0.99662,0.00337654,Voluntary,24212,2017.6666666666667,97.19147530150339,High Risk,667.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,667.0,Baa,good,good,442.20000000000005
708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360.0,2517,7843.0,0.632,2414,28,0.273,0.243,0.99129,0.00871,Involuntary,41442,3453.5,72.8825828869263,High Risk,629.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,629.0,Ba,good,good,553.4000000000001
771028533,Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,1,3,10357.0,0,10357.0,0.506,911,25,0.19,0.0,0.99031,0.00969,Involuntary,23989,1999.0833333333333,0.0,Low Risk,533.0,1,3,2021-03-07 22:36:53.083970,4502.92,No,0,533.0,Caa,bad,bad,50.0
715294083,Attrited Customer,46,M,2,College,Single,$80K - $120K,Blue,38,2,3,2,10309.0,0,10309.0,0.451,1760,40,0.6,0.0,0.99432,0.00568,Involuntary,93204,7767.0,0.0,Low Risk,517.0,1,5,2024-12-23 22:36:53.084005,8244.76,Yes,1,367.0,C,bad,bad,50.0
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,46,1,3,1,10286.0,0,10286.0,0.908,8199,59,0.903,0.0,0.99111,0.00889,Voluntary,81106,6758.833333333333,0.0,Low Risk,638.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,638.0,Ba,good,good,50.0
708455883,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,36,2,3,2,10244.0,861,9383.0,0.78,1127,29,0.381,0.084,0.99411,0.00589,Involuntary,104004,8667.0,9.934233298719281,Low Risk,588.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,588.0,B,bad,bad,222.20000000000002
720010608,Attrited Customer,37,M,2,,Single,$40K - $60K,Blue,24,6,2,4,10226.0,0,10226.0,0.614,2243,44,0.571,0.0,0.99722,0.00277723,Involuntary,40463,3371.9166666666665,0.0,Low Risk,654.0,1,1,2024-07-16 22:36:53.084032,12500.71,No,0,654.0,Baa,good,good,50.0
717477783,Attrited Customer,49,F,4,,Single,Less than $40K,Silver,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234,0.99164,0.00836,Involuntary,30626,2552.1666666666665,93.60673937177562,High Risk,574.0,1,4,2025-01-16 22:36:53.084049,3009.99,Yes,1,424.0,Ca,bad,bad,527.8
718626033,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10061.0,0,10061.0,0.787,2802,52,0.529,0.0,0.99452,0.00548,Voluntary,74231,6185.916666666667,0.0,Low Risk,703.0,1,2,2025-06-20 22:36:53.084075,19455.61,Yes,1,553.0,B,bad,bad,50.0
708805908,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,10017.0,726,9291.0,0.924,9299,68,0.619,0.072,0.9882,0.0118,Involuntary,21188,1765.6666666666667,41.11761374362847,Medium Risk,522.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,522.0,Caa,good,good,195.20000000000002
713269533,Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,1,3,1,9959.0,2517,7442.0,0.884,8847,85,0.771,0.253,0.99061,0.00939,Involuntary,92311,7692.583333333333,32.71982753951317,Low Risk,453.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,303.0,C,bad,bad,553.4000000000001
713755458,Attrited Customer,50,M,1,,,$80K - $120K,Blue,36,6,3,4,9959.0,952,9007.0,0.825,10310,63,1.1,0.096,0.99813,0.00187387,Involuntary,107406,8950.5,10.63627730294397,Low Risk,525.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,375.0,C,bad,bad,240.4
709977933,Attrited Customer,52,M,5,Uneducated,Married,$80K - $120K,Blue,44,2,3,4,9959.0,199,9760.0,1.003,8517,60,0.5,0.02,0.99818,0.00182139,Voluntary,99258,8271.5,2.4058514175179835,Low Risk,716.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,716.0,A,good,good,89.80000000000001
798792408,Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,42,1,1,3,9959.0,0,9959.0,0.688,805,24,0.143,0.0,0.98941,0.01059,Involuntary,102633,8552.75,0.0,Low Risk,522.0,1,1,2020-08-25 22:36:53.084136,15111.13,No,0,522.0,Caa,bad,bad,50.0
711325308,Attrited Customer,46,M,3,,Single,$80K - $120K,Blue,34,4,3,3,9959.0,0,9959.0,1.049,4859,64,0.524,0.0,0.99711,0.00288892,Involuntary,88151,7345.916666666667,0.0,Low Risk,526.0,1,4,2020-09-05 22:36:53.084145,10144.83,No,0,526.0,Caa,bad,bad,50.0
708793008,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.0,0,9949.0,0.574,2207,40,0.481,0.0,0.9978,0.00219584,Involuntary,102871,8572.583333333334,0.0,Low Risk,497.0,1,3,2022-12-15 22:36:53.084162,8719.35,No,0,497.0,Ca,good,good,50.0
720597108,Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9943.0,2138,7805.0,0.949,8325,54,1.0,0.215,0.99251,0.00749,Voluntary,38916,3243.0,65.92661116250386,High Risk,710.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,560.0,B,bad,bad,477.6
709891608,Attrited Customer,41,M,2,High School,Married,$120K +,Blue,24,5,2,3,9924.0,0,9924.0,0.517,1949,43,0.483,0.0,0.99466,0.00534,Involuntary,172305,14358.75,0.0,Low Risk,603.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,603.0,Ba,bad,bad,50.0
813449508,Attrited Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2,3,9918.0,850,9068.0,0.688,2485,40,0.29,0.086,0.99395,0.00605,Involuntary,61065,5088.75,16.70351265045443,Low Risk,551.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,551.0,B,bad,bad,220.0
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909.0,0,9909.0,0.466,1844,41,0.64,0.0,0.99886,0.0011409,Involuntary,31646,2637.1666666666665,0.0,Low Risk,555.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,555.0,B,good,good,50.0
827117808,Attrited Customer,45,M,1,Graduate,Single,$60K - $80K,Blue,41,2,3,2,9904.0,2513,7391.0,0.0,1152,28,0.0,0.254,0.99411,0.00589,Voluntary,79885,6657.083333333333,37.74926456781624,Medium Risk,819.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,819.0,Aaa,good,good,552.6
716991933,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35,6,3,1,9786.0,0,9786.0,0.701,820,25,0.562,0.0,0.99143,0.00857,Involuntary,35972,2997.6666666666665,0.0,Low Risk,526.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,376.0,C,bad,bad,50.0
817889583,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721.0,0,9721.0,0.826,2260,46,1.0,0.0,0.99775,0.00225216,Involuntary,48210,4017.5,0.0,Low Risk,488.0,1,2,2021-08-12 22:36:53.084284,13782.69,Yes,1,338.0,C,bad,bad,50.0
715051608,Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,9719.0,2517,7202.0,0.906,9183,51,0.7,0.259,0.99431,0.00569,Involuntary,77389,6449.083333333333,39.02880254299707,Medium Risk,669.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,669.0,Baa,bad,bad,553.4000000000001
710306358,Attrited Customer,38,M,1,,Married,$40K - $60K,Blue,18,1,1,2,9664.0,1983,7681.0,0.873,7995,56,0.806,0.205,0.98271,0.01729,Voluntary,45949,3829.0833333333335,51.78785174867788,High Risk,605.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,605.0,Ba,good,good,446.6
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,0.99432,0.00568,Involuntary,89324,7443.666666666667,19.224396578747033,Low Risk,507.0,1,1,2020-11-05 22:36:53.084293,6158.94,Yes,1,357.0,C,bad,bad,336.2
720328983,Attrited Customer,52,F,5,,Married,Less than $40K,Blue,36,4,3,3,9611.0,0,9611.0,0.84,7636,64,0.829,0.0,0.9971,0.00290361,Involuntary,34491,2874.25,0.0,Low Risk,468.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,468.0,Ca,good,good,50.0
714294183,Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,1,3,3,9580.0,132,9448.0,0.32,5385,51,0.308,0.014,0.99649,0.00350838,Involuntary,91351,7612.583333333333,1.73397116616129,Low Risk,537.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,387.0,C,bad,bad,76.4
714549558,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,32,3,2,2,9576.0,0,9576.0,0.817,2362,49,0.4,0.0,0.99129,0.00871,Voluntary,42628,3552.3333333333335,0.0,Low Risk,777.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,777.0,Aa,good,good,50.0
789964983,Attrited Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569.0,0,9569.0,0.598,1724,35,0.25,0.0,0.99695,0.00305189,Involuntary,49385,4115.416666666667,0.0,Low Risk,660.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,510.0,Caa,bad,bad,50.0
822955008,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,56,3,3,2,9569.0,0,9569.0,0.94,2287,49,0.581,0.0,0.99411,0.00589,Involuntary,70345,5862.083333333333,0.0,Low Risk,562.0,1,5,2023-06-11 22:36:53.084321,2684.28,Yes,1,412.0,Ca,bad,bad,50.0
827440458,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,44,2,3,3,9524.0,1449,8075.0,0.559,7527,58,0.657,0.152,0.99677,0.00323056,Involuntary,119486,9957.166666666666,14.552332490835749,Low Risk,526.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,526.0,Caa,good,good,339.8
719657583,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,40,2,2,6,9502.0,2457,7045.0,0.915,2310,57,0.676,0.259,0.99903,0.00097026,Voluntary,53176,4431.333333333333,55.446065894388454,High Risk,698.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,698.0,Baa,good,good,541.4000000000001
711433908,Attrited Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,30,1,2,3,9491.0,0,9491.0,1.056,9061,51,1.684,0.0,0.99513,0.00487126,Involuntary,33056,2754.6666666666665,0.0,Low Risk,526.0,1,1,2024-06-04 22:36:53.084367,5569.43,Yes,1,376.0,C,bad,bad,50.0
717518733,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,4,3,3,9463.0,764,8699.0,0.994,7106,61,0.906,0.081,0.99661,0.00338788,Involuntary,37687,3140.5833333333335,24.326690901371826,Low Risk,635.0,1,1,2021-07-19 22:36:53.084385,11267.93,No,0,635.0,Ba,bad,bad,202.8
711927108,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,9457.0,350,9107.0,1.024,1196,28,0.333,0.037,0.99808,0.00191647,Involuntary,87381,7281.75,4.806536890170632,Low Risk,477.0,1,4,2022-10-19 22:36:53.084394,4507.21,No,0,477.0,Ca,bad,bad,120.0
709893858,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422.0,2108,7314.0,0.891,4633,58,0.611,0.224,0.99286,0.00714,Voluntary,45651,3804.25,55.41171058684367,High Risk,595.0,1,5,2023-06-08 22:36:53.084421,8912.03,No,0,595.0,B,good,good,471.6
