CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835.0,897,15938.0,0.767,4059,80,0.778,0.053,0.00010182,0.9999,Existing Customer,106121,8843.416666666666,10.143138492852499,Low Risk,692.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,692.0,Baa,good,good,229.4
716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,3,2,16828.0,2517,14311.0,1.059,4939,63,0.465,0.15,0.99431,0.00569,Involuntary,132226,11018.833333333334,22.842708695717935,Low Risk,522.0,1,1,2020-11-17 22:36:53.081880,7854.61,Yes,1,372.0,C,bad,bad,553.4000000000001
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813.0,1185,15628.0,0.552,1482,46,0.643,0.07,0.00010684,0.99989,Existing Customer,114037,9503.083333333334,12.469637047624893,Low Risk,608.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,608.0,Ba,good,good,287.0
719674533,Existing Customer,48,M,3,,Single,$80K - $120K,Blue,44,5,1,3,16794.0,1527,15267.0,0.912,4040,76,0.689,0.091,0.00010566,0.99989,Existing Customer,110685,9223.75,16.55508876541537,Low Risk,575.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,575.0,B,good,good,355.40000000000003
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,3,16794.0,809,15985.0,1.566,1917,33,0.941,0.048,0.00027604,0.99972,Existing Customer,118411,9867.583333333334,8.198562633539114,Low Risk,596.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,596.0,B,good,good,211.8
718423533,Existing Customer,57,M,3,College,,$60K - $80K,Blue,50,6,3,4,16791.0,1181,15610.0,0.55,2983,74,0.682,0.07,0.00052057,0.99948,Existing Customer,70795,5899.583333333333,20.018362878734376,Low Risk,837.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,837.0,Aaa,good,good,286.20000000000005
712246983,Existing Customer,50,M,4,High School,Married,$80K - $120K,Blue,43,2,2,5,16748.0,2413,14335.0,0.769,15338,121,0.635,0.144,0.00057602,0.99942,Existing Customer,103148,8595.666666666666,28.072284484430142,Low Risk,815.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,815.0,Aaa,good,good,532.6
710401458,Existing Customer,53,M,3,,Married,$80K - $120K,Blue,40,2,2,3,16747.0,0,16747.0,0.801,4350,76,0.767,0.0,0.00021834,0.99978,Existing Customer,106396,8866.333333333334,0.0,Low Risk,565.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,565.0,B,good,good,50.0
738195708,Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.0,1225,15516.0,0.641,3608,56,0.514,0.073,9.26e-05,0.99991,Existing Customer,114253,9521.083333333334,12.866182944867969,Low Risk,748.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,748.0,A,good,good,295.0
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1,4,16739.0,1229,15510.0,0.497,4014,69,0.568,0.073,0.00014834,0.99985,Existing Customer,79746,6645.5,18.49371755323151,Low Risk,831.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,831.0,Aaa,good,good,295.8
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,16730.0,1956,14774.0,0.675,1740,43,0.536,0.117,6.69e-05,0.99993,Existing Customer,92656,7721.333333333333,25.332412364013123,Low Risk,635.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,635.0,Ba,good,good,441.20000000000005
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727.0,1380,15347.0,0.605,3511,73,0.622,0.083,0.00011382,0.99989,Existing Customer,77679,6473.25,21.31850307032789,Low Risk,799.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,799.0,Aa,good,good,326.0
717291333,Existing Customer,38,M,3,Uneducated,Married,$80K - $120K,Blue,29,2,2,2,16722.0,0,16722.0,0.719,15110,113,0.823,0.0,0.00012144,0.99988,Existing Customer,82191,6849.25,0.0,Low Risk,819.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,819.0,Aaa,good,good,50.0
708649683,Existing Customer,51,M,2,High School,Single,$60K - $80K,Blue,42,1,3,2,16703.0,1140,15563.0,0.555,15472,122,0.768,0.068,0.00017486,0.99983,Existing Customer,67244,5603.666666666667,20.343822497174468,Low Risk,666.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,666.0,Baa,good,good,278.0
713182458,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692.0,2446,14246.0,0.853,1288,29,0.45,0.147,5.62e-05,0.99994,Existing Customer,92807,7733.916666666667,31.62692469318047,Low Risk,556.0,1,1,2023-12-05 22:36:53.081891,18525.19,No,0,556.0,B,good,good,539.2
780581508,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095,0.00040077,0.9996,Existing Customer,46233,3852.75,41.26922328207125,Medium Risk,686.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,686.0,Baa,good,good,368.0
708770883,Existing Customer,43,M,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,16667.0,1463,15204.0,0.803,15301,115,0.797,0.088,0.00011703,0.99988,Existing Customer,83045,6920.416666666667,21.140345595761335,Low Risk,725.0,1,1,2020-09-15 22:36:53.081901,19677.47,No,0,725.0,A,good,good,342.6
721514883,Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,25,5,0,1,16665.0,1147,15518.0,0.799,4657,78,0.696,0.069,1.15e-05,0.99999,Existing Customer,83265,6938.75,16.530354891010628,Low Risk,764.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,764.0,Aa,good,good,279.4
780881358,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver,17,6,3,2,16659.0,0,16659.0,1.012,2551,74,0.609,0.0,0.00016865,0.99983,Existing Customer,45917,3826.4166666666665,0.0,Low Risk,631.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,631.0,Ba,good,good,50.0
719930658,Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,24,4,2,2,16634.0,1946,14688.0,0.926,3455,72,1.0,0.117,0.00012274,0.99988,Existing Customer,151056,12588.0,15.459167461074038,Low Risk,772.0,1,4,2022-02-04 22:36:53.081912,8214.46,No,0,772.0,Aa,good,good,439.20000000000005
780497958,Existing Customer,41,M,3,High School,Divorced,$80K - $120K,Blue,28,1,3,3,16627.0,2118,14509.0,0.589,7996,99,0.597,0.127,0.00030516,0.99969,Existing Customer,119518,9959.833333333334,21.26541608795328,Low Risk,652.0,1,5,2024-10-31 22:36:53.081922,14467.55,No,0,652.0,Baa,good,good,473.6
804840033,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,38,4,6,4,16611.0,0,16611.0,0.954,1960,48,0.6,0.0,0.00039606,0.9996,Existing Customer,60510,5042.5,0.0,Low Risk,822.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,822.0,Aaa,good,good,50.0
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,18,6,3,2,16604.0,1716,14888.0,1.025,2580,61,0.649,0.103,0.0001736,0.99983,Existing Customer,62368,5197.333333333333,33.01693175987686,Low Risk,563.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,563.0,B,good,good,393.20000000000005
779270883,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,30,6,3,3,16575.0,0,16575.0,0.76,3982,77,0.878,0.0,0.00030842,0.99969,Existing Customer,61499,5124.916666666667,0.0,Low Risk,708.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,708.0,A,good,good,50.0
711398433,Existing Customer,38,M,0,High School,Married,$60K - $80K,Blue,31,4,3,3,16565.0,1200,15365.0,0.68,16736,99,0.8,0.072,0.00025237,0.99975,Existing Customer,66958,5579.833333333333,21.506018698288482,Low Risk,701.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,701.0,A,good,good,290.0
799020258,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,38,2,1,2,16553.0,0,16553.0,0.488,4797,82,0.907,0.0,5.66e-05,0.99994,Existing Customer,67518,5626.5,0.0,Low Risk,657.0,1,5,2022-12-03 22:36:53.081933,11831.3,No,0,657.0,Baa,good,good,50.0
719881533,Attrited Customer,46,M,2,College,Married,$40K - $60K,Silver,34,5,3,4,16547.0,0,16547.0,0.242,1561,41,0.367,0.0,0.9978,0.00220011,Involuntary,40855,3404.5833333333335,0.0,Low Risk,605.0,1,2,2020-11-17 22:36:53.081943,14582.78,Yes,1,455.0,Ca,bad,bad,50.0
789111483,Existing Customer,46,M,3,Graduate,,$80K - $120K,Blue,34,5,3,4,16546.0,1850,14696.0,0.729,4255,75,0.562,0.112,0.00053543,0.99946,Existing Customer,98334,8194.5,22.57611812801269,Low Risk,737.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,737.0,A,good,good,420.0
709873683,Existing Customer,60,M,0,Doctorate,,$40K - $60K,Silver,53,4,2,1,16541.0,1428,15113.0,0.846,4352,82,0.907,0.086,7.7e-05,0.99992,Existing Customer,44027,3668.9166666666665,38.921570854248536,Medium Risk,850.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,850.0,Aaa,good,good,335.6
713573508,Attrited Customer,41,M,4,Graduate,,$40K - $60K,Silver,32,4,2,4,16509.0,425,16084.0,0.356,1740,43,0.387,0.026,0.99678,0.00322004,Involuntary,59700,4975.0,8.542713567839195,Low Risk,526.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,526.0,Caa,good,good,135.0
788230158,Existing Customer,29,M,1,,Married,$40K - $60K,Silver,20,3,1,2,16496.0,1409,15087.0,0.677,16715,126,0.703,0.085,5.13e-05,0.99995,Existing Customer,56745,4728.75,29.796457837694952,Low Risk,647.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,647.0,Ba,good,good,331.8
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,1,2,16494.0,1348,15146.0,0.759,1302,36,0.385,0.082,5.56e-05,0.99994,Existing Customer,106248,8854.0,15.224757171899705,Low Risk,680.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,680.0,Baa,good,good,319.6
717756258,Existing Customer,49,M,2,,Married,$120K +,Blue,38,3,6,3,16494.0,1158,15336.0,0.692,7761,84,0.647,0.07,0.00026249,0.99974,Existing Customer,183709,15309.083333333334,7.564136759766805,Low Risk,842.0,1,3,2024-07-22 22:36:53.081954,3505.98,No,0,842.0,Aaa,good,good,281.6
806824908,Existing Customer,45,M,2,,Married,$120K +,Blue,40,4,4,4,16476.0,1374,15102.0,0.459,4717,71,0.69,0.083,0.00068536,0.99931,Existing Customer,173820,14485.0,9.48567483603728,Low Risk,720.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,720.0,A,good,good,324.8
826148883,Existing Customer,45,M,2,Graduate,Married,$120K +,Blue,41,4,3,1,16453.0,1660,14793.0,0.629,14762,108,0.742,0.101,0.00010848,0.99989,Existing Customer,148623,12385.25,13.403039906340203,Low Risk,732.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,732.0,A,good,good,382.0
708823908,Existing Customer,41,M,3,Graduate,Single,$60K - $80K,Blue,28,4,1,3,16443.0,1363,15080.0,0.688,4252,64,0.684,0.083,9.61e-05,0.9999,Existing Customer,74176,6181.333333333333,22.05025884383089,Low Risk,588.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,588.0,B,good,good,322.6
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,0.00035434,0.99965,Existing Customer,95936,7994.666666666667,0.0,Low Risk,564.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,564.0,B,good,good,50.0
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434.0,2104,14330.0,0.955,1726,37,0.85,0.128,0.00023373,0.99977,Existing Customer,85068,7089.0,29.67978558329807,Low Risk,553.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,553.0,B,good,good,470.8
788687133,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,31,2,3,1,16433.0,0,16433.0,0.791,13678,125,0.736,0.0,0.00010848,0.99989,Existing Customer,98980,8248.333333333334,0.0,Low Risk,759.0,1,1,2020-08-21 22:36:53.081964,7651.04,No,0,759.0,Aa,good,good,50.0
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.118,0.102,0.00052896,0.99947,Existing Customer,65090,5424.166666666667,31.0093716392687,Low Risk,710.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,710.0,A,good,good,386.40000000000003
713000058,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Silver,44,4,2,3,16406.0,0,16406.0,0.627,4075,75,0.63,0.0,0.00017949,0.99982,Existing Customer,53291,4440.916666666667,0.0,Low Risk,565.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,565.0,B,good,good,50.0
712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087,0.00011574,0.99988,Existing Customer,83992,6999.333333333333,20.330507667396898,Low Risk,657.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,657.0,Baa,good,good,334.6
715506258,Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388.0,2001,14387.0,0.547,4477,83,0.66,0.122,6.67e-05,0.99993,Existing Customer,89082,7423.5,26.954940391998385,Low Risk,776.0,1,1,2021-05-15 22:36:53.081975,1724.56,No,0,776.0,Aa,good,good,450.20000000000005
787532808,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,30,6,3,3,16386.0,2236,14150.0,1.004,3293,66,0.833,0.136,0.0003373,0.99966,Existing Customer,54312,4526.0,49.403446752098986,High Risk,719.0,1,1,2024-05-28 22:36:53.081985,12457.71,No,0,719.0,A,good,good,497.20000000000005
718791708,Attrited Customer,48,M,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362.0,2268,14094.0,0.841,2228,37,0.85,0.139,0.99686,0.00313909,Voluntary,104430,8702.5,26.061476587187588,Low Risk,652.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,652.0,Baa,good,good,503.6
718602708,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,33,3,3,2,16351.0,1541,14810.0,0.763,3475,82,0.673,0.094,0.00018665,0.99981,Existing Customer,81695,6807.916666666667,22.63541220392925,Low Risk,583.0,1,2,2022-03-07 22:36:53.081995,18570.58,No,0,583.0,B,good,good,358.20000000000005
711561108,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,24,6,1,2,16335.0,892,15443.0,0.673,2733,71,0.919,0.055,5.78e-05,0.99994,Existing Customer,109554,9129.5,9.770524125088997,Low Risk,800.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,800.0,Aaa,good,good,228.4
769170558,Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,16320.0,0,16320.0,0.757,1279,41,0.708,0.0,0.00037935,0.99962,Existing Customer,69007,5750.583333333333,0.0,Low Risk,796.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,796.0,Aa,good,good,50.0
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317.0,0,16317.0,0.566,1995,54,0.929,0.0,0.99639,0.00361075,Involuntary,67378,5614.833333333333,0.0,Low Risk,612.0,1,2,2024-05-09 22:36:53.082006,11425.52,No,0,612.0,Ba,good,good,50.0
797389758,Existing Customer,42,F,2,Graduate,Married,$40K - $60K,Silver,36,6,2,1,16290.0,0,16290.0,0.758,4232,79,0.795,0.0,6.2e-05,0.99994,Existing Customer,40498,3374.8333333333335,0.0,Low Risk,818.0,1,2,2020-08-31 22:36:53.082016,1871.47,No,0,818.0,Aaa,good,good,50.0
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286.0,1710,14576.0,1.223,2552,49,1.227,0.105,4.59e-05,0.99995,Existing Customer,114448,9537.333333333334,17.929540053124562,Low Risk,690.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,690.0,Baa,good,good,392.0
720084183,Existing Customer,46,M,3,,Divorced,$120K +,Blue,34,5,2,4,16284.0,0,16284.0,0.889,3018,75,0.5,0.0,0.00037246,0.99963,Existing Customer,164220,13685.0,0.0,Low Risk,823.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,823.0,Aaa,good,good,50.0
811532208,Existing Customer,51,M,4,Graduate,Married,$40K - $60K,Silver,46,3,5,2,16277.0,1170,15107.0,0.95,3634,62,0.676,0.072,0.00019038,0.99981,Existing Customer,49528,4127.333333333333,28.347601356808273,Low Risk,645.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,645.0,Ba,good,good,284.0
709398708,Existing Customer,40,M,3,High School,Divorced,$60K - $80K,Blue,36,3,1,2,16268.0,2517,13751.0,0.652,15925,124,0.824,0.155,5.56e-05,0.99994,Existing Customer,72741,6061.75,41.52266259743473,Medium Risk,776.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,776.0,Aa,good,good,553.4000000000001
809589783,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,36,3,3,2,16268.0,817,15451.0,0.64,13969,120,0.69,0.05,0.00020056,0.9998,Existing Customer,40248,3354.0,24.358974358974358,Low Risk,588.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,588.0,B,good,good,213.4
720326733,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,47,2,3,1,16258.0,865,15393.0,0.623,3761,58,0.657,0.053,0.00010848,0.99989,Existing Customer,129888,10824.0,7.99150036954915,Low Risk,578.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,578.0,B,good,good,223.0
799026633,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.571,0.093,0.00086149,0.99914,Existing Customer,135118,11259.833333333334,13.481549460471587,Low Risk,794.0,1,1,2020-09-03 22:36:53.082027,18642.36,Yes,1,644.0,Ba,bad,bad,353.6
709618308,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,40,4,3,1,16239.0,1487,14752.0,0.531,3838,48,0.6,0.092,9.89e-05,0.9999,Existing Customer,40688,3390.6666666666665,43.85568226504129,Medium Risk,785.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,785.0,Aa,good,good,347.40000000000003
718291233,Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,33,5,1,3,16227.0,917,15310.0,0.479,4314,67,0.634,0.057,9.72e-05,0.9999,Existing Customer,98083,8173.583333333333,11.219069563532926,Low Risk,734.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,734.0,A,good,good,233.4
788474658,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5,2,4,16208.0,1278,14930.0,0.543,1842,56,0.436,0.079,0.00033886,0.99966,Existing Customer,80223,6685.25,19.116712164840507,Low Risk,821.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,821.0,Aaa,good,good,305.6
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,41,4,2,3,16207.0,922,15285.0,0.635,3621,83,0.886,0.057,0.00018612,0.99981,Existing Customer,114527,9543.916666666666,9.660604049700071,Low Risk,785.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,785.0,Aa,good,good,234.4
720522633,Existing Customer,44,M,3,College,Married,$40K - $60K,Silver,36,2,1,2,16199.0,1533,14666.0,0.855,8150,106,0.631,0.095,5.02e-05,0.99995,Existing Customer,56437,4703.083333333333,32.595637613622266,Low Risk,788.0,1,5,2024-03-24 22:36:53.082038,3092.82,No,0,788.0,Aa,good,good,356.6
772082208,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,28,4,2,2,16199.0,0,16199.0,0.771,4254,82,0.673,0.0,0.00010684,0.99989,Existing Customer,198883,16573.583333333332,0.0,Low Risk,815.0,1,1,2023-12-02 22:36:53.082048,17717.36,No,0,815.0,Aaa,good,good,50.0
719924433,Existing Customer,40,F,4,Graduate,Married,$40K - $60K,Silver,32,1,2,3,16191.0,0,16191.0,0.967,13452,107,0.621,0.0,0.00018141,0.99982,Existing Customer,45684,3807.0,0.0,Low Risk,614.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,614.0,Ba,good,good,50.0
720427683,Attrited Customer,58,M,2,Uneducated,Single,$120K +,Blue,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0,0.99812,0.00188031,Involuntary,139755,11646.25,0.0,Low Risk,618.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,468.0,Ca,bad,bad,50.0
713766183,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156,0.00045531,0.99954,Existing Customer,84384,7032.0,35.79351535836178,Low Risk,726.0,1,2,2022-11-08 22:36:53.082059,14427.43,No,0,726.0,A,good,good,553.4000000000001
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077,0.00010374,0.9999,Existing Customer,41451,3454.25,36.15835564883839,Medium Risk,552.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,552.0,B,good,good,299.8
710590683,Attrited Customer,33,M,2,,Married,$120K +,Blue,36,3,3,5,16127.0,0,16127.0,0.769,7729,82,1.0,0.0,0.99898,0.00101725,Involuntary,185846,15487.166666666666,0.0,Low Risk,654.0,1,2,2023-01-07 22:36:53.082069,12909.17,Yes,1,504.0,Caa,bad,bad,50.0
826717533,Existing Customer,42,M,3,Graduate,,$80K - $120K,Blue,38,6,1,1,16105.0,724,15381.0,0.949,4631,76,0.767,0.045,3.45e-05,0.99997,Existing Customer,97506,8125.5,8.910220909482494,Low Risk,691.0,1,3,2024-08-04 22:36:53.082080,11943.53,No,0,691.0,Baa,good,good,194.8
714828708,Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,36,3,1,4,16099.0,0,16099.0,0.562,3656,88,0.76,0.0,0.00013184,0.99987,Existing Customer,113109,9425.75,0.0,Low Risk,707.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,707.0,A,good,good,50.0
714199008,Attrited Customer,50,M,2,,Married,$120K +,Blue,36,6,2,2,16081.0,492,15589.0,0.204,6100,61,0.564,0.031,0.99207,0.00793,Voluntary,198386,16532.166666666668,2.976016452773885,Low Risk,706.0,1,4,2024-03-25 22:36:53.082090,3057.41,No,0,706.0,A,good,good,148.4
813247083,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,4,3,2,16059.0,618,15441.0,0.824,1357,26,1.0,0.038,0.00017987,0.99982,Existing Customer,89174,7431.166666666667,8.316325386323367,Low Risk,695.0,1,3,2024-06-10 22:36:53.082101,10266.45,No,0,695.0,Baa,good,good,173.60000000000002
718038483,Existing Customer,42,M,3,Uneducated,Single,$80K - $120K,Blue,35,5,1,4,16054.0,0,16054.0,0.446,3449,75,0.705,0.0,0.00016861,0.99983,Existing Customer,108372,9031.0,0.0,Low Risk,842.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,842.0,Aaa,good,good,50.0
795997908,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,6,3,3,16050.0,1480,14570.0,1.326,3215,56,0.806,0.092,0.00029408,0.99971,Existing Customer,96012,8001.0,18.497687789026372,Low Risk,702.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,702.0,A,good,good,346.0
708453408,Existing Customer,40,M,4,College,Divorced,$80K - $120K,Blue,31,6,2,3,16050.0,0,16050.0,0.77,3721,62,0.512,0.0,0.00019519,0.9998,Existing Customer,85423,7118.583333333333,0.0,Low Risk,742.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,742.0,A,good,good,50.0
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1,3,16043.0,2036,14007.0,0.7,1394,28,0.75,0.127,9.99e-05,0.9999,Existing Customer,89841,7486.75,27.194710655491367,Low Risk,622.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,622.0,Ba,good,good,457.20000000000005
804867183,Existing Customer,37,M,3,,Married,$60K - $80K,Blue,30,6,2,4,16043.0,0,16043.0,1.509,2599,47,1.136,0.0,0.00037246,0.99963,Existing Customer,78094,6507.833333333333,0.0,Low Risk,689.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,689.0,Baa,good,good,50.0
771183933,Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,2,3,16040.0,1220,14820.0,0.862,1923,49,0.4,0.076,0.00018475,0.99982,Existing Customer,97966,8163.833333333333,14.943960149439603,Low Risk,736.0,1,3,2021-07-23 22:36:53.082112,4335.51,No,0,736.0,A,good,good,294.0
772669833,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,33,4,3,2,16037.0,0,16037.0,0.558,3048,70,0.75,0.0,0.00021962,0.99978,Existing Customer,74601,6216.75,0.0,Low Risk,842.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,842.0,Aaa,good,good,50.0
818903583,Existing Customer,44,M,5,Uneducated,Divorced,$60K - $80K,Blue,39,5,2,0,16034.0,1597,14437.0,0.775,3628,59,0.903,0.1,4.46e-05,0.99996,Existing Customer,73230,6102.5,26.16960262187628,Low Risk,610.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,610.0,Ba,good,good,369.40000000000003
716990883,Existing Customer,38,M,5,,Married,$80K - $120K,Blue,26,5,1,2,16033.0,766,15267.0,0.682,15260,115,0.855,0.048,6.25e-05,0.99994,Existing Customer,96299,8024.916666666667,9.545270459714015,Low Risk,747.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,747.0,A,good,good,203.20000000000002
720904233,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035,0.00015435,0.99985,Existing Customer,86784,7232.0,7.7433628318584065,Low Risk,844.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,844.0,Aaa,good,good,162.0
716955783,Existing Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,36,6,2,2,16026.0,1160,14866.0,0.386,4418,59,0.639,0.072,0.00011382,0.99989,Existing Customer,88556,7379.666666666667,15.718867157504853,Low Risk,560.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,560.0,B,good,good,282.0
