CLIENTNUM,review,date,City,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,sentiment_result,sentiment_label,sentiment_score,sentiment_numeric,review_lower,category,nps_category,nps_summary,nps_value
710958933,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Port Alberni,Attrited Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080.0,787,5293.0,0.975,4866,56,0.647,0.129,0.99467,0.00533,Involuntary,51045,4253.75,18.501322362621217,Low Risk,516.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,516.0,Caa,bad,bad,207.4,"{'label': 'NEGATIVE', 'score': 0.9996494054794312}",NEGATIVE,0.9996494054794312,-0.9996494054794312,"unable to make a payment from another credit card to close the balance because the card number is too long. i could only make a payment via dd, which i don't want to do. there is no information about this on their website. can't wait to close this thing down. customer service - took me 10 min to go through security, clueless staff. website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",Poor Customer Service,Detractor,93.66812227074236,0
711161133,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,London,Attrited Customer,36,F,2,,Single,Less than $40K,Blue,36,2,3,3,6071.0,0,6071.0,0.912,9338,59,0.903,0.0,0.997,0.00299743,Voluntary,31789,2649.083333333333,0.0,Low Risk,572.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,572.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9994181394577026}",NEGATIVE,0.9994181394577026,-0.9994181394577026,went on the phone talk to 3 different people at the customer service at argos credit card about my card payment . all of them customer service is very poor not freindly no helpful . 3 of them the same .,Poor Customer Service,Detractor,93.66812227074236,0
714361083,They wrote to say they suspended my account card. Dont remember getting a previous letter. I dont care. I dont want to use it anymore. Its getting the payment down thats the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Im paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Cochrane,Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,36,4,2,3,5989.0,0,5989.0,0.311,5843,60,0.176,0.0,0.99466,0.00534,Involuntary,20357,1696.4166666666667,0.0,Low Risk,560.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,560.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9993553757667542}",NEGATIVE,0.9993553757667542,-0.9993553757667542,they wrote to say they suspended my account card. dont remember getting a previous letter. i dont care. i dont want to use it anymore. its getting the payment down thats the issue. stupid young woman in argos should never have thrust it at me. so they blame me for the debt. they slap on high interest. im paying extra what i can. wish i had a lottery win to pay it off.,Technical Issues,Detractor,93.66812227074236,0
719604858,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,Kitchener,Attrited Customer,45,F,3,,Married,Less than $40K,Blue,31,4,3,3,5941.0,0,5941.0,0.522,2196,37,0.233,0.0,0.99711,0.00288892,Involuntary,24676,2056.333333333333,0.0,Low Risk,514.0,1,4,2024-06-03 22:36:53.086549,17529.98,No,0,514.0,Caa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9994181394577026}",NEGATIVE,0.9994181394577026,-0.9994181394577026,went on the phone talk to 3 different people at the customer service at argos credit card about my card payment . all of them customer service is very poor not freindly no helpful . 3 of them the same .,Poor Customer Service,Detractor,93.66812227074236,0
778364583,Customer service number not working properly can not make a payment.,1-Jul-25,Hamilton,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911.0,916,4995.0,0.471,1656,31,0.722,0.155,0.9948,0.0052,Involuntary,25491,2124.25,43.12110156525832,Medium Risk,506.0,1,5,2023-08-17 22:36:53.086584,16903.42,Yes,1,356.0,C,bad,bad,233.2,"{'label': 'NEGATIVE', 'score': 0.9997968077659607}",NEGATIVE,0.9997968077659607,-0.9997968077659607,customer service number not working properly can not make a payment.,Poor Customer Service,Detractor,93.66812227074236,0
770220558,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Corner Brook,Attrited Customer,57,M,3,,Single,$60K - $80K,Blue,51,1,6,1,5859.0,0,5859.0,0.914,8004,82,0.708,0.0,0.98987,0.01013,Involuntary,71522,5960.166666666667,0.0,Low Risk,652.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,652.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9996494054794312}",NEGATIVE,0.9996494054794312,-0.9996494054794312,"unable to make a payment from another credit card to close the balance because the card number is too long. i could only make a payment via dd, which i don't want to do. there is no information about this on their website. can't wait to close this thing down. customer service - took me 10 min to go through security, clueless staff. website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",Poor Customer Service,Detractor,93.66812227074236,0
820282383,"App not working. This is the ONLY way to manage your Argos card. Unable to see balance, make payment or even open the app it just sits with a spinner.",27-May-25,Happy Valley-Goose Bay,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517,3331.0,0.561,2000,32,0.28,0.43,0.99671,0.00329379,Voluntary,35863,2988.583333333333,84.22050581379136,High Risk,798.0,1,1,2021-12-21 22:36:53.086626,6659.27,No,0,798.0,Aa,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9997783303260803}",NEGATIVE,0.9997783303260803,-0.9997783303260803,"app not working. this is the only way to manage your argos card. unable to see balance, make payment or even open the app it just sits with a spinner.",Other,Detractor,93.66812227074236,0
721137558,They are awful & no manners or sympathy. They talk down to you & have arrogant attitude.,21-May-25,Slave Lake,Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,2,3,5821.0,894,4927.0,0.461,2011,42,0.273,0.154,0.99504,0.00495524,Involuntary,54671,4555.916666666667,19.6228347752922,Low Risk,532.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,382.0,C,bad,bad,228.8,"{'label': 'NEGATIVE', 'score': 0.9993801116943359}",NEGATIVE,0.9993801116943359,-0.9993801116943359,they are awful & no manners or sympathy. they talk down to you & have arrogant attitude.,Other,Detractor,93.66812227074236,0
711389358,"Argos have not been the same sine the takeover . I have an Argos card and have done for years but, now they have changed their credit terms i will not be using them again . My card is now cut up and in the bin .",14-May-25,Vernon,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791.0,2517,3274.0,0.69,2516,64,0.641,0.435,0.99467,0.00533,Involuntary,42562,3546.833333333333,70.96471030496687,High Risk,506.0,1,2,2022-03-22 22:36:53.086686,16108.26,No,0,506.0,Caa,bad,bad,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9994075298309326}",NEGATIVE,0.9994075298309326,-0.9994075298309326,"argos have not been the same sine the takeover . i have an argos card and have done for years but, now they have changed their credit terms i will not be using them again . my card is now cut up and in the bin .",Other,Detractor,93.66812227074236,0
712627083,"WOULD GIVE MINUS POINTS . CUSTOMER SERVICE AWFUL . THEY DO NOT HELP THE CUSTOMER AT ALL . THEY HAVE ZERO RESPECT FOR THE CUSTOMER . NO SUPPORT GIVEN WHEN ISSUES HAPPEN , NO RESPONSIBILITY TAKEN . THE WHOLE EXPERIENCE IS DIFFICULT TO DEAL WITH . HOPEFULLY PAYING OFF IN THE NEXT MONTH . PLEASE AVOID .",22-Feb-25,Red Deer,Attrited Customer,38,M,4,Uneducated,Married,$80K - $120K,Blue,25,5,2,4,5768.0,0,5768.0,0.924,9867,78,0.902,0.0,0.99717,0.0028308,Involuntary,91635,7636.25,0.0,Low Risk,542.0,1,3,2025-05-20 22:36:53.086722,18117.69,No,0,542.0,Caa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.999675989151001}",NEGATIVE,0.999675989151001,-0.999675989151001,"would give minus points . customer service awful . they do not help the customer at all . they have zero respect for the customer . no support given when issues happen , no responsibility taken . the whole experience is difficult to deal with . hopefully paying off in the next month . please avoid .",Poor Customer Service,Detractor,93.66812227074236,0
715493733,"This card is good but Argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with Argos and Sainsburys online shopping if it had this it would be spot on at the moment it is very limited.",15-Apr-25,Yarmouth,Attrited Customer,53,M,2,Graduate,Married,$40K - $60K,Blue,36,2,3,4,5735.0,0,5735.0,1.009,9088,64,0.684,0.0,0.99807,0.00193323,Involuntary,46289,3857.4166666666665,0.0,Low Risk,464.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,464.0,Ca,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9964285492897034}",NEGATIVE,0.9964285492897034,-0.9964285492897034,"this card is good but argoscard are really missing a few tricks to make so much modern and usable a few changes would make it great, like being able to use to pay online with argos and sainsburys online shopping if it had this it would be spot on at the moment it is very limited.",Positive Experience,Detractor,93.66812227074236,0
719602908,Need to pay off normal credit with interest coming soon as £100+ so I pay that and it goes to another buy now pay later plan. So now I have to give them more. Now I'm massively in debt.,31-Mar-25,Edmundston,Attrited Customer,42,F,2,Post-Graduate,Single,$40K - $60K,Blue,34,3,3,3,5667.0,812,4855.0,0.62,2064,42,0.4,0.143,0.9972,0.00280059,Voluntary,59834,4986.166666666667,16.285055319717884,Low Risk,683.0,1,2,2021-06-03 22:36:53.086837,9944.92,No,0,683.0,Baa,good,good,212.4,"{'label': 'NEGATIVE', 'score': 0.9990772008895874}",NEGATIVE,0.9990772008895874,-0.9990772008895874,need to pay off normal credit with interest coming soon as £100+ so i pay that and it goes to another buy now pay later plan. so now i have to give them more. now i'm massively in debt.,Other,Detractor,93.66812227074236,0
716387733,"I've had an argos card for many years but recently I've notice they don't apply your payment correctly I mostly buy on bnpl and clear it in time the odd occasion I've had to put things, on normal credit, now when you pay your minimum payment amount or more they actually take it off the bnpl and not normal credit so they can put interest on for the next month for example I recently paid the full amount on the normal credit because they say I will incur £100 plus interest the following month but then I look on my statement to see they deducted that from a bnpl which ends in 4months! So I rang and as usual you can't speak to anyone. And I pay interest! So warning NEVER EVER use your argos card on a normal credit try to do it bnpl or not at all they scam you out of 100s unnecessarily!! Lesson learnt for me! ??",29-Mar-25,Timmins,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662.0,1484,4178.0,0.434,1693,25,0.25,0.262,0.99912,0.00088231,Involuntary,74934,6244.5,23.764913123548723,Low Risk,550.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,400.0,Ca,bad,bad,346.8,"{'label': 'NEGATIVE', 'score': 0.9977080821990967}",NEGATIVE,0.9977080821990967,-0.9977080821990967,"i've had an argos card for many years but recently i've notice they don't apply your payment correctly i mostly buy on bnpl and clear it in time the odd occasion i've had to put things, on normal credit, now when you pay your minimum payment amount or more they actually take it off the bnpl and not normal credit so they can put interest on for the next month for example i recently paid the full amount on the normal credit because they say i will incur £100 plus interest the following month but then i look on my statement to see they deducted that from a bnpl which ends in 4months! so i rang and as usual you can't speak to anyone. and i pay interest! so warning never ever use your argos card on a normal credit try to do it bnpl or not at all they scam you out of 100s unnecessarily!! lesson learnt for me! ??",Other,Detractor,93.66812227074236,0
718877883,I am outraged that Truspilot is not Warning! Argos credit card scams people,22-Mar-25,Calgary,Attrited Customer,44,F,3,,Single,Less than $40K,Blue,36,3,1,1,5644.0,2517,3127.0,0.86,2440,44,0.76,0.446,0.97428,0.02572,Involuntary,38208,3184.0,79.05150753768844,High Risk,525.0,1,1,2025-06-29 22:36:53.086863,10686.58,No,0,525.0,Caa,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9992490410804749}",NEGATIVE,0.9992490410804749,-0.9992490410804749,i am outraged that truspilot is not warning! argos credit card scams people,Other,Detractor,93.66812227074236,0
717930483,People should start a class action lawsuit and take Argos to court!,22-Mar-25,Yarmouth,Attrited Customer,37,M,2,Graduate,Single,$120K +,Blue,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0,0.98515,0.01485,Involuntary,170762,14230.166666666666,0.0,Low Risk,607.0,1,4,2024-09-26 22:36:53.086886,7154.94,No,0,607.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9955251812934875}",NEGATIVE,0.9955251812934875,-0.9955251812934875,people should start a class action lawsuit and take argos to court!,Other,Detractor,93.66812227074236,0
709259958,After reading all the reviews I was put off by the thought of applying.,22-Mar-25,Val-d'Or,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,44,1,3,2,5541.0,2517,3024.0,0.879,9195,73,0.825,0.454,0.99411,0.00589,Voluntary,35643,2970.25,84.74034172207726,High Risk,637.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,637.0,Ba,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9982219338417053}",NEGATIVE,0.9982219338417053,-0.9982219338417053,after reading all the reviews i was put off by the thought of applying.,Other,Detractor,93.66812227074236,0
709823733,I feel sorry for all the people who have an Argos credit card!,22-Mar-25,Selkirk,Attrited Customer,44,F,2,Graduate,,$40K - $60K,Blue,34,2,3,3,5508.0,0,5508.0,0.89,7507,78,0.733,0.0,0.99671,0.00329379,Involuntary,47474,3956.1666666666665,0.0,Low Risk,522.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,372.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.999702513217926}",NEGATIVE,0.999702513217926,-0.999702513217926,i feel sorry for all the people who have an argos credit card!,Other,Detractor,93.66812227074236,0
789382758,"I have to agree with all the other recent negative comments. The advantages of paying by card have been substantially reduced and it is impossible to contact them on anything other than an order. The final straw is that they have moved to AnyDay, a company I have had bad dealings with before, causing me to cancel my Waitrose card. Like is too stressful to have issues with contacting a retailer and I have noticed that their prices on many things are no longer competitive. I have cancelled my card like many others and many yet to come I suspect.",15-Mar-25,Trois-RiviÃÂ¨res,Attrited Customer,54,M,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501.0,0,5501.0,0.519,2050,51,0.821,0.0,0.99683,0.00317458,Voluntary,48322,4026.8333333333335,0.0,Low Risk,702.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,702.0,A,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9997063279151917}",NEGATIVE,0.9997063279151917,-0.9997063279151917,"i have to agree with all the other recent negative comments. the advantages of paying by card have been substantially reduced and it is impossible to contact them on anything other than an order. the final straw is that they have moved to anyday, a company i have had bad dealings with before, causing me to cancel my waitrose card. like is too stressful to have issues with contacting a retailer and i have noticed that their prices on many things are no longer competitive. i have cancelled my card like many others and many yet to come i suspect.",Technical Issues,Detractor,93.66812227074236,0
794560833,And I request to increase credit limit but they dont increase Crecit limit while Im eligible for 25k loan with Lloyds and all other banks are offering me.,23-Feb-25,Moose Jaw,Attrited Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,6,5496.0,0,5496.0,0.548,1913,34,0.308,0.0,0.99939,0.00061414,Involuntary,49800,4150.0,0.0,Low Risk,616.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,616.0,Ba,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.988559901714325}",NEGATIVE,0.988559901714325,-0.988559901714325,and i request to increase credit limit but they dont increase crecit limit while im eligible for 25k loan with lloyds and all other banks are offering me.,Other,Detractor,93.66812227074236,0
718731183,I will suggest if you thinking to purchase more then thousand pound things with Argos then try another options because they will not offer more then £800.,23-Feb-25,Cornwall,Attrited Customer,61,M,1,,Married,$40K - $60K,Blue,49,1,2,2,5472.0,788,4684.0,0.526,705,14,0.273,0.144,0.99156,0.00844,Voluntary,45296,3774.6666666666665,20.876015542211235,Low Risk,674.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,674.0,Baa,good,good,207.6,"{'label': 'NEGATIVE', 'score': 0.9990622401237488}",NEGATIVE,0.9990622401237488,-0.9990622401237488,i will suggest if you thinking to purchase more then thousand pound things with argos then try another options because they will not offer more then £800.,Other,Detractor,93.66812227074236,0
711887583,"Just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" I have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, I am not interested in another card , I have been paying regualy but my balance don't seem to go down, this company needs looking into. Rip off company.",13-Feb-25,Truro,Attrited Customer,47,M,2,,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,0.997,0.00299743,Involuntary,106597,8883.083333333334,18.32696980215203,Low Risk,472.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,472.0,Ca,bad,bad,375.6,"{'label': 'NEGATIVE', 'score': 0.9984657764434814}",NEGATIVE,0.9984657764434814,-0.9984657764434814,"just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" i have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, i am not interested in another card , i have been paying regualy but my balance don't seem to go down, this company needs looking into. rip off company.",Technical Issues,Detractor,93.66812227074236,0
715609533,"I set up a direct debit in December so I wouldn't miss my first payment in January. I received a text the day after payment should have gone through saying it's late. Turns out you have to allow a full month for DD to be set up. They wouldn't waive the late payment charge, which was twice the amount of my minimum payment. Great customer service, makes me feel really valued lol.",25-Jan-25,Clarenville,Attrited Customer,47,F,3,,Single,Less than $40K,Blue,35,1,3,3,5398.0,0,5398.0,0.621,1887,36,0.333,0.0,0.99711,0.00288892,Voluntary,24348,2029.0,0.0,Low Risk,628.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,478.0,Ca,bad,bad,50.0,"{'label': 'POSITIVE', 'score': 0.9894070029258728}",POSITIVE,0.9894070029258728,0.9894070029258728,"i set up a direct debit in december so i wouldn't miss my first payment in january. i received a text the day after payment should have gone through saying it's late. turns out you have to allow a full month for dd to be set up. they wouldn't waive the late payment charge, which was twice the amount of my minimum payment. great customer service, makes me feel really valued lol.",Poor Customer Service,Promoter,6.331877729257641,0
714519408,Argos card has gone really bad since it has been taken over. As should have kept all the conditions as they were. Instead of changing everything as was good before they changed n got taken over by a third party ????,22-Jan-25,Saguenay,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357.0,2139,3218.0,0.499,1979,48,0.655,0.399,0.99674,0.00326498,Involuntary,30989,2582.4166666666665,82.82939107425216,High Risk,700.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,550.0,B,bad,bad,477.8,"{'label': 'NEGATIVE', 'score': 0.9996812343597412}",NEGATIVE,0.9996812343597412,-0.9996812343597412,argos card has gone really bad since it has been taken over. as should have kept all the conditions as they were. instead of changing everything as was good before they changed n got taken over by a third party ????,Other,Detractor,93.66812227074236,0
717195933,Poor customer service infect there is no customer care service at you just type pad are trying to explain to a BOT unreal,20-Jan-25,Chilliwack,Attrited Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,30,2,2,3,5298.0,0,5298.0,0.857,2431,37,0.542,0.0,0.99499,0.00501,Voluntary,76164,6347.0,0.0,Low Risk,600.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,600.0,Ba,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9997777342796326}",NEGATIVE,0.9997777342796326,-0.9997777342796326,poor customer service infect there is no customer care service at you just type pad are trying to explain to a bot unreal,Poor Customer Service,Detractor,93.66812227074236,0
717406983,"I have had my Argos card since 2017 always paying it off in full and on time to avoid the deferred interest. More recently they added a small amount of interest as a payment was allocated to a different statement balance. Not happy it will be the first and last £4.26 you rob from me. Attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. Wholly unprofessional. I am not enamoured with the NewDay take over either. There are items of far superior quality from other well known stores for less and with outstanding customer service. Im out!",11-Jan-25,Kamloops,Attrited Customer,30,M,2,Graduate,,$40K - $60K,Blue,36,4,3,3,5281.0,0,5281.0,0.535,8395,62,0.722,0.0,0.99671,0.00329379,Involuntary,55082,4590.166666666667,0.0,Low Risk,462.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,462.0,Ca,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.8305042386054993}",NEGATIVE,0.8305042386054993,-0.8305042386054993,"i have had my argos card since 2017 always paying it off in full and on time to avoid the deferred interest. more recently they added a small amount of interest as a payment was allocated to a different statement balance. not happy it will be the first and last £4.26 you rob from me. attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. wholly unprofessional. i am not enamoured with the newday take over either. there are items of far superior quality from other well known stores for less and with outstanding customer service. im out!",Poor Customer Service,Detractor,93.66812227074236,0
757247808,Punishes customers for paying?,6-Jan-25,Yarmouth,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230.0,2517,2713.0,0.937,9495,61,0.605,0.481,0.99737,0.0026282,Involuntary,25492,2124.333333333333,118.48423034677543,High Risk,604.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,604.0,Ba,bad,bad,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9987217783927917}",NEGATIVE,0.9987217783927917,-0.9987217783927917,punishes customers for paying?,Other,Detractor,93.66812227074236,0
716694108,... however in recent times they have gone way downhill I have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) I make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! How the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,6-Jan-25,Corner Brook,Attrited Customer,42,M,4,Uneducated,Married,$120K +,Blue,34,2,3,3,5195.0,468,4727.0,0.567,2682,48,0.231,0.09,0.99694,0.00305523,Involuntary,184629,15385.75,3.041775669044408,Low Risk,513.0,1,1,2021-03-09 22:36:53.087291,9663.38,Yes,1,363.0,C,bad,bad,143.60000000000002,"{'label': 'NEGATIVE', 'score': 0.9844614863395691}",NEGATIVE,0.9844614863395691,-0.9844614863395691,... however in recent times they have gone way downhill i have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) i make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! how the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,Other,Detractor,93.66812227074236,0
712947333,Not to mention when they put things on a normal credit they add interest? Why because I decided I wanted to pay?!,6-Jan-25,Slave Lake,Attrited Customer,54,F,4,,Married,Less than $40K,Blue,43,3,3,0,5139.0,0,5139.0,0.33,1653,44,0.692,0.0,0.9871,0.0129,Involuntary,33138,2761.5,0.0,Low Risk,658.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,508.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9973655343055725}",NEGATIVE,0.9973655343055725,-0.9973655343055725,not to mention when they put things on a normal credit they add interest? why because i decided i wanted to pay?!,Other,Detractor,93.66812227074236,0
778397358,"I have been an Argos card holder for years. It's been great for small household items, as the interest free credit below £100 has ensured I've purchased items there. However, now this only kicks in over £99 for 3 months and £199 for 6. Small items are charged at 34.9%. I'll use my much cheaper (interest free) credit card instead.",6-Jan-25,Cranbrook,Attrited Customer,42,M,5,,Married,$60K - $80K,Blue,22,6,2,4,5096.0,0,5096.0,0.808,2574,43,0.483,0.0,0.99731,0.00269029,Voluntary,75767,6313.916666666667,0.0,Low Risk,802.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,802.0,Aaa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9942141175270081}",NEGATIVE,0.9942141175270081,-0.9942141175270081,"i have been an argos card holder for years. it's been great for small household items, as the interest free credit below £100 has ensured i've purchased items there. however, now this only kicks in over £99 for 3 months and £199 for 6. small items are charged at 34.9%. i'll use my much cheaper (interest free) credit card instead.",Positive Experience,Detractor,93.66812227074236,0
721437333,"+ 0.66 interest on 23/01/25.No mention of any payment + late payment I had made in December 2024.The cheque I sent you has cleared.Why would you not have that last payment made on the account printed on the statement? Hopefully you can provide some clarity? Shocking customer service.Argos will now no longer provide a service online @ My Argos card.You either need to pay on a App or Cheque.Hopefully I will not have to deal with these pirates in the near future.I rang your automated line tonight, the recorded voice on the phone sounded abysmal.Argos are stuck in a time warp! Good luck to Customers, who like me have had the misfortune to have a credit card with them!",4-Jan-25,Saint John,Attrited Customer,46,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,2,5054.0,2517,2537.0,0.605,2027,39,0.393,0.498,0.99129,0.00871,Involuntary,103980,8665.0,29.04789382573572,Low Risk,642.0,1,4,2024-03-14 22:36:53.087383,14393.6,No,0,642.0,Ba,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9975444674491882}",NEGATIVE,0.9975444674491882,-0.9975444674491882,"+ 0.66 interest on 23/01/25.no mention of any payment + late payment i had made in december 2024.the cheque i sent you has cleared.why would you not have that last payment made on the account printed on the statement? hopefully you can provide some clarity? shocking customer service.argos will now no longer provide a service online @ my argos card.you either need to pay on a app or cheque.hopefully i will not have to deal with these pirates in the near future.i rang your automated line tonight, the recorded voice on the phone sounded abysmal.argos are stuck in a time warp! good luck to customers, who like me have had the misfortune to have a credit card with them!",Poor Customer Service,Detractor,93.66812227074236,0
713590158,Abysmal,4-Jan-26,Port Alberni,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412,0.99709,0.0029104,Voluntary,64875,5406.25,38.47398843930635,Medium Risk,795.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,795.0,Aa,good,good,466.0,"{'label': 'NEGATIVE', 'score': 0.9967633485794067}",NEGATIVE,0.9967633485794067,-0.9967633485794067,abysmal,Other,Detractor,93.66812227074236,0
719987733,"I owned a Argos credit card, paid the Balance outstanding by cheque £1,065.02. In November 2024.I then received a statement to advise my November payment by cheque which according to Argos did not arrive in time by 23rd.Argos then charged me a late payment & a further monthly interest payment.I then paid this amount by cheque In mid December.I then received a statement today 04/01/25 to advise I need to pay 39.05",4-Jan-27,Camrose,Attrited Customer,51,F,3,,Single,$40K - $60K,Blue,38,3,3,3,5026.0,0,5026.0,0.564,1844,37,0.609,0.0,0.99711,0.00288892,Involuntary,41894,3491.1666666666665,0.0,Low Risk,500.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,500.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9973682761192322}",NEGATIVE,0.9973682761192322,-0.9973682761192322,"i owned a argos credit card, paid the balance outstanding by cheque £1,065.02. in november 2024.i then received a statement to advise my november payment by cheque which according to argos did not arrive in time by 23rd.argos then charged me a late payment & a further monthly interest payment.i then paid this amount by cheque in mid december.i then received a statement today 04/01/25 to advise i need to pay 39.05",Other,Detractor,93.66812227074236,0
