CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,Income_Category_Inferred,Income_Category_Complete
714306258,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,46,3,2,1,10117.0,2242,7875.0,0.662,1509.0,44.0,0.467,0.222,6.26e-05,0.99994,Existing Customer,68348.0,5695.666666666667,39.36325861766255,Medium Risk,754.0,0,0,,0.0,No,0,754.0,Aa,good,good,498.4,$60K - $80K,$60K - $80K
717800358,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111.0,868,9243.0,0.748,4791.0,68.0,0.889,0.086,0.00052052,0.99948,Existing Customer,85138.0,7094.833333333333,12.234254974277055,Low Risk,673.0,0,0,,0.0,No,0,673.0,Baa,good,good,223.6,$60K - $80K,$80K - $120K
757753083,Existing Customer,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3,2,10110.0,1229,8881.0,0.65,4063.0,74.0,0.48,0.122,0.00013947,0.99986,Existing Customer,35906.0,2992.1666666666665,41.073915223082494,Medium Risk,740.0,1,5,2025-03-10 22:37:53.627150,17750.66,No,0,740.0,A,good,good,295.8,$60K - $80K,Less than $40K
718813833,Existing Customer,44,F,3,Uneducated,Single,,Blue,34,5,2,2,10100.0,0,10100.0,0.525,1052.0,18.0,1.571,0.0,0.00012144,0.99988,Existing Customer,79008.0,6584.0,0.0,Low Risk,551.0,0,0,,0.0,No,0,551.0,B,good,good,50.0,$60K - $80K,$60K - $80K
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097.0,2139,7958.0,1.408,3092.0,67.0,0.763,0.212,0.00015005,0.99985,Existing Customer,194751.0,16229.25,13.179906650030038,Low Risk,716.0,0,0,,0.0,No,0,716.0,A,good,good,477.8,$60K - $80K,$120K +
786493908,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Silver,36,4,3,3,10091.0,0,10091.0,1.121,3347.0,64.0,0.778,0.0,0.00029475,0.99971,Existing Customer,37346.0,3112.1666666666665,0.0,Low Risk,804.0,0,0,,0.0,No,0,804.0,Aaa,good,good,50.0,$60K - $80K,Less than $40K
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077.0,0,10077.0,0.639,2118.0,52.0,0.576,0.0,0.00021165,0.99979,Existing Customer,69477.0,5789.75,0.0,Low Risk,559.0,0,0,,0.0,No,0,559.0,B,good,good,50.0,$60K - $80K,$60K - $80K
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,24,6,2,4,10074.0,2517,7557.0,0.77,1729.0,52.0,0.926,0.25,0.00030653,0.99969,Existing Customer,120801.0,10066.75,25.00310427893809,Low Risk,779.0,1,5,2024-11-05 22:37:53.627159,1821.76,No,0,779.0,Aa,good,good,553.4000000000001,$60K - $80K,$120K +
718889508,Existing Customer,46,M,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074.0,1223,8851.0,0.955,8256.0,99.0,0.623,0.121,0.00010546,0.99989,Existing Customer,67342.0,5611.833333333333,21.79323453416887,Low Risk,714.0,0,0,,0.0,No,0,714.0,A,good,good,294.6,$60K - $80K,$60K - $80K
714917583,Existing Customer,42,F,2,Doctorate,,Less than $40K,Silver,36,6,1,2,10074.0,1079,8995.0,0.813,3338.0,65.0,0.711,0.107,7.2e-05,0.99993,Existing Customer,20181.0,1681.75,64.15935781180319,High Risk,452.0,1,5,2024-06-14 22:37:53.627167,1096.53,No,0,452.0,Ca,good,good,265.8,$60K - $80K,Less than $40K
712283808,Existing Customer,50,F,3,High School,Married,Less than $40K,Silver,40,5,2,2,10062.0,1149,8913.0,0.76,1964.0,44.0,0.467,0.114,0.00010374,0.9999,Existing Customer,29775.0,2481.25,46.3073047858942,Medium Risk,534.0,0,0,,0.0,No,0,534.0,Caa,good,good,279.8,$60K - $80K,Less than $40K
718626033,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10061.0,0,10061.0,0.787,2802.0,52.0,0.529,0.0,0.99452,0.00548,Involuntary,79501.0,6625.083333333333,0.0,Low Risk,482.0,1,1,2024-09-24 22:37:53.627176,539.3,Yes,1,332.0,C,bad,bad,50.0,$60K - $80K,$60K - $80K
717707133,Existing Customer,32,M,1,,Single,$40K - $60K,Blue,24,6,2,3,10060.0,2322,7738.0,0.894,2184.0,63.0,1.032,0.231,0.00019751,0.9998,Existing Customer,45724.0,3810.3333333333335,60.93955034555157,High Risk,731.0,0,0,,0.0,No,0,731.0,A,good,good,514.4000000000001,$60K - $80K,$40K - $60K
715405758,Attrited Customer,50,F,1,High School,Single,,Blue,42,5,0,4,10057.0,0,10057.0,0.792,2383.0,42.0,0.448,0.0,0.98161,0.01839,Involuntary,68249.0,5687.416666666667,0.0,Low Risk,660.0,1,5,2022-08-01 22:37:53.627193,13833.02,No,0,660.0,Baa,bad,bad,50.0,$60K - $80K,$60K - $80K
826490133,Existing Customer,42,F,4,Uneducated,Divorced,,Blue,38,6,3,2,10039.0,1600,8439.0,0.7,4685.0,76.0,0.9,0.159,0.00019396,0.99981,Existing Customer,75884.0,6323.666666666667,25.3017763955511,Low Risk,777.0,0,0,,0.0,No,0,777.0,Aa,good,good,370.0,$60K - $80K,$60K - $80K
789487308,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,39,3,2,2,10033.0,0,10033.0,0.644,4106.0,78.0,0.902,0.0,0.00016471,0.99984,Existing Customer,66177.0,5514.75,0.0,Low Risk,753.0,1,1,2023-04-30 22:37:53.627204,9390.44,No,0,753.0,Aa,good,good,50.0,$60K - $80K,$60K - $80K
708316008,Attrited Customer,59,F,1,Graduate,Single,,Blue,36,3,2,3,10031.0,0,10031.0,0.238,1792.0,29.0,0.074,0.0,0.99447,0.00553,Voluntary,74577.0,6214.75,0.0,Low Risk,663.0,0,0,,0.0,No,0,663.0,Baa,good,good,50.0,$60K - $80K,$60K - $80K
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029.0,606,9423.0,0.727,2192.0,58.0,0.657,0.06,0.00041087,0.99959,Existing Customer,78081.0,6506.75,9.31340530987052,Low Risk,566.0,0,0,,0.0,No,0,566.0,B,good,good,171.2,$60K - $80K,$60K - $80K
758340108,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Silver,29,3,3,2,10024.0,913,9111.0,0.568,3906.0,78.0,0.592,0.091,0.00016253,0.99984,Existing Customer,37449.0,3120.75,29.255787871505245,Low Risk,670.0,0,0,,0.0,No,0,670.0,Baa,good,good,232.6,$60K - $80K,Less than $40K
712204308,Existing Customer,33,M,0,,Single,$40K - $60K,Blue,36,6,1,1,10023.0,504,9519.0,0.942,2878.0,65.0,0.625,0.05,3.13e-05,0.99997,Existing Customer,49810.0,4150.833333333333,12.142140132503513,Low Risk,603.0,0,0,,0.0,No,0,603.0,Ba,good,good,150.8,$60K - $80K,$40K - $60K
788502858,Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,51,2,2,1,10021.0,1952,8069.0,0.699,4431.0,68.0,0.581,0.195,6.92e-05,0.99993,Existing Customer,98992.0,8249.333333333334,23.66251818328754,Low Risk,602.0,0,0,,0.0,No,0,602.0,Ba,good,good,440.4,$60K - $80K,$80K - $120K
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021.0,1617,8404.0,0.578,1275.0,25.0,0.667,0.161,0.00016883,0.99983,Existing Customer,67372.0,5614.333333333333,28.801282431870806,Low Risk,461.0,0,0,,0.0,No,0,461.0,Ca,good,good,373.4,$60K - $80K,$60K - $80K
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,1,2,10021.0,1203,8818.0,0.93,1463.0,40.0,1.0,0.12,5.78e-05,0.99994,Existing Customer,113220.0,9435.0,12.75039745627981,Low Risk,582.0,0,0,,0.0,No,0,582.0,B,good,good,290.6,$60K - $80K,$80K - $120K
712863183,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018.0,829,9189.0,0.844,13819.0,114.0,0.81,0.083,0.0003139,0.99969,Existing Customer,57254.0,4771.166666666667,17.37520522583575,Low Risk,753.0,1,3,2023-04-05 22:37:53.627214,2504.95,No,0,753.0,Aa,good,good,215.8,$60K - $80K,$40K - $60K
710056758,Existing Customer,51,M,4,High School,Single,$40K - $60K,Blue,36,2,2,4,10017.0,1850,8167.0,0.622,15635.0,116.0,0.681,0.185,0.00033294,0.99967,Existing Customer,48735.0,4061.25,45.55247768544167,Medium Risk,742.0,0,0,,0.0,No,0,742.0,A,good,good,420.0,$60K - $80K,$40K - $60K
708805908,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,10017.0,726,9291.0,0.924,9299.0,68.0,0.619,0.072,0.9882,0.0118,Involuntary,26582.0,2215.1666666666665,32.77405763298473,Low Risk,678.0,1,4,2020-08-12 22:37:53.627224,17196.07,No,0,678.0,Baa,bad,bad,195.2,$60K - $80K,Less than $40K
718090233,Attrited Customer,56,F,3,Graduate,Single,,Blue,36,3,3,3,10016.0,1872,8144.0,0.735,2804.0,37.0,0.542,0.187,0.99683,0.00317458,Involuntary,77383.0,6448.583333333333,29.02963183128077,Low Risk,660.0,0,0,,0.0,No,0,660.0,Baa,bad,bad,424.4,$60K - $80K,$60K - $80K
712669983,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,30,5,3,3,10009.0,1604,8405.0,0.449,4347.0,75.0,0.786,0.16,0.0003139,0.99969,Existing Customer,89079.0,7423.25,21.607786346950462,Low Risk,749.0,0,0,,0.0,No,0,749.0,A,good,good,370.8,$60K - $80K,$80K - $120K
713476758,Existing Customer,44,M,4,,Married,$60K - $80K,Blue,32,4,1,1,10007.0,1586,8421.0,0.921,4309.0,77.0,0.711,0.158,3.83e-05,0.99996,Existing Customer,69330.0,5777.5,27.45131977498918,Low Risk,677.0,0,0,,0.0,No,0,677.0,Baa,good,good,367.2000000000001,$60K - $80K,$60K - $80K
711067383,Existing Customer,53,M,1,,Single,$120K +,Blue,45,6,2,3,10001.0,0,10001.0,0.676,4167.0,74.0,0.644,0.0,0.00019751,0.9998,Existing Customer,184923.0,15410.25,0.0,Low Risk,720.0,0,0,,0.0,No,0,720.0,A,good,good,50.0,$60K - $80K,$120K +
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995.0,1713,8282.0,0.96,1172.0,38.0,0.462,0.171,0.00018665,0.99981,Existing Customer,43697.0,3641.4166666666665,47.04213103874408,Medium Risk,492.0,0,0,,0.0,No,0,492.0,Ca,good,good,392.6,$40K - $60K,$40K - $60K
713144208,Attrited Customer,51,F,0,High School,Married,,Blue,42,1,4,4,9989.0,568,9421.0,0.52,2053.0,49.0,0.485,0.057,0.99808,0.00191756,Involuntary,53295.0,4441.25,12.78919223191669,Low Risk,546.0,1,4,2024-05-16 22:37:53.627234,4453.05,No,0,546.0,Caa,good,good,163.60000000000002,$40K - $60K,$40K - $60K
711595833,Existing Customer,46,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,9981.0,807,9174.0,0.655,1456.0,30.0,0.667,0.081,0.00011483,0.99989,Existing Customer,78343.0,6528.583333333333,12.361027788060197,Low Risk,792.0,0,0,,0.0,No,0,792.0,Aa,good,good,211.4,$40K - $60K,$60K - $80K
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977.0,2088,7889.0,0.65,3530.0,61.0,0.743,0.209,0.00018145,0.99982,Existing Customer,24195.0,2016.25,103.55858648481092,High Risk,775.0,0,0,,0.0,No,0,775.0,Aa,good,good,467.6,$40K - $60K,Less than $40K
803418783,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Blue,35,5,4,1,9974.0,2185,7789.0,0.852,4680.0,87.0,0.673,0.219,0.00013749,0.99986,Existing Customer,61715.0,5142.916666666667,42.48561937940533,Medium Risk,751.0,0,0,,0.0,No,0,751.0,Aa,good,good,487.0,$40K - $60K,$60K - $80K
716556258,Existing Customer,50,F,3,Doctorate,Single,Less than $40K,Blue,39,6,1,3,9966.0,0,9966.0,0.966,4401.0,60.0,1.069,0.0,0.0001391,0.99986,Existing Customer,23994.0,1999.5,0.0,Low Risk,813.0,0,0,,0.0,No,0,813.0,Aaa,good,good,50.0,$40K - $60K,Less than $40K
771894558,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,4,1,4,9964.0,1559,8405.0,1.873,1626.0,25.0,0.786,0.156,0.00015942,0.99984,Existing Customer,87865.0,7322.083333333333,21.29175439594833,Low Risk,828.0,1,3,2022-11-11 22:37:53.627244,6863.32,No,0,828.0,Aaa,good,good,361.8,$40K - $60K,$80K - $120K
713269533,Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,1,3,1,9959.0,2517,7442.0,0.884,8847.0,85.0,0.771,0.253,0.99061,0.00939,Voluntary,106646.0,8887.166666666666,28.321737336608972,Low Risk,789.0,0,0,,0.0,No,0,789.0,Aa,good,good,553.4000000000001,$40K - $60K,$80K - $120K
772375533,Existing Customer,30,M,1,Graduate,Married,$80K - $120K,Blue,19,5,3,2,9959.0,2377,7582.0,1.1,1560.0,39.0,0.696,0.239,0.00016883,0.99983,Existing Customer,90260.0,7521.666666666667,31.602038555284732,Low Risk,470.0,0,0,,0.0,No,0,470.0,Ca,good,good,525.4000000000001,$40K - $60K,$80K - $120K
709108533,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,29,2,2,3,9959.0,2216,7743.0,0.747,15139.0,90.0,0.837,0.223,0.00020077,0.9998,Existing Customer,104066.0,8672.166666666666,25.553014433148196,Low Risk,556.0,0,0,,0.0,No,0,556.0,B,good,good,493.2000000000001,$40K - $60K,$80K - $120K
718531983,Existing Customer,51,M,3,High School,Married,$80K - $120K,Blue,41,1,3,3,9959.0,2068,7891.0,0.741,13810.0,124.0,0.797,0.208,0.00030516,0.99969,Existing Customer,118608.0,9884.0,20.922703358963982,Low Risk,785.0,0,0,,0.0,No,0,785.0,Aa,good,good,463.6,$40K - $60K,$80K - $120K
708482658,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Blue,31,3,2,2,9959.0,1946,8013.0,0.725,15594.0,114.0,0.676,0.195,0.00011811,0.99988,Existing Customer,91600.0,7633.333333333333,25.49344978165939,Low Risk,752.0,1,1,2024-07-22 22:37:53.627255,3965.57,No,0,752.0,Aa,good,good,439.2000000000001,$40K - $60K,$80K - $120K
712881483,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,9959.0,1890,8069.0,1.043,2041.0,45.0,0.875,0.19,0.00033411,0.99967,Existing Customer,110215.0,9184.583333333334,20.57796125754208,Low Risk,566.0,1,5,2025-02-03 22:37:53.627265,18571.75,No,0,566.0,B,good,good,428.0,$40K - $60K,$80K - $120K
708535158,Existing Customer,39,M,2,Post-Graduate,,$80K - $120K,Blue,29,1,1,3,9959.0,1501,8458.0,0.822,8505.0,86.0,0.536,0.151,0.000109,0.99989,Existing Customer,96219.0,8018.25,18.719795466591837,Low Risk,573.0,0,0,,0.0,No,0,573.0,B,good,good,350.2,$40K - $60K,$80K - $120K
717327783,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,2,9959.0,1476,8483.0,0.952,2760.0,44.0,1.0,0.148,0.00011382,0.99989,Existing Customer,85121.0,7093.416666666667,20.808026221496455,Low Risk,848.0,0,0,,0.0,No,0,848.0,Aaa,good,good,345.2,$40K - $60K,$80K - $120K
711734508,Existing Customer,55,M,2,Graduate,Married,$80K - $120K,Blue,47,3,3,3,9959.0,1209,8750.0,0.548,1584.0,28.0,0.273,0.121,0.00030251,0.9997,Existing Customer,94247.0,7853.916666666667,15.393593430029604,Low Risk,730.0,0,0,,0.0,No,0,730.0,A,good,good,291.8,$40K - $60K,$80K - $120K
708219108,Existing Customer,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959.0,1143,8816.0,0.661,7300.0,77.0,0.638,0.115,0.00030519,0.99969,Existing Customer,114492.0,9541.0,11.979876323236557,Low Risk,741.0,0,0,,0.0,No,0,741.0,A,good,good,278.6,$40K - $60K,$80K - $120K
716543433,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,1,2,2,9959.0,1049,8910.0,0.976,15195.0,99.0,0.941,0.105,0.00011066,0.99989,Existing Customer,103562.0,8630.166666666666,12.155037562040132,Low Risk,652.0,0,0,,0.0,No,0,652.0,Baa,good,good,259.8,$40K - $60K,$80K - $120K
713755458,Attrited Customer,50,M,1,,,$80K - $120K,Blue,36,6,3,4,9959.0,952,9007.0,0.825,10310.0,63.0,1.1,0.096,0.99813,0.00187387,Involuntary,85137.0,7094.75,13.418372740406639,Low Risk,560.0,1,2,2021-10-15 22:37:53.627275,15282.3,No,0,560.0,B,good,good,240.4,$40K - $60K,$80K - $120K
717724233,Existing Customer,43,M,3,,,$80K - $120K,Blue,28,2,1,3,9959.0,734,9225.0,0.86,16732.0,116.0,0.812,0.074,0.00010566,0.99989,Existing Customer,118254.0,9854.5,7.448373839362728,Low Risk,500.0,0,0,,0.0,No,0,500.0,Caa,good,good,196.8,$40K - $60K,$80K - $120K
709977933,Attrited Customer,52,M,5,Uneducated,Married,$80K - $120K,Blue,44,2,3,4,9959.0,199,9760.0,1.003,8517.0,60.0,0.5,0.02,0.99818,0.00182139,Involuntary,88994.0,7416.166666666667,2.6833269658628667,Low Risk,465.0,1,1,2021-12-31 22:37:53.627286,14617.09,No,0,465.0,Ca,bad,bad,89.80000000000001,$40K - $60K,$80K - $120K
798792408,Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,42,1,1,3,9959.0,0,9959.0,0.688,805.0,24.0,0.143,0.0,0.98941,0.01059,Involuntary,94690.0,7890.833333333333,0.0,Low Risk,472.0,1,1,2021-04-07 22:37:53.627296,1357.92,No,0,472.0,Ca,good,good,50.0,$40K - $60K,$80K - $120K
717171408,Existing Customer,36,M,1,,Married,$80K - $120K,Blue,26,6,2,1,9959.0,0,9959.0,0.57,2021.0,41.0,0.783,0.0,7.08e-05,0.99993,Existing Customer,100942.0,8411.833333333334,0.0,Low Risk,720.0,0,0,,0.0,No,0,720.0,A,good,good,50.0,$40K - $60K,$80K - $120K
711325308,Attrited Customer,46,M,3,,Single,$80K - $120K,Blue,34,4,3,3,9959.0,0,9959.0,1.049,4859.0,64.0,0.524,0.0,0.99711,0.00288892,Voluntary,108874.0,9072.833333333334,0.0,Low Risk,538.0,0,0,,0.0,No,0,538.0,Caa,good,good,50.0,$40K - $60K,$80K - $120K
714682233,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,43,1,4,1,9959.0,0,9959.0,0.751,14948.0,125.0,0.866,0.0,0.00013603,0.99986,Existing Customer,102110.0,8509.166666666666,0.0,Low Risk,773.0,0,0,,0.0,No,0,773.0,Aa,good,good,50.0,$40K - $60K,$80K - $120K
721433283,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,20,3,2,2,9956.0,1117,8839.0,0.515,1447.0,39.0,0.696,0.112,0.00010386,0.9999,Existing Customer,54308.0,4525.666666666667,24.68144656404213,Low Risk,726.0,0,0,,0.0,No,0,726.0,A,good,good,273.4,$40K - $60K,$40K - $60K
708558408,Existing Customer,50,M,3,High School,Single,$40K - $60K,Blue,31,5,3,3,9949.0,1597,8352.0,0.659,3776.0,83.0,0.596,0.161,0.00030516,0.99969,Existing Customer,54360.0,4530.0,35.253863134657834,Low Risk,590.0,0,0,,0.0,No,0,590.0,B,good,good,369.4,$40K - $60K,$40K - $60K
708793008,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.0,0,9949.0,0.574,2207.0,40.0,0.481,0.0,0.9978,0.00219584,Involuntary,84819.0,7068.25,0.0,Low Risk,584.0,1,3,2024-12-17 22:37:53.627306,10692.68,Yes,1,434.0,Ca,bad,bad,50.0,$40K - $60K,$80K - $120K
794962983,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,41,1,1,3,9947.0,2496,7451.0,0.802,14576.0,110.0,0.774,0.251,9.61e-05,0.9999,Existing Customer,33910.0,2825.8333333333335,88.32792686523149,High Risk,724.0,0,0,,0.0,Yes,1,574.0,B,bad,bad,549.2,$40K - $60K,Less than $40K
713687508,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944.0,1606,8338.0,0.62,3159.0,69.0,0.568,0.162,0.00044353,0.99956,Existing Customer,77866.0,6488.833333333333,24.750211902499167,Low Risk,739.0,0,0,,0.0,No,0,739.0,A,good,good,371.2000000000001,$40K - $60K,$60K - $80K
720597108,Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9943.0,2138,7805.0,0.949,8325.0,54.0,1.0,0.215,0.99251,0.00749,Involuntary,39682.0,3306.8333333333335,64.6539992943904,High Risk,475.0,1,3,2022-11-16 22:37:53.627316,11721.32,No,0,475.0,Ca,good,good,477.6,$40K - $60K,Less than $40K
717539808,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276.0,21.0,1.333,0.0,0.00011065,0.99989,Existing Customer,27742.0,2311.8333333333335,0.0,Low Risk,783.0,0,0,,0.0,No,0,783.0,Aa,good,good,50.0,$40K - $60K,Less than $40K
720783558,Existing Customer,58,F,1,Graduate,Married,,Blue,48,2,3,1,9926.0,2216,7710.0,0.524,4937.0,73.0,0.553,0.223,0.00010182,0.9999,Existing Customer,41937.0,3494.75,63.409399814006726,High Risk,830.0,0,0,,0.0,No,0,830.0,Aaa,good,good,493.2000000000001,$40K - $60K,$40K - $60K
769751958,Existing Customer,55,M,3,,Married,$120K +,Blue,49,3,2,4,9926.0,2018,7908.0,0.618,2235.0,57.0,0.357,0.203,0.00037246,0.99963,Existing Customer,194687.0,16223.916666666666,12.438426808158736,Low Risk,822.0,0,0,,0.0,Yes,1,672.0,Baa,bad,bad,453.6,$40K - $60K,$120K +
709891608,Attrited Customer,41,M,2,High School,Married,$120K +,Blue,24,5,2,3,9924.0,0,9924.0,0.517,1949.0,43.0,0.483,0.0,0.99466,0.00534,Involuntary,130157.0,10846.416666666666,0.0,Low Risk,545.0,1,2,2024-04-24 22:37:53.627328,7959.16,No,0,545.0,Caa,bad,bad,50.0,$40K - $60K,$120K +
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919.0,0,9919.0,0.496,2058.0,70.0,0.842,0.0,0.00038424,0.99962,Existing Customer,34911.0,2909.25,0.0,Low Risk,501.0,0,0,,0.0,No,0,501.0,Caa,good,good,50.0,$40K - $60K,Less than $40K
813449508,Attrited Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2,3,9918.0,850,9068.0,0.688,2485.0,40.0,0.29,0.086,0.99395,0.00605,Voluntary,76747.0,6395.583333333333,13.290421775443992,Low Risk,784.0,1,5,2022-04-05 22:37:53.627339,6774.25,No,0,784.0,Aa,good,good,220.0,$40K - $60K,$60K - $80K
720118908,Existing Customer,26,M,0,Graduate,Married,Less than $40K,Blue,36,5,2,4,9916.0,0,9916.0,0.793,3477.0,65.0,0.667,0.0,0.00028024,0.99972,Existing Customer,30950.0,2579.1666666666665,0.0,Low Risk,476.0,0,0,,0.0,No,0,476.0,Ca,good,good,50.0,$40K - $60K,Less than $40K
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909.0,0,9909.0,0.466,1844.0,41.0,0.64,0.0,0.99886,0.0011409,Involuntary,25339.0,2111.5833333333335,0.0,Low Risk,461.0,0,0,,0.0,No,0,461.0,Ca,good,good,50.0,$40K - $60K,Less than $40K
717265983,Existing Customer,44,F,4,Uneducated,Divorced,,Blue,36,3,2,0,9908.0,2066,7842.0,0.463,3749.0,80.0,0.667,0.209,4.53e-05,0.99995,Existing Customer,40315.0,3359.5833333333335,61.495721195584764,High Risk,606.0,0,0,,0.0,No,0,606.0,Ba,good,good,463.2000000000001,$40K - $60K,$40K - $60K
714741933,Existing Customer,42,M,4,,Married,$60K - $80K,Blue,32,1,1,2,9906.0,1759,8147.0,0.785,4033.0,76.0,1.0,0.178,6.35e-05,0.99994,Existing Customer,72784.0,6065.333333333333,29.000879314134977,Low Risk,688.0,1,4,2024-06-24 22:37:53.627349,17112.89,No,0,688.0,Baa,good,good,401.8,$40K - $60K,$60K - $80K
827117808,Attrited Customer,45,M,1,Graduate,Single,$60K - $80K,Blue,41,2,3,2,9904.0,2513,7391.0,0.0,1152.0,28.0,0.0,0.254,0.99411,0.00589,Involuntary,64737.0,5394.75,46.58232540896242,Medium Risk,521.0,0,0,,0.0,No,0,521.0,Caa,bad,bad,552.6,$40K - $60K,$60K - $80K
709272333,Existing Customer,59,F,1,Uneducated,,Less than $40K,Blue,45,6,3,3,9899.0,2023,7876.0,0.445,4579.0,73.0,0.622,0.204,0.00029196,0.99971,Existing Customer,38055.0,3171.25,63.79188017343319,High Risk,605.0,0,0,,0.0,No,0,605.0,Ba,good,good,454.6,$40K - $60K,Less than $40K
716948283,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,49,3,3,2,9890.0,0,9890.0,0.653,3497.0,69.0,0.683,0.0,0.00016415,0.99984,Existing Customer,82671.0,6889.25,0.0,Low Risk,740.0,1,5,2021-07-07 22:37:53.627359,948.82,No,0,740.0,A,good,good,50.0,$40K - $60K,$80K - $120K
714062958,Existing Customer,36,M,4,,Single,$40K - $60K,Blue,36,6,1,2,9887.0,994,8893.0,0.488,2552.0,64.0,0.455,0.101,6.35e-05,0.99994,Existing Customer,53738.0,4478.166666666667,22.196583423275893,Low Risk,585.0,0,0,,0.0,No,0,585.0,B,good,good,248.8,$40K - $60K,$40K - $60K
788786208,Existing Customer,46,F,2,College,Married,,Blue,27,6,3,3,9881.0,1794,8087.0,0.582,4725.0,85.0,0.735,0.182,0.00029411,0.99971,Existing Customer,40419.0,3368.25,53.262079714985525,High Risk,593.0,0,0,,0.0,No,0,593.0,B,good,good,408.8,$40K - $60K,$40K - $60K
709965858,Existing Customer,46,M,1,High School,Married,$120K +,Blue,28,4,3,3,9880.0,1792,8088.0,0.804,4609.0,80.0,0.951,0.181,0.00027604,0.99972,Existing Customer,153362.0,12780.166666666666,14.021726372895502,Low Risk,555.0,0,0,,0.0,No,0,555.0,B,good,good,408.4,$40K - $60K,$120K +
708748833,Existing Customer,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875.0,1239,8636.0,0.939,8920.0,105.0,0.694,0.125,0.00019864,0.9998,Existing Customer,43065.0,3588.75,34.52455590386625,Low Risk,607.0,0,0,,0.0,No,0,607.0,Ba,good,good,297.8,$40K - $60K,$40K - $60K
