CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount
710986758,Existing Customer,43,M,3,High School,Single,$60K - $80K,Blue,30,6,2,4,11550.0,1505,10045.0,1.034,3891.0,76.0,0.9,0.13,0.00032942,0.99967,Existing Customer,73832.0,6152.666666666667,24.460938346516414,Low Risk,576.0,0,0,,0.0
775112958,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,45,2,3,3,11548.0,0,11548.0,0.611,7781.0,72.0,0.895,0.0,0.00031211,0.99969,Existing Customer,67171.0,5597.583333333333,0.0,Low Risk,746.0,0,0,,0.0
713446083,Existing Customer,49,F,4,Uneducated,Unknown,Unknown,Blue,39,5,2,3,11545.0,1732,9813.0,0.871,3996.0,65.0,0.548,0.15,0.00020643,0.99979,Existing Customer,,,,High Risk,637.0,0,0,,0.0
803124408,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538.0,0,11538.0,0.507,1926.0,53.0,0.432,0.0,0.99902,0.00098036,Involuntary,,,,High Risk,506.0,0,0,,0.0
752766783,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,36,5,2,2,11536.0,2074,9462.0,0.549,4106.0,81.0,0.723,0.18,0.00011937,0.99988,Existing Customer,,,,High Risk,811.0,1,2,2024-05-29 20:42:57.592760,7365.37
712942308,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,36,6,1,3,11535.0,1527,10008.0,0.664,3730.0,67.0,0.718,0.132,0.0001391,0.99986,Existing Customer,69421.0,5785.083333333333,26.39547111104709,Low Risk,463.0,1,4,2025-03-16 20:42:57.592777,8428.56
714031983,Existing Customer,41,F,3,High School,Single,Less than $40K,Silver,36,6,1,3,11533.0,1418,10115.0,0.546,4038.0,63.0,0.615,0.123,8.44e-05,0.99992,Existing Customer,39357.0,3279.75,43.23500266788628,Medium Risk,461.0,0,0,,0.0
771674958,Existing Customer,45,M,2,High School,Married,$40K - $60K,Blue,33,1,3,3,11529.0,1823,9706.0,0.727,8135.0,97.0,0.702,0.158,0.00029408,0.99971,Existing Customer,55139.0,4594.916666666667,39.67427773445292,Medium Risk,536.0,0,0,,0.0
813755658,Existing Customer,60,M,1,Graduate,Single,$80K - $120K,Blue,55,6,2,1,11524.0,0,11524.0,0.682,3598.0,72.0,0.532,0.0,6.44e-05,0.99994,Existing Customer,106235.0,8852.916666666666,0.0,Low Risk,461.0,1,3,2024-03-22 20:42:57.592794,18168.92
710019933,Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,22,2,3,3,11522.0,1203,10319.0,0.847,13720.0,119.0,0.831,0.104,0.00029196,0.99971,Existing Customer,47086.0,3923.8333333333335,30.658794546149597,Low Risk,846.0,0,0,,0.0
720836808,Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,2,11521.0,1147,10374.0,1.023,2260.0,68.0,1.125,0.1,0.00011482,0.99989,Existing Customer,101538.0,8461.5,13.555516161437097,Low Risk,474.0,1,4,2023-06-16 20:42:57.592810,15175.06
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512.0,988,10524.0,0.569,1842.0,32.0,1.133,0.086,0.00018665,0.99981,Existing Customer,58602.0,4883.5,20.231391420088052,Low Risk,750.0,0,0,,0.0
719955558,Existing Customer,32,M,0,Unknown,Married,Less than $40K,Silver,24,2,2,3,11511.0,0,11511.0,0.867,14436.0,123.0,0.64,0.0,0.00016316,0.99984,Existing Customer,27338.0,2278.1666666666665,0.0,Low Risk,692.0,0,0,,0.0
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,2,3,1,11508.0,0,11508.0,1.005,5242.0,74.0,0.574,0.0,0.9909,0.0091,Voluntary,41871.0,3489.25,0.0,Low Risk,594.0,0,0,,0.0
708960858,Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,3,11502.0,2066,9436.0,0.889,4786.0,85.0,1.125,0.18,0.00019517,0.9998,Existing Customer,111977.0,9331.416666666666,22.14026094644436,Low Risk,571.0,0,0,,0.0
718064283,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,4,3,0,11501.0,713,10788.0,0.84,1481.0,41.0,0.519,0.062,7.08e-05,0.99993,Existing Customer,70405.0,5867.083333333333,12.152545983950004,Low Risk,596.0,0,0,,0.0
720171033,Existing Customer,45,M,4,Unknown,Married,$60K - $80K,Blue,36,6,1,1,11498.0,1577,9921.0,0.756,4014.0,70.0,0.489,0.137,3.83e-05,0.99996,Existing Customer,74954.0,6246.166666666667,25.24748512420951,Low Risk,504.0,1,3,2021-10-20 20:42:57.592827,945.69
721028283,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,28,4,1,3,11494.0,1160,10334.0,0.463,3353.0,86.0,0.593,0.101,9.44e-05,0.99991,Existing Customer,57067.0,4755.583333333333,24.39238088562567,Low Risk,687.0,1,1,2021-01-06 20:42:57.592843,16335.73
720403008,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,38,4,4,1,11486.0,0,11486.0,0.383,4918.0,79.0,0.549,0.0,0.00013987,0.99986,Existing Customer,,,,High Risk,805.0,0,0,,0.0
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477.0,0,11477.0,0.767,1260.0,27.0,0.688,0.0,0.00019864,0.9998,Existing Customer,44813.0,3734.4166666666665,0.0,Low Risk,622.0,0,0,,0.0
708568983,Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,3,1,11476.0,2365,9111.0,0.65,8110.0,113.0,0.766,0.206,0.00010943,0.99989,Existing Customer,73690.0,6140.833333333333,38.51268828877731,Medium Risk,841.0,1,5,2021-11-14 20:42:57.592860,19803.91
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474.0,1063,10411.0,0.686,3242.0,74.0,0.451,0.093,0.00034503,0.99965,Existing Customer,,,,High Risk,670.0,1,3,2024-08-12 20:42:57.592876,18825.47
713686008,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,1,1,11474.0,0,11474.0,0.628,13041.0,98.0,0.661,0.0,3.32e-05,0.99997,Existing Customer,64403.0,5366.916666666667,0.0,Low Risk,568.0,0,0,,0.0
710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473.0,829,10644.0,0.707,2147.0,41.0,0.519,0.072,0.00028024,0.99972,Existing Customer,45623.0,3801.9166666666665,21.804791442912567,Low Risk,758.0,0,0,,0.0
799468083,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,11467.0,1146,10321.0,1.018,14373.0,97.0,0.764,0.1,0.00011382,0.99989,Existing Customer,45275.0,3772.9166666666665,30.37437879624517,Low Risk,632.0,0,0,,0.0
714429258,Existing Customer,46,M,5,Doctorate,Single,$60K - $80K,Blue,39,4,3,3,11464.0,0,11464.0,1.02,3660.0,55.0,1.037,0.0,0.0004519,0.99955,Existing Customer,64614.0,5384.5,0.0,Low Risk,737.0,0,0,,0.0
708123033,Existing Customer,41,F,3,Graduate,Single,Less than $40K,Silver,30,2,1,1,11463.0,0,11463.0,0.908,14511.0,105.0,0.721,0.0,3.11e-05,0.99997,Existing Customer,25528.0,2127.3333333333335,0.0,Low Risk,756.0,0,0,,0.0
715310208,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,3,1,11450.0,2129,9321.0,0.956,2197.0,45.0,0.957,0.186,0.00011574,0.99988,Existing Customer,98979.0,8248.25,25.811535780317037,Low Risk,749.0,0,0,,0.0
717769008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,36,5,3,4,11444.0,1278,10166.0,1.31,2493.0,44.0,0.913,0.112,0.000516,0.99948,Existing Customer,104615.0,8717.916666666666,14.659465659800222,Low Risk,531.0,0,0,,0.0
720547533,Existing Customer,47,F,2,High School,Married,Unknown,Blue,32,3,2,1,11438.0,0,11438.0,0.815,4346.0,90.0,0.915,0.0,6.67e-05,0.99993,Existing Customer,,,,High Risk,660.0,0,0,,0.0
716328558,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,4,5,2,11434.0,0,11434.0,0.84,4520.0,83.0,0.844,0.0,0.00020656,0.99979,Existing Customer,114163.0,9513.583333333334,0.0,Low Risk,599.0,0,0,,0.0
709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374.0,37.0,0.762,0.22,0.00011482,0.99989,Existing Customer,73267.0,6105.583333333333,41.22456221764232,Medium Risk,486.0,0,0,,0.0
720105933,Existing Customer,48,M,3,Uneducated,Divorced,$40K - $60K,Blue,35,3,5,3,11427.0,2307,9120.0,0.848,15243.0,107.0,0.754,0.202,0.00036048,0.99964,Existing Customer,59255.0,4937.916666666667,46.72010800776306,Medium Risk,801.0,0,0,,0.0
720905133,Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29,1,2,6,11422.0,1095,10327.0,0.773,2439.0,45.0,0.8,0.096,0.99903,0.00097026,Involuntary,91875.0,7656.25,14.30204081632653,Low Risk,560.0,1,1,2021-03-24 20:42:57.592896,16801.14
708532308,Existing Customer,37,M,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.0,2517,8902.0,1.211,3000.0,70.0,1.059,0.22,0.00011703,0.99988,Existing Customer,64208.0,5350.666666666667,47.0408671816596,Medium Risk,761.0,1,4,2023-07-15 20:42:57.592912,12768.89
708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410.0,979,10431.0,1.049,2736.0,38.0,0.462,0.086,0.99808,0.00191647,Involuntary,,,,High Risk,522.0,1,4,2022-10-30 20:42:57.592929,5924.75
712571883,Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,2,11409.0,1658,9751.0,0.989,4677.0,58.0,0.706,0.145,0.00016865,0.99983,Existing Customer,34527.0,2877.25,57.624467807802596,High Risk,810.0,0,0,,0.0
760104333,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,36,6,2,2,11392.0,0,11392.0,0.821,3246.0,63.0,0.703,0.0,0.00010672,0.99989,Existing Customer,31559.0,2629.9166666666665,0.0,Low Risk,508.0,0,0,,0.0
771698658,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302.0,27.0,0.8,0.176,0.00034882,0.99965,Existing Customer,77590.0,6465.833333333333,31.02461657430081,Low Risk,580.0,1,4,2021-05-03 20:42:57.592946,13261.4
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,49,3,0,4,11374.0,2517,8857.0,1.015,1088.0,26.0,1.167,0.221,0.98319,0.01681,Involuntary,159757.0,13313.083333333334,18.906213812227318,Low Risk,564.0,0,0,,0.0
716896833,Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,38,3,1,4,11373.0,1319,10054.0,0.693,1976.0,35.0,0.75,0.116,0.00016305,0.99984,Existing Customer,90458.0,7538.166666666667,17.497623206349907,Low Risk,651.0,1,5,2025-04-12 20:42:57.592962,14064.05
713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,2,11371.0,1015,10356.0,1.483,2768.0,68.0,0.889,0.089,5.17e-05,0.99995,Existing Customer,79267.0,6605.583333333333,15.365789042098227,Low Risk,692.0,1,2,2023-01-13 20:42:57.592979,5990.38
711701958,Existing Customer,48,M,1,Unknown,Single,$60K - $80K,Blue,38,3,3,3,11367.0,1999,9368.0,0.661,4175.0,63.0,0.537,0.176,0.00031211,0.99969,Existing Customer,74947.0,6245.583333333333,32.00661801006044,Low Risk,484.0,0,0,,0.0
721268133,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,2,11366.0,2109,9257.0,0.993,3495.0,70.0,0.795,0.186,0.00013897,0.99986,Existing Customer,51515.0,4292.916666666667,49.12743861011356,High Risk,542.0,0,0,,0.0
717248583,Existing Customer,43,F,3,College,Married,Less than $40K,Silver,34,4,2,2,11362.0,1871,9491.0,0.859,7849.0,88.0,0.63,0.165,0.00010375,0.9999,Existing Customer,33814.0,2817.8333333333335,66.3985331519489,High Risk,656.0,0,0,,0.0
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,3,11362.0,0,11362.0,0.668,3197.0,61.0,0.564,0.0,0.00018475,0.99982,Existing Customer,183138.0,15261.5,0.0,Low Risk,802.0,0,0,,0.0
809540733,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,47,1,1,1,11358.0,1425,9933.0,0.611,14327.0,92.0,0.673,0.125,3.23e-05,0.99997,Existing Customer,109518.0,9126.5,15.61387169232455,Low Risk,840.0,0,0,,0.0
712514508,Existing Customer,47,M,2,Unknown,Married,$120K +,Blue,37,6,4,2,11354.0,0,11354.0,1.007,3073.0,49.0,1.227,0.0,0.00023893,0.99976,Existing Customer,165193.0,13766.083333333334,0.0,Low Risk,781.0,0,0,,0.0
719739108,Existing Customer,62,F,0,Graduate,Divorced,$40K - $60K,Blue,50,3,2,4,11352.0,2517,8835.0,0.751,4021.0,56.0,0.806,0.222,0.00028024,0.99972,Existing Customer,41541.0,3461.75,72.70889001227702,High Risk,754.0,0,0,,0.0
718415133,Existing Customer,38,M,1,Uneducated,Married,$80K - $120K,Blue,25,6,1,3,11352.0,0,11352.0,1.324,1601.0,34.0,1.125,0.0,8.94e-05,0.99991,Existing Customer,102569.0,8547.416666666666,0.0,Low Risk,799.0,1,3,2023-12-13 20:42:57.592996,5478.93
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346.0,0,11346.0,0.665,3784.0,67.0,0.457,0.0,0.00020077,0.9998,Existing Customer,45129.0,3760.75,0.0,Low Risk,662.0,0,0,,0.0
711550983,Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343.0,1175,10168.0,0.699,8313.0,107.0,0.672,0.104,0.00010684,0.99989,Existing Customer,59425.0,4952.083333333333,23.727387463188894,Low Risk,608.0,0,0,,0.0
708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343.0,0,11343.0,0.709,8027.0,94.0,0.679,0.0,0.00032275,0.99968,Existing Customer,,,,High Risk,473.0,0,0,,0.0
805259733,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,6,1,4,11341.0,0,11341.0,0.412,1731.0,46.0,0.586,0.0,0.00017371,0.99983,Existing Customer,,,,High Risk,742.0,0,0,,0.0
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338.0,0,11338.0,0.695,1227.0,24.0,0.5,0.0,0.00020077,0.9998,Existing Customer,67354.0,5612.833333333333,0.0,Low Risk,453.0,0,0,,0.0
708633783,Attrited Customer,43,M,3,Uneducated,Single,$80K - $120K,Blue,30,3,2,4,11336.0,0,11336.0,0.691,1809.0,39.0,0.345,0.0,0.99714,0.00286097,Voluntary,96586.0,8048.833333333333,0.0,Low Risk,494.0,0,0,,0.0
824155458,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,44,5,1,2,11332.0,1647,9685.0,0.542,4674.0,72.0,0.714,0.145,5.35e-05,0.99995,Existing Customer,93586.0,7798.833333333333,21.118543371871862,Low Risk,669.0,0,0,,0.0
711426033,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,39,3,2,2,11332.0,946,10386.0,0.857,3806.0,65.0,0.667,0.083,0.00011382,0.99989,Existing Customer,96785.0,8065.416666666667,11.729090251588573,Low Risk,813.0,0,0,,0.0
780689733,Existing Customer,65,M,0,Unknown,Single,Unknown,Blue,56,3,2,2,11332.0,633,10699.0,1.514,2758.0,56.0,1.24,0.056,0.00010736,0.99989,Existing Customer,,,,High Risk,831.0,0,0,,0.0
712043433,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,2,2,11329.0,1180,10149.0,0.648,1213.0,33.0,0.571,0.104,0.00010684,0.99989,Existing Customer,95781.0,7981.75,14.783725373508316,Low Risk,469.0,0,0,,0.0
712751133,Attrited Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,3,11328.0,1369,9959.0,0.585,1829.0,42.0,0.312,0.121,0.9978,0.00219584,Involuntary,75256.0,6271.333333333333,21.829488678643564,Low Risk,469.0,0,0,,0.0
710317758,Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,4,2,2,11327.0,1528,9799.0,1.142,2033.0,38.0,0.727,0.135,0.00011482,0.99989,Existing Customer,,,,High Risk,601.0,0,0,,0.0
712854633,Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,39,4,1,3,11320.0,0,11320.0,0.669,2845.0,57.0,0.727,0.0,0.00010183,0.9999,Existing Customer,,,,High Risk,499.0,0,0,,0.0
779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318.0,2082,9236.0,0.733,7179.0,93.0,0.632,0.184,0.00012274,0.99988,Existing Customer,111983.0,9331.916666666666,22.310529276765227,Low Risk,626.0,1,2,2025-07-06 20:42:57.593012,8240.02
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue,24,2,2,3,11316.0,1599,9717.0,0.713,2595.0,49.0,0.361,0.141,0.99485,0.00515,Involuntary,190076.0,15839.666666666666,10.09490940465919,Low Risk,681.0,0,0,,0.0
717877533,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314.0,0,11314.0,0.674,3761.0,70.0,0.628,0.0,3.32e-05,0.99997,Existing Customer,48368.0,4030.6666666666665,0.0,Low Risk,545.0,0,0,,0.0
718163808,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,6,3,4,11309.0,0,11309.0,0.474,4809.0,71.0,0.479,0.0,0.00048435,0.99952,Existing Customer,99322.0,8276.833333333334,0.0,Low Risk,554.0,0,0,,0.0
716968683,Existing Customer,46,F,5,High School,Single,Unknown,Blue,38,2,2,3,11287.0,1513,9774.0,0.672,5157.0,72.0,0.946,0.134,0.00019213,0.99981,Existing Customer,,,,High Risk,699.0,0,0,,0.0
719596908,Existing Customer,56,F,5,Doctorate,Married,Unknown,Blue,48,4,2,2,11281.0,2118,9163.0,0.534,1255.0,30.0,0.304,0.188,0.00017004,0.99983,Existing Customer,,,,High Risk,566.0,1,4,2021-09-01 20:42:57.593028,13002.37
721145433,Existing Customer,52,F,5,High School,Single,Less than $40K,Silver,36,3,2,2,11280.0,1523,9757.0,0.765,16237.0,128.0,0.753,0.135,0.00010322,0.9999,Existing Customer,32856.0,2738.0,55.624543462381304,High Risk,803.0,0,0,,0.0
765940683,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,30,5,2,2,11277.0,1747,9530.0,0.503,2033.0,56.0,0.867,0.155,0.00012144,0.99988,Existing Customer,101327.0,8443.916666666666,20.689450985423434,Low Risk,677.0,1,5,2021-01-03 20:42:57.593045,6214.71
821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,0.347,1455.0,34.0,0.214,0.155,0.9952,0.00479863,Involuntary,52073.0,4339.416666666667,40.1897336431548,Medium Risk,474.0,0,0,,0.0
780326883,Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,3,11262.0,1435,9827.0,0.735,2165.0,61.0,0.649,0.127,0.00043772,0.99956,Existing Customer,78042.0,6503.5,22.065041900515105,Low Risk,515.0,0,0,,0.0
708177333,Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,36,5,3,0,11261.0,2485,8776.0,0.736,1158.0,26.0,0.857,0.221,5.83e-05,0.99994,Existing Customer,32996.0,2749.6666666666665,90.37459085949813,High Risk,784.0,0,0,,0.0
771424908,Attrited Customer,38,M,2,Unknown,Unknown,$60K - $80K,Blue,26,2,2,3,11252.0,1129,10123.0,0.462,1766.0,31.0,0.476,0.1,0.99527,0.00472896,Voluntary,71719.0,5976.583333333333,18.890391667480028,Low Risk,844.0,1,1,2024-02-01 20:42:57.593060,11335.5
805229133,Existing Customer,46,M,3,Unknown,Unknown,$80K - $120K,Blue,41,1,2,2,11250.0,0,11250.0,0.482,4514.0,70.0,0.591,0.0,0.00012982,0.99987,Existing Customer,107496.0,8958.0,0.0,Low Risk,711.0,0,0,,0.0
778933983,Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,39,4,3,3,11249.0,2012,9237.0,0.659,3882.0,55.0,0.964,0.179,0.00026692,0.99973,Existing Customer,,,,High Risk,744.0,0,0,,0.0
712533708,Existing Customer,43,M,0,High School,Single,$80K - $120K,Blue,36,2,2,2,11247.0,0,11247.0,0.63,4894.0,85.0,0.977,0.0,9.5e-05,0.99991,Existing Customer,107089.0,8924.083333333334,0.0,Low Risk,692.0,1,5,2021-03-03 20:42:57.593078,18035.13
708225483,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,4,11242.0,1561,9681.0,0.829,4246.0,81.0,0.8,0.139,0.00034248,0.99966,Existing Customer,96762.0,8063.5,19.35883921374093,Low Risk,820.0,1,2,2022-04-24 20:42:57.593094,6254.46
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239.0,1375,9864.0,0.94,3978.0,89.0,0.78,0.122,9.26e-05,0.99991,Existing Customer,46628.0,3885.6666666666665,35.38646306940036,Low Risk,635.0,0,0,,0.0
713011683,Attrited Customer,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239.0,0,11239.0,0.32,2055.0,43.0,0.162,0.0,0.99697,0.00302519,Involuntary,,,,High Risk,468.0,0,0,,0.0
715395933,Existing Customer,44,F,3,College,Unknown,Unknown,Blue,35,5,2,2,11238.0,2336,8902.0,0.911,5302.0,70.0,0.892,0.208,0.00011483,0.99989,Existing Customer,,,,High Risk,695.0,1,4,2024-02-19 20:42:57.593111,19336.49
719523108,Existing Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,36,6,2,3,11236.0,576,10660.0,0.637,4253.0,80.0,0.6,0.051,0.0001933,0.99981,Existing Customer,74736.0,6228.0,9.248554913294797,Low Risk,574.0,0,0,,0.0
810321933,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229.0,1054,10175.0,0.552,1898.0,36.0,1.571,0.094,0.00030516,0.99969,Existing Customer,112196.0,9349.666666666666,11.273129166815217,Low Risk,717.0,0,0,,0.0
715745508,Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1,2,11221.0,1279,9942.0,1.116,1564.0,45.0,1.647,0.114,5.78e-05,0.99994,Existing Customer,,,,High Risk,580.0,0,0,,0.0
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213.0,0,11213.0,0.563,1257.0,23.0,0.643,0.0,9.56e-05,0.9999,Existing Customer,59041.0,4920.083333333333,0.0,Low Risk,686.0,0,0,,0.0
761818758,Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36,1,1,2,11210.0,1079,10131.0,0.651,7206.0,86.0,0.536,0.096,5.17e-05,0.99995,Existing Customer,,,,High Risk,467.0,0,0,,0.0
716431833,Existing Customer,38,M,2,Unknown,Divorced,$40K - $60K,Blue,28,3,3,4,11209.0,1165,10044.0,0.966,4614.0,96.0,0.714,0.104,0.00056716,0.99943,Existing Customer,42456.0,3538.0,32.92820802713398,Low Risk,489.0,1,3,2023-10-02 20:42:57.593129,9730.29
709573533,Existing Customer,48,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191.0,0,11191.0,0.58,3914.0,71.0,0.775,0.0,5.88e-05,0.99994,Existing Customer,54654.0,4554.5,0.0,Low Risk,470.0,0,0,,0.0
711184983,Existing Customer,41,M,5,Unknown,Unknown,$80K - $120K,Blue,29,6,2,1,11191.0,0,11191.0,0.808,3839.0,73.0,0.78,0.0,7.79e-05,0.99992,Existing Customer,92477.0,7706.416666666667,0.0,Low Risk,848.0,0,0,,0.0
789920883,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,36,3,3,4,11189.0,2517,8672.0,2.041,2959.0,58.0,1.231,0.225,0.00053543,0.99946,Existing Customer,,,,High Risk,674.0,0,0,,0.0
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188.0,0,11188.0,0.658,2109.0,47.0,0.621,0.0,0.9964,0.00359603,Involuntary,151918.0,12659.833333333334,0.0,Low Risk,454.0,0,0,,0.0
789053883,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,4,2,1,11186.0,2231,8955.0,0.708,3692.0,84.0,0.647,0.199,8.38e-05,0.99992,Existing Customer,73982.0,6165.166666666667,36.1871806655673,Medium Risk,804.0,0,0,,0.0
717427983,Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,11176.0,2422,8754.0,1.003,2682.0,64.0,0.641,0.217,0.00047034,0.99953,Existing Customer,32974.0,2747.8333333333335,88.14217262085279,High Risk,731.0,0,0,,0.0
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167.0,0,11167.0,0.622,3848.0,74.0,0.762,0.0,9.9e-05,0.9999,Existing Customer,,,,High Risk,457.0,1,5,2025-04-16 20:42:57.593146,2467.71
709453833,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,3,2,2,11164.0,859,10305.0,0.915,4227.0,67.0,0.634,0.077,0.00011937,0.99988,Existing Customer,,,,High Risk,549.0,0,0,,0.0
713593683,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,28,5,3,3,11155.0,1583,9572.0,1.061,3504.0,60.0,0.765,0.142,0.0003139,0.99969,Existing Customer,54802.0,4566.833333333333,34.662968504799096,Low Risk,689.0,0,0,,0.0
710587458,Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue,22,4,3,2,11154.0,1612,9542.0,0.633,4339.0,77.0,1.026,0.145,0.00017486,0.99983,Existing Customer,81406.0,6783.833333333333,23.762376237623766,Low Risk,536.0,0,0,,0.0
780200208,Existing Customer,39,F,2,Unknown,Single,$40K - $60K,Blue,29,2,2,2,11135.0,1563,9572.0,0.746,8777.0,112.0,0.778,0.14,0.00012511,0.99987,Existing Customer,58714.0,4892.833333333333,31.94468099601458,Low Risk,747.0,0,0,,0.0
740065833,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128.0,2517,8611.0,0.8,8526.0,93.0,0.661,0.226,0.00010672,0.99989,Existing Customer,39853.0,3321.0833333333335,75.78852282136853,High Risk,463.0,0,0,,0.0
803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546.0,25.0,1.273,0.165,8.93e-05,0.99991,Existing Customer,20707.0,1725.5833333333333,106.34085091997876,High Risk,783.0,0,0,,0.0
