CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type,annual_income,monthly_income,DTI_ratio,Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount
720590058,Attrited Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,3,8840.0,1794,7046.0,0.848,2839.0,47.0,0.808,0.203,0.99649,0.00350838,Voluntary,48065.0,4005.4166666666665,44.78934775824405,Medium Risk,421.0,0,0,,0.0
720819858,Existing Customer,47,F,4,Post-Graduate,Single,Less than $40K,Blue,27,1,2,2,8837.0,2517,6320.0,0.618,8210.0,100.0,0.754,0.285,0.00014046,0.99986,,32413.0,2701.0833333333335,93.18483324591983,High Risk,426.0,0,0,,0.0
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,8837.0,2103,6734.0,0.559,3753.0,60.0,0.875,0.238,5.85e-05,0.99994,,22676.0,1889.6666666666667,111.28946904215911,High Risk,556.0,0,0,,0.0
711628458,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,31,4,1,0,8829.0,901,7928.0,0.825,1902.0,45.0,0.667,0.102,2.11e-05,0.99998,,28368.0,2364.0,38.11336717428088,Medium Risk,846.0,0,0,,0.0
712136058,Attrited Customer,54,F,2,College,Single,Unknown,Blue,36,1,3,3,8827.0,0,8827.0,0.782,2643.0,50.0,0.515,0.0,0.99661,0.00338757,Involuntary,,,,High Risk,634.0,0,0,,0.0
712484733,Existing Customer,47,M,5,Unknown,Single,$60K - $80K,Blue,32,6,2,3,8823.0,2517,6306.0,0.812,4674.0,85.0,0.848,0.285,0.00021724,0.99978,,72352.0,6029.333333333333,41.74590888987174,Medium Risk,493.0,0,0,,0.0
816843933,Existing Customer,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3,3,8823.0,1541,7282.0,1.06,1961.0,32.0,1.0,0.175,0.00029408,0.99971,,110422.0,9201.833333333334,16.746662802702357,Low Risk,403.0,0,0,,0.0
717094758,Existing Customer,40,F,4,Post-Graduate,Married,Unknown,Blue,29,5,3,1,8823.0,0,8823.0,0.812,4453.0,84.0,0.787,0.0,0.00013386,0.99987,,,,,High Risk,834.0,1,5,2024-07-29 16:08:00.228199,11348.96
711913833,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,4,8818.0,1437,7381.0,0.649,1865.0,31.0,0.938,0.163,0.00033886,0.99966,,46526.0,3877.1666666666665,37.063147487426384,Medium Risk,564.0,0,0,,0.0
710333883,Attrited Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,37,5,2,2,8808.0,390,8418.0,0.628,1905.0,42.0,0.448,0.044,0.99161,0.00839,Voluntary,65316.0,5443.0,7.165166268601873,Low Risk,309.0,1,2,2021-03-10 16:08:00.228199,10206.46
787595658,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,29,6,1,1,8801.0,1421,7380.0,0.568,1104.0,31.0,0.292,0.161,3.79e-05,0.99996,,22360.0,1863.3333333333333,76.26118067978534,High Risk,683.0,0,0,,0.0
713688933,Existing Customer,42,F,0,Unknown,Married,Less than $40K,Blue,28,1,1,1,8798.0,1509,7289.0,0.845,8020.0,74.0,0.721,0.172,3.13e-05,0.99997,,31493.0,2624.4166666666665,57.49849172832058,High Risk,559.0,0,0,,0.0
710280558,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,3,3,2,8796.0,2517,6279.0,0.492,1195.0,18.0,0.8,0.286,0.00016883,0.99983,,79707.0,6642.25,37.89378599119274,Medium Risk,713.0,1,2,2023-07-01 16:08:00.228199,18939.29
772506858,Existing Customer,45,F,4,High School,Single,Unknown,Blue,35,3,4,2,8795.0,2517,6278.0,0.625,4552.0,81.0,0.588,0.286,0.00022162,0.99978,,,,,High Risk,657.0,0,0,,0.0
771566208,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36,3,1,2,8795.0,1318,7477.0,0.563,4681.0,74.0,0.682,0.15,5.56e-05,0.99994,,38099.0,3174.9166666666665,41.512900601065645,Medium Risk,374.0,0,0,,0.0
789331908,Existing Customer,40,F,3,High School,Unknown,Less than $40K,Blue,30,5,2,2,8793.0,918,7875.0,0.471,5342.0,64.0,0.684,0.104,0.00011482,0.99989,,38475.0,3206.25,28.631578947368418,Low Risk,654.0,0,0,,0.0
715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0,0,8791.0,0.894,2579.0,51.0,0.594,0.0,0.99374,0.00626,Involuntary,,,,High Risk,315.0,0,0,,0.0
714733908,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,37,6,6,3,8787.0,1087,7700.0,0.974,4537.0,75.0,1.273,0.124,0.00023216,0.99977,,76478.0,6373.166666666667,17.055885352650435,Low Risk,487.0,0,0,,0.0
786097158,Existing Customer,48,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786.0,1559,7227.0,0.909,8575.0,92.0,0.736,0.177,0.00017486,0.99983,,53514.0,4459.5,34.95907612961094,Low Risk,589.0,0,0,,0.0
713884458,Existing Customer,51,M,4,High School,Single,$80K - $120K,Blue,37,6,2,2,8783.0,2142,6641.0,0.662,4425.0,83.0,0.766,0.244,0.00011604,0.99988,,80575.0,6714.583333333333,31.90071362085014,Low Risk,344.0,1,3,2022-10-16 16:08:00.228199,3083.06
711555483,Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,36,3,3,2,8777.0,2517,6260.0,0.696,4551.0,83.0,0.729,0.287,0.00018145,0.99982,,,,,High Risk,382.0,0,0,,0.0
711255858,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,4,2,3,8777.0,1668,7109.0,0.85,4141.0,83.0,0.66,0.19,0.00022068,0.99978,,28699.0,2391.5833333333335,69.74459040384681,High Risk,422.0,0,0,,0.0
718676283,Existing Customer,43,F,2,Uneducated,Married,Less than $40K,Blue,34,6,2,3,8771.0,1662,7109.0,0.555,3779.0,72.0,0.756,0.189,0.00019683,0.9998,,39028.0,3252.3333333333335,51.10177308598954,High Risk,657.0,0,0,,0.0
805534608,Existing Customer,54,F,2,College,Single,$40K - $60K,Blue,49,4,3,3,8769.0,1314,7455.0,0.477,3817.0,60.0,0.818,0.15,0.00029411,0.99971,,45572.0,3797.6666666666665,34.600193101026946,Low Risk,827.0,0,0,,0.0
788812608,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,39,1,2,3,8767.0,1684,7083.0,0.786,8066.0,79.0,0.549,0.192,0.00019683,0.9998,,25123.0,2093.5833333333335,80.43625363212992,High Risk,365.0,0,0,,0.0
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,0.702,2263.0,35.0,0.522,0.0,0.99529,0.00470647,Voluntary,60819.0,5068.25,0.0,Low Risk,615.0,0,0,,0.0
802673508,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,8760.0,0,8760.0,0.726,2460.0,39.0,0.56,0.0,0.99705,0.00294997,Involuntary,141539.0,11794.916666666666,0.0,Low Risk,343.0,0,0,,0.0
721225083,Existing Customer,54,F,2,Unknown,Divorced,Less than $40K,Blue,36,1,2,1,8758.0,1511,7247.0,0.674,7680.0,89.0,0.508,0.173,7.54e-05,0.99992,,24496.0,2041.3333333333333,74.02024820378837,High Risk,674.0,0,0,,0.0
721427358,Attrited Customer,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28,6,1,3,8757.0,0,8757.0,0.507,2108.0,47.0,0.516,0.0,0.99072,0.00928,Voluntary,93672.0,7806.0,0.0,Low Risk,572.0,0,0,,0.0
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749.0,1654,7095.0,0.695,5054.0,73.0,0.553,0.189,0.00025668,0.99974,,32172.0,2681.0,61.69339798582618,High Risk,461.0,0,0,,0.0
718828083,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748.0,2284,6464.0,0.839,3533.0,73.0,0.587,0.261,0.00028395,0.99972,,43719.0,3643.25,62.691278391546014,High Risk,679.0,0,0,,0.0
710256708,Existing Customer,30,M,1,Unknown,Single,Less than $40K,Blue,19,5,2,0,8744.0,1712,7032.0,0.895,2579.0,68.0,0.659,0.196,4.33e-05,0.99996,,30518.0,2543.1666666666665,67.31764860082575,High Risk,657.0,0,0,,0.0
780416433,Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,25,4,1,3,8740.0,734,8006.0,1.072,2169.0,38.0,0.652,0.084,0.00010183,0.9999,,27538.0,2294.8333333333335,31.984893601568736,Low Risk,487.0,0,0,,0.0
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,3,4,8739.0,0,8739.0,0.715,4276.0,69.0,0.769,0.0,0.00077466,0.99923,,119146.0,9928.833333333334,0.0,Low Risk,621.0,0,0,,0.0
804606033,Existing Customer,46,M,4,High School,Unknown,$40K - $60K,Blue,41,6,1,2,8738.0,1172,7566.0,0.65,3121.0,60.0,0.395,0.134,5.62e-05,0.99994,,41561.0,3463.4166666666665,33.839416760905664,Low Risk,749.0,1,4,2021-04-19 16:08:00.228199,685.08
819606258,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737.0,1629,7108.0,0.618,3876.0,55.0,0.774,0.186,0.00034872,0.99965,,68083.0,5673.583333333333,28.712013277910785,Low Risk,773.0,0,0,,0.0
715109508,Existing Customer,44,F,3,College,Married,Unknown,Blue,36,3,1,4,8729.0,1427,7302.0,0.829,5347.0,96.0,0.524,0.163,0.00015944,0.99984,,,,,High Risk,312.0,0,0,,0.0
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717.0,719,7998.0,0.556,2067.0,59.0,0.595,0.082,0.00031726,0.99968,,78586.0,6548.833333333333,10.979054793474665,Low Risk,483.0,0,0,,0.0
709186983,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714.0,2252,6462.0,0.831,1536.0,38.0,0.652,0.258,3.58e-05,0.99996,,109838.0,9153.166666666666,24.603506983011343,Low Risk,410.0,0,0,,0.0
721217283,Existing Customer,27,M,0,Graduate,Single,$120K +,Blue,17,6,2,2,8713.0,1354,7359.0,0.558,2094.0,36.0,0.333,0.155,9.77e-05,0.9999,,178206.0,14850.5,9.117538130029292,Low Risk,807.0,1,3,2025-03-29 16:08:00.228199,3178.42
778563858,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,33,1,1,1,8712.0,991,7721.0,0.615,14512.0,115.0,0.769,0.114,3.54e-05,0.99996,,32109.0,2675.75,37.03634495001402,Medium Risk,589.0,1,3,2022-12-30 16:08:00.228199,3828.77
768632958,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708.0,1091,7617.0,0.904,2508.0,49.0,0.885,0.125,0.99944,0.00056181,Involuntary,,,,High Risk,675.0,0,0,,0.0
821336133,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,46,5,3,2,8708.0,996,7712.0,0.527,3927.0,60.0,0.935,0.114,0.00017486,0.99983,,27621.0,2301.75,43.271423916585206,Medium Risk,594.0,0,0,,0.0
779974758,Existing Customer,51,M,2,College,Single,$120K +,Blue,40,6,3,3,8706.0,868,7838.0,0.991,3203.0,54.0,0.929,0.1,0.00029411,0.99971,,150600.0,12550.0,6.916334661354581,Low Risk,750.0,0,0,,0.0
718181433,Existing Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1,2,8705.0,1453,7252.0,1.11,2688.0,88.0,0.956,0.167,4.86e-05,0.99995,,30579.0,2548.25,57.01952320219759,High Risk,514.0,0,0,,0.0
709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701.0,215,8486.0,0.527,1999.0,41.0,0.414,0.025,0.97266,0.02734,Voluntary,77041.0,6420.083333333333,3.3488661881335915,Low Risk,605.0,0,0,,0.0
710484408,Attrited Customer,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700.0,1742,6958.0,0.454,2306.0,50.0,0.613,0.2,0.99733,0.00267072,Involuntary,132345.0,11028.75,15.795081038195624,Low Risk,529.0,0,0,,0.0
770743983,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,20,1,2,3,8698.0,874,7824.0,0.708,15683.0,94.0,0.709,0.1,0.00020424,0.9998,,42020.0,3501.6666666666665,24.959543074726323,Low Risk,326.0,0,0,,0.0
794293908,Existing Customer,36,F,3,College,Single,Unknown,Blue,30,3,2,3,8696.0,1482,7214.0,1.002,2847.0,67.0,0.971,0.17,0.00019313,0.99981,,,,,High Risk,530.0,1,3,2023-11-29 16:08:00.228199,5392.77
787500333,Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,1,3,8695.0,1407,7288.0,0.634,2030.0,58.0,0.706,0.162,0.000109,0.99989,,93988.0,7832.333333333333,17.963995403668555,Low Risk,620.0,1,3,2025-06-22 16:08:00.228199,16394.23
787909158,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,31,1,3,2,8694.0,1117,7577.0,0.842,9523.0,105.0,0.694,0.128,0.00018665,0.99981,,27180.0,2265.0,49.31567328918322,High Risk,532.0,0,0,,0.0
720135333,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694.0,961,7733.0,0.551,1753.0,49.0,0.441,0.111,2.1e-05,0.99998,,28581.0,2381.75,40.34848325810854,Medium Risk,736.0,0,0,,0.0
808964433,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693.0,1378,7315.0,0.799,1594.0,45.0,0.452,0.159,5.04e-05,0.99995,,21361.0,1780.0833333333333,77.41210617480455,High Risk,832.0,0,0,,0.0
710006958,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,41,6,2,2,8693.0,796,7897.0,0.864,4755.0,69.0,0.533,0.092,0.00010386,0.9999,,25400.0,2116.6666666666665,37.60629921259843,Medium Risk,702.0,0,0,,0.0
787339158,Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,50,3,6,3,8688.0,0,8688.0,0.426,2361.0,41.0,0.464,0.0,0.99556,0.00444033,Voluntary,95124.0,7927.0,0.0,Low Risk,509.0,0,0,,0.0
716894658,Existing Customer,49,F,1,Graduate,Divorced,Less than $40K,Blue,44,5,2,2,8687.0,1763,6924.0,0.796,16824.0,123.0,0.708,0.203,0.00010684,0.99989,,37331.0,3110.9166666666665,56.67139910530123,High Risk,352.0,0,0,,0.0
714767508,Existing Customer,39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,3,2,8687.0,1146,7541.0,1.8,2279.0,33.0,1.357,0.132,0.00017987,0.99982,,49697.0,4141.416666666667,27.67169044409119,Low Risk,612.0,0,0,,0.0
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,5,3,4,8685.0,0,8685.0,0.666,2473.0,56.0,0.6,0.0,0.00050163,0.9995,,33592.0,2799.3333333333335,0.0,Low Risk,580.0,0,0,,0.0
713331408,Existing Customer,35,M,3,Uneducated,Married,$40K - $60K,Blue,36,6,2,5,8682.0,1647,7035.0,0.971,1792.0,36.0,0.8,0.19,0.00060278,0.9994,,48603.0,4050.25,40.66415653354731,Medium Risk,330.0,0,0,,0.0
781326483,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,25,6,1,2,8673.0,0,8673.0,0.876,2457.0,58.0,0.933,0.0,4.73e-05,0.99995,,77731.0,6477.583333333333,0.0,Low Risk,636.0,0,0,,0.0
715418508,Existing Customer,51,M,1,Uneducated,Single,$120K +,Blue,36,2,1,3,8671.0,590,8081.0,0.693,4399.0,72.0,0.756,0.068,8.94e-05,0.99991,,151827.0,12652.25,4.663202197237645,Low Risk,482.0,0,0,,0.0
713550483,Existing Customer,45,M,4,Graduate,Unknown,$60K - $80K,Blue,33,1,5,1,8670.0,1930,6740.0,0.933,13767.0,96.0,0.655,0.223,0.00012707,0.99987,,79837.0,6653.083333333333,29.009106053584176,Low Risk,322.0,0,0,,0.0
718473558,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,18,5,3,4,8668.0,0,8668.0,0.275,1402.0,38.0,0.31,0.0,0.99871,0.00128822,Involuntary,33797.0,2816.4166666666665,0.0,Low Risk,689.0,1,5,2021-08-18 16:08:00.228199,7849.18
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667.0,1775,6892.0,0.729,3939.0,69.0,0.533,0.205,0.00049554,0.9995,,,,,High Risk,843.0,0,0,,0.0
769463433,Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,35,6,3,2,8666.0,0,8666.0,0.682,3593.0,71.0,0.578,0.0,0.00021165,0.99979,,28715.0,2392.9166666666665,0.0,Low Risk,745.0,0,0,,0.0
714208533,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,1,3,3,8663.0,288,8375.0,0.639,916.0,33.0,0.32,0.033,0.99673,0.00326528,Voluntary,63097.0,5258.083333333333,5.477281011775521,Low Risk,763.0,1,4,2020-12-20 16:08:00.228199,16894.77
714082308,Attrited Customer,39,M,3,High School,Single,$80K - $120K,Blue,13,2,1,3,8656.0,0,8656.0,0.893,8056.0,89.0,0.935,0.0,0.98941,0.01059,Involuntary,116089.0,9674.083333333334,0.0,Low Risk,407.0,0,0,,0.0
720181758,Attrited Customer,37,M,0,Doctorate,Married,$120K +,Blue,22,3,3,4,8654.0,0,8654.0,0.446,850.0,18.0,0.385,0.0,0.99844,0.00155735,Voluntary,123144.0,10262.0,0.0,Low Risk,715.0,0,0,,0.0
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650.0,1929,6721.0,0.777,2878.0,63.0,1.032,0.223,3.39e-05,0.99997,,49501.0,4125.083333333333,46.762691662794694,Medium Risk,373.0,0,0,,0.0
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,8645.0,1454,7191.0,0.708,1435.0,25.0,1.778,0.168,0.00019094,0.99981,,60058.0,5004.833333333333,29.05191648073529,Low Risk,309.0,1,3,2024-01-18 16:08:00.228199,5802.71
779491908,Existing Customer,47,F,4,Post-Graduate,Unknown,Unknown,Blue,29,5,2,1,8644.0,1391,7253.0,0.896,4272.0,59.0,0.686,0.161,8.47e-05,0.99992,,,,,High Risk,783.0,0,0,,0.0
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,3,4,8638.0,0,8638.0,0.489,1295.0,29.0,0.381,0.0,0.000498,0.9995,,23647.0,1970.5833333333333,0.0,Low Risk,755.0,1,5,2021-02-17 16:08:00.228199,17280.55
717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,47,4,2,4,8633.0,2517,6116.0,0.681,2066.0,51.0,0.457,0.292,0.00044353,0.99956,,40206.0,3350.5,75.12311595284285,High Risk,459.0,0,0,,0.0
713261133,Attrited Customer,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632.0,0,8632.0,0.395,2221.0,40.0,0.739,0.0,0.99504,0.00495524,Involuntary,76300.0,6358.333333333333,0.0,Low Risk,516.0,0,0,,0.0
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628.0,1500,7128.0,0.688,2902.0,60.0,0.818,0.174,0.00034503,0.99965,,111489.0,9290.75,16.145090547049485,Low Risk,313.0,0,0,,0.0
717713283,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628.0,1077,7551.0,0.872,1675.0,58.0,0.415,0.125,0.0003139,0.99969,,20663.0,1721.9166666666667,62.54658084498862,High Risk,477.0,0,0,,0.0
709397508,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,39,2,3,1,8624.0,1709,6915.0,0.967,15738.0,111.0,0.82,0.198,0.00010469,0.9999,,62920.0,5243.333333333333,32.59376986649714,Low Risk,711.0,1,5,2022-04-10 16:08:00.228199,657.76
720568083,Existing Customer,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,2,4,8624.0,0,8624.0,0.574,2428.0,53.0,0.893,0.0,0.00032656,0.99967,,65994.0,5499.5,0.0,Low Risk,352.0,0,0,,0.0
718244958,Existing Customer,36,F,2,Graduate,Married,Unknown,Blue,26,5,2,2,8621.0,1251,7370.0,0.696,1989.0,37.0,0.48,0.145,0.00011382,0.99989,,,,,High Risk,707.0,0,0,,0.0
711278283,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50,5,1,2,8604.0,1075,7529.0,0.464,4705.0,65.0,0.806,0.125,5.03e-05,0.99995,,30928.0,2577.3333333333335,41.70977754785308,Medium Risk,321.0,0,0,,0.0
789607983,Existing Customer,38,M,3,High School,Married,$40K - $60K,Blue,32,6,6,2,8603.0,1046,7557.0,0.826,1758.0,40.0,0.739,0.122,0.00014324,0.99986,,42045.0,3503.75,29.85372814841242,Low Risk,329.0,0,0,,0.0
788832033,Existing Customer,35,M,2,High School,Unknown,$40K - $60K,Blue,19,4,3,3,8599.0,938,7661.0,0.537,3015.0,64.0,0.73,0.109,0.00029408,0.99971,,45755.0,3812.9166666666665,24.600590099442684,Low Risk,559.0,1,2,2024-02-05 16:08:00.228199,18723.44
817094283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3,3,8597.0,903,7694.0,0.773,5173.0,78.0,0.733,0.105,0.00031231,0.99969,,29659.0,2471.5833333333335,36.535284399339155,Medium Risk,504.0,0,0,,0.0
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596.0,2019,6577.0,0.677,4017.0,80.0,0.6,0.235,0.00031517,0.99968,,164582.0,13715.166666666666,14.720929384744382,Low Risk,358.0,0,0,,0.0
712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,20,5,2,3,8592.0,1201,7391.0,0.778,1842.0,50.0,0.852,0.14,0.00016891,0.99983,,64803.0,5400.25,22.23971112448498,Low Risk,770.0,0,0,,0.0
787563858,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,41,4,2,3,8589.0,685,7904.0,0.858,3553.0,63.0,0.909,0.08,0.00017969,0.99982,,38419.0,3201.5833333333335,21.395663603945962,Low Risk,765.0,0,0,,0.0
771719283,Existing Customer,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,1,8587.0,1324,7263.0,0.897,8854.0,92.0,0.643,0.154,5.04e-05,0.99995,,25034.0,2086.1666666666665,63.46568666613406,High Risk,311.0,0,0,,0.0
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583.0,0,8583.0,0.358,1794.0,31.0,0.292,0.0,0.99452,0.00548,Voluntary,40796.0,3399.6666666666665,0.0,Low Risk,515.0,1,2,2023-09-18 16:08:00.228199,15047.96
710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,8581.0,2326,6255.0,1.226,2513.0,63.0,0.615,0.271,5.66e-05,0.99994,,60012.0,5001.0,46.51069786042791,Medium Risk,589.0,1,1,2025-04-02 16:08:00.228199,8548.24
768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580.0,1636,6944.0,0.393,1880.0,37.0,0.233,0.191,0.99819,0.00181217,Involuntary,28558.0,2379.8333333333335,68.74430982561803,High Risk,698.0,1,5,2021-08-03 16:08:00.228199,11758.03
784819758,Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572.0,2128,6444.0,0.821,7850.0,94.0,0.516,0.248,5.17e-05,0.99995,,,,,High Risk,653.0,0,0,,0.0
773442258,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,51,5,2,2,8571.0,1616,6955.0,0.6,1397.0,28.0,0.647,0.189,0.0001546,0.99985,,80460.0,6705.0,24.101416853094708,Low Risk,374.0,1,1,2024-12-23 16:08:00.228199,18693.83
715623483,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.242,1457.0,41.0,1.412,0.198,8.32e-05,0.99992,,79794.0,6649.5,25.490638393864202,Low Risk,740.0,1,5,2025-01-07 16:08:00.228199,11859.93
790149483,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,35,2,3,3,8566.0,1484,7082.0,0.807,4195.0,89.0,0.854,0.173,0.00032275,0.99968,,51240.0,4270.0,34.75409836065574,Low Risk,540.0,0,0,,0.0
710357208,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561.0,915,7646.0,0.637,7341.0,79.0,0.491,0.107,0.00019396,0.99981,,88894.0,7407.833333333333,12.351789772088106,Low Risk,453.0,0,0,,0.0
711147483,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,8551.0,1067,7484.0,0.931,1097.0,32.0,0.778,0.125,0.99499,0.00501,Voluntary,33212.0,2767.6666666666665,38.55233048295797,Medium Risk,379.0,1,3,2021-02-21 16:08:00.228199,4957.09
787518258,Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,38,2,3,3,8549.0,0,8549.0,1.023,9192.0,77.0,0.791,0.0,0.99691,0.00308778,Involuntary,145286.0,12107.166666666666,0.0,Low Risk,559.0,0,0,,0.0
816082233,Existing Customer,35,M,3,Graduate,Unknown,$60K - $80K,Blue,30,5,1,3,8547.0,1666,6881.0,1.163,1311.0,33.0,2.0,0.195,9.61e-05,0.9999,,64726.0,5393.833333333333,30.88712418502611,Low Risk,395.0,0,0,,0.0
820906233,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532.0,2165,6367.0,0.707,3242.0,63.0,0.75,0.254,0.00011382,0.99989,,59607.0,4967.25,43.58548492626705,Medium Risk,593.0,0,0,,0.0
718034058,Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,2,8529.0,901,7628.0,0.764,4252.0,68.0,0.511,0.106,0.00011937,0.99988,,71788.0,5982.333333333333,15.0610129826712,Low Risk,508.0,0,0,,0.0
715271733,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,3,3,0,8520.0,814,7706.0,0.504,1193.0,35.0,0.346,0.096,6.82e-05,0.99993,,31315.0,2609.5833333333335,31.192719144180103,Low Risk,642.0,0,0,,0.0
716497908,Existing Customer,49,F,1,Doctorate,Married,Unknown,Blue,36,3,1,2,8519.0,0,8519.0,0.873,3698.0,65.0,0.625,0.0,7.48e-05,0.99993,,,,,High Risk,387.0,0,0,,0.0
719770158,Attrited Customer,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,8516.0,0,8516.0,0.549,2189.0,37.0,0.276,0.0,0.99777,0.00223444,Voluntary,30345.0,2528.75,0.0,Low Risk,779.0,1,3,2025-03-09 16:08:00.228199,11671.04
