CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue
720352533,Existing Customer,43,M,3,High School,Unknown,$60K - $80K,Blue,36,5,3,3,20811.0,1425,19386.0,0.382,1483.0,38.0,0.52,0.068,0.00030516,0.99969,Existing Customer,69476.0,5789.666666666667,24.61281593643848,Low Risk,516.0,1,1,2020-12-17 22:37:53.624050,8578.78,No,0,516.0,Caa,good,good,335.0
787226508,Existing Customer,47,M,2,College,Single,$60K - $80K,Blue,41,2,3,3,20811.0,1302,19509.0,0.793,7192.0,82.0,0.708,0.063,0.00029411,0.99971,Existing Customer,78596.0,6549.666666666667,19.878874242964017,Low Risk,682.0,0,0,,0.0,No,0,682.0,Baa,good,good,310.40000000000003
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2,3,20803.0,1747,19056.0,0.311,4012.0,60.0,0.429,0.084,0.00022525,0.99977,Existing Customer,79555.0,6629.583333333333,26.351580667462766,Low Risk,558.0,0,0,,0.0,No,0,558.0,B,good,good,399.40000000000003
720113433,Existing Customer,61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073.0,43.0,0.654,0.07,0.00030803,0.99969,Existing Customer,67712.0,5642.666666666667,25.62618147448015,Low Risk,595.0,0,0,,0.0,No,0,595.0,B,good,good,339.2
708301683,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,2,3,20798.0,1059,19739.0,1.049,8038.0,90.0,0.837,0.051,0.99495,0.00505,Voluntary,80154.0,6679.5,15.854480125757917,Low Risk,552.0,0,0,,0.0,No,0,552.0,B,good,good,261.8
713233908,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Blue,21,5,3,3,20791.0,0,20791.0,0.744,2883.0,93.0,0.755,0.0,0.00030251,0.9997,Existing Customer,60667.0,5055.583333333333,0.0,Low Risk,560.0,0,0,,0.0,No,0,560.0,B,good,good,50.0
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789.0,0,20789.0,0.82,4105.0,67.0,0.718,0.0,0.00033359,0.99967,Existing Customer,73276.0,6106.333333333333,0.0,Low Risk,677.0,0,0,,0.0,No,0,677.0,Baa,good,good,50.0
800164083,Existing Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,47,4,2,2,20783.0,1257,19526.0,0.724,3819.0,76.0,0.617,0.06,0.00010985,0.99989,Existing Customer,170227.0,14185.583333333334,8.861108989760732,Low Risk,560.0,0,0,,0.0,No,0,560.0,B,good,good,301.4
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769.0,901,19868.0,0.371,1835.0,43.0,0.72,0.043,0.99842,0.00158385,Involuntary,95162.0,7930.166666666667,11.361677980706585,Low Risk,511.0,0,0,,0.0,Yes,1,361.0,C,bad,bad,230.20000000000002
779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555.0,32.0,0.684,0.0,0.000109,0.99989,Existing Customer,,,,High Risk,483.0,0,0,,0.0,No,0,483.0,Ca,good,good,50.0
715524708,Existing Customer,49,M,5,Unknown,Single,$40K - $60K,Silver,41,4,2,2,20756.0,1710,19046.0,0.816,1502.0,31.0,0.824,0.082,0.00011671,0.99988,Existing Customer,42854.0,3571.1666666666665,47.883511457506884,Medium Risk,560.0,0,0,,0.0,No,0,560.0,B,good,good,392.0
715540233,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,34,6,1,2,20755.0,2276,18479.0,0.801,4615.0,79.0,0.837,0.11,5.72e-05,0.99994,Existing Customer,68991.0,5749.25,39.58777231812845,Medium Risk,713.0,1,3,2025-03-13 22:37:53.624060,9530.51,No,0,713.0,A,good,good,505.20000000000005
719926683,Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,33,2,2,2,20749.0,2171,18578.0,0.842,4754.0,77.0,0.674,0.105,0.00011482,0.99989,Existing Customer,76276.0,6356.333333333333,34.15491111227647,Low Risk,818.0,0,0,,0.0,No,0,818.0,Aaa,good,good,484.20000000000005
713075283,Existing Customer,51,M,3,High School,Single,$120K +,Blue,36,5,1,4,20741.0,2504,18237.0,0.8,1818.0,51.0,1.04,0.121,0.00015942,0.99984,Existing Customer,184275.0,15356.25,16.306064306064304,Low Risk,685.0,0,0,,0.0,No,0,685.0,Baa,good,good,550.8
710814633,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,31,1,5,3,20734.0,2517,18217.0,0.888,8888.0,103.0,0.717,0.121,0.0003474,0.99965,Existing Customer,88699.0,7391.583333333333,34.05224410647245,Low Risk,532.0,0,0,,0.0,No,0,532.0,Caa,good,good,553.4000000000001
710873583,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,48,2,3,2,20724.0,2221,18503.0,0.769,14215.0,109.0,0.703,0.107,0.00016883,0.99983,Existing Customer,79991.0,6665.916666666667,33.31874835919041,Low Risk,491.0,0,0,,0.0,No,0,491.0,Ca,good,good,494.20000000000005
709722858,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,37,2,2,2,20708.0,1357,19351.0,0.852,8503.0,88.0,0.571,0.066,0.00010684,0.99989,Existing Customer,69425.0,5785.416666666667,23.45552754771336,Low Risk,550.0,1,4,2025-02-11 22:37:53.624070,2765.0,No,0,550.0,B,good,good,321.40000000000003
803421108,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,43,1,2,2,20701.0,2517,18184.0,1.023,14374.0,113.0,0.823,0.122,0.00011937,0.99988,Existing Customer,113558.0,9463.166666666666,26.597861885556277,Low Risk,455.0,0,0,,0.0,No,0,455.0,Ca,good,good,553.4000000000001
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,1,3,20695.0,1250,19445.0,0.605,3924.0,82.0,0.783,0.06,0.00010679,0.99989,Existing Customer,149235.0,12436.25,10.05126143330988,Low Risk,629.0,0,0,,0.0,No,0,629.0,Ba,good,good,300.0
714178458,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,3,2,20640.0,1603,19037.0,0.532,1792.0,53.0,0.395,0.078,0.00021962,0.99978,Existing Customer,93180.0,7765.0,20.643915003219576,Low Risk,731.0,0,0,,0.0,No,0,731.0,A,good,good,370.6
708905733,Existing Customer,45,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,2,1,20633.0,1989,18644.0,0.67,7570.0,91.0,0.655,0.096,7.29e-05,0.99993,Existing Customer,65351.0,5445.916666666667,36.52277700417744,Medium Risk,769.0,0,0,,0.0,No,0,769.0,Aa,good,good,447.8
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631.0,2048,18583.0,0.676,4827.0,77.0,0.711,0.099,0.00011311,0.99989,Existing Customer,,,,High Risk,675.0,0,0,,0.0,No,0,675.0,Baa,good,good,459.6
771237933,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,3,20620.0,1085,19535.0,1.276,1477.0,23.0,0.533,0.053,8.94e-05,0.99991,Existing Customer,106760.0,8896.666666666666,12.195578868490072,Low Risk,764.0,0,0,,0.0,No,0,764.0,Aa,good,good,267.0
718310733,Existing Customer,50,M,2,Unknown,Divorced,$80K - $120K,Blue,36,4,3,1,20614.0,0,20614.0,0.926,1922.0,48.0,0.6,0.0,0.00011924,0.99988,Existing Customer,101554.0,8462.833333333334,0.0,Low Risk,814.0,0,0,,0.0,No,0,814.0,Aaa,good,good,50.0
772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543.0,0,20543.0,0.547,1874.0,42.0,0.615,0.0,0.9983,0.00169532,Involuntary,98925.0,8243.75,0.0,Low Risk,555.0,1,3,2023-09-18 22:37:53.624080,8165.37,Yes,1,405.0,Ca,bad,bad,50.0
787472283,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,20533.0,1321,19212.0,0.716,3918.0,78.0,0.5,0.064,0.00011382,0.99989,Existing Customer,114061.0,9505.083333333334,13.897826601555307,Low Risk,678.0,0,0,,0.0,No,0,678.0,Baa,good,good,314.2
709467183,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,40,3,3,2,20501.0,561,19940.0,0.779,15162.0,99.0,0.678,0.027,0.00018665,0.99981,Existing Customer,74536.0,6211.333333333333,9.031877213695395,Low Risk,826.0,0,0,,0.0,No,0,826.0,Aaa,good,good,162.2
717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485.0,0,20485.0,0.751,3024.0,51.0,1.04,0.0,9.72e-05,0.9999,Existing Customer,93093.0,7757.75,0.0,Low Risk,738.0,1,4,2022-08-28 22:37:53.624091,7059.88,No,0,738.0,A,good,good,50.0
711003483,Existing Customer,40,M,3,Unknown,Divorced,$60K - $80K,Blue,24,2,3,3,20466.0,1138,19328.0,0.868,15121.0,97.0,0.54,0.056,0.00034503,0.99965,Existing Customer,61177.0,5098.083333333333,22.32211452016281,Low Risk,599.0,0,0,,0.0,No,0,599.0,B,good,good,277.6
713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767.0,38.0,2.167,0.101,0.00010985,0.99989,Existing Customer,67550.0,5629.166666666667,36.79052553663952,Medium Risk,726.0,0,0,,0.0,No,0,726.0,A,good,good,464.20000000000005
807237783,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K,Blue,45,5,3,5,20437.0,1020,19417.0,0.563,4166.0,66.0,0.737,0.05,0.00095231,0.99905,Existing Customer,67408.0,5617.333333333333,18.158082126750536,Low Risk,647.0,1,5,2024-01-19 22:37:53.624101,9569.93,No,0,647.0,Ba,good,good,254.0
709406733,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,2,2,1,20434.0,1504,18930.0,0.725,13280.0,106.0,0.656,0.074,7.12e-05,0.99993,Existing Customer,98960.0,8246.666666666666,18.237671786580435,Low Risk,519.0,0,0,,0.0,No,0,519.0,Caa,good,good,350.8
771844458,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,28,6,1,2,20420.0,1657,18763.0,1.038,1804.0,41.0,0.864,0.081,5.72e-05,0.99994,Existing Customer,,,,High Risk,561.0,0,0,,0.0,No,0,561.0,B,good,good,381.40000000000003
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,2,3,20410.0,1196,19214.0,0.726,3525.0,78.0,0.733,0.059,0.00021042,0.99979,Existing Customer,60022.0,5001.833333333333,23.911232548065712,Low Risk,453.0,0,0,,0.0,No,0,453.0,Ca,good,good,289.20000000000005
708669408,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401.0,0,20401.0,0.723,4637.0,75.0,0.562,0.0,9.3e-05,0.99991,Existing Customer,68495.0,5707.916666666667,0.0,Low Risk,799.0,0,0,,0.0,No,0,799.0,Aa,good,good,50.0
709217358,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,5,3,2,20371.0,1832,18539.0,0.907,1665.0,45.0,0.8,0.09,0.00021962,0.99978,Existing Customer,84955.0,7079.583333333333,25.87722912129951,Low Risk,780.0,0,0,,0.0,No,0,780.0,Aa,good,good,416.40000000000003
717451833,Existing Customer,45,F,3,Uneducated,Divorced,Unknown,Blue,36,6,3,2,20356.0,2517,17839.0,0.607,4547.0,67.0,0.861,0.124,0.00019191,0.99981,Existing Customer,,,,High Risk,767.0,0,0,,0.0,No,0,767.0,Aa,good,good,553.4000000000001
719841708,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356.0,2031,18325.0,0.752,15180.0,121.0,0.806,0.1,0.00032257,0.99968,Existing Customer,99238.0,8269.833333333334,24.55914065176646,Low Risk,799.0,0,0,,0.0,No,0,799.0,Aa,good,good,456.20000000000005
808705758,Existing Customer,43,M,3,Unknown,Unknown,$80K - $120K,Blue,38,6,2,3,20348.0,1732,18616.0,0.674,1624.0,27.0,0.688,0.085,0.00021834,0.99978,Existing Customer,103905.0,8658.75,20.00288725277898,Low Risk,544.0,0,0,,0.0,No,0,544.0,Caa,good,good,396.40000000000003
720603558,Existing Customer,36,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,1,20337.0,1605,18732.0,0.805,2460.0,74.0,1.312,0.079,7.2e-05,0.99993,Existing Customer,61091.0,5090.916666666667,31.526738799495835,Low Risk,601.0,0,0,,0.0,No,0,601.0,Ba,good,good,371.0
711498258,Existing Customer,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311.0,1655,18656.0,0.431,1266.0,34.0,0.308,0.081,0.00018145,0.99982,Existing Customer,122978.0,10248.166666666666,16.149229943567143,Low Risk,760.0,0,0,,0.0,No,0,760.0,Aa,good,good,381.0
718078008,Existing Customer,40,M,2,College,Divorced,$60K - $80K,Blue,36,3,2,1,20304.0,0,20304.0,0.809,7494.0,85.0,0.667,0.0,6.67e-05,0.99993,Existing Customer,68114.0,5676.166666666667,0.0,Low Risk,586.0,1,3,2022-04-13 22:37:53.624111,17204.11,No,0,586.0,B,good,good,50.0
715118058,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,1,20274.0,2100,18174.0,0.584,5274.0,66.0,0.61,0.104,0.00011256,0.99989,Existing Customer,119428.0,9952.333333333334,21.100579428609706,Low Risk,696.0,0,0,,0.0,No,0,696.0,Baa,good,good,470.0
712689333,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241.0,1203,19038.0,0.66,1102.0,31.0,0.632,0.059,0.00019771,0.9998,Existing Customer,113239.0,9436.583333333334,12.748258108955394,Low Risk,836.0,0,0,,0.0,No,0,836.0,Aaa,good,good,290.6
789237333,Existing Customer,47,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,36,4,2,5,20237.0,1593,18644.0,0.811,15041.0,102.0,1.0,0.079,0.00069714,0.9993,Existing Customer,69886.0,5823.833333333333,27.353117934922587,Low Risk,692.0,0,0,,0.0,Yes,1,542.0,Caa,bad,bad,368.6
716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231.0,1434,18797.0,0.543,5002.0,78.0,0.66,0.071,0.00013562,0.99986,Existing Customer,80370.0,6697.5,21.41097424412094,Low Risk,480.0,1,2,2021-05-30 22:37:53.624121,4259.32,No,0,480.0,Ca,good,good,336.8
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231.0,977,19254.0,0.893,1215.0,36.0,0.714,0.048,7.86e-05,0.99992,Existing Customer,42747.0,3562.25,27.426486069197836,Low Risk,489.0,0,0,,0.0,No,0,489.0,Ca,good,good,245.4
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,23,6,3,3,20230.0,798,19432.0,0.592,4314.0,82.0,0.708,0.039,0.00029196,0.99971,Existing Customer,147248.0,12270.666666666666,6.503314136694556,Low Risk,678.0,1,3,2022-08-01 22:37:53.624132,12350.92,No,0,678.0,Baa,good,good,209.60000000000002
712644483,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229.0,1217,19012.0,0.741,4270.0,62.0,0.55,0.06,0.00010943,0.99989,Existing Customer,66762.0,5563.5,21.874719151613192,Low Risk,485.0,0,0,,0.0,Yes,1,335.0,C,bad,bad,293.4
806947308,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,20178.0,1553,18625.0,0.324,1735.0,44.0,0.375,0.077,0.99779,0.00221086,Involuntary,64948.0,5412.333333333333,28.693724210137344,Low Risk,513.0,0,0,,0.0,No,0,513.0,Caa,good,good,360.6
711339258,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Silver,36,1,3,1,20176.0,2219,17957.0,0.693,8255.0,86.0,0.911,0.11,0.00010171,0.9999,Existing Customer,40165.0,3347.0833333333335,66.29652682683928,High Risk,672.0,0,0,,0.0,No,0,672.0,Baa,good,good,493.8
718594608,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,36,3,3,3,20156.0,1759,18397.0,0.476,1362.0,28.0,0.556,0.087,0.00035594,0.99964,Existing Customer,,,,High Risk,455.0,0,0,,0.0,No,0,455.0,Ca,good,good,401.8
778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148.0,1084,19064.0,0.79,3921.0,74.0,0.542,0.054,9.93e-05,0.9999,Existing Customer,192175.0,16014.583333333334,6.768830493040197,Low Risk,771.0,1,3,2024-05-15 22:37:53.624142,1233.92,No,0,771.0,Aa,good,good,266.8
801502008,Existing Customer,37,M,1,Graduate,Married,$60K - $80K,Blue,31,5,1,2,20144.0,1195,18949.0,0.67,14287.0,106.0,0.828,0.059,5.17e-05,0.99995,Existing Customer,72676.0,6056.333333333333,19.731410644504376,Low Risk,669.0,0,0,,0.0,No,0,669.0,Baa,good,good,289.0
718476033,Existing Customer,65,F,0,Uneducated,Single,Unknown,Blue,56,5,3,5,20130.0,2355,17775.0,0.716,2444.0,49.0,0.633,0.117,0.00078765,0.99921,Existing Customer,,,,High Risk,524.0,0,0,,0.0,No,0,524.0,Caa,good,good,521.0
806889633,Existing Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117.0,1226,18891.0,1.4,2906.0,58.0,1.0,0.061,0.00016249,0.99984,Existing Customer,82975.0,6914.583333333333,17.730641759566133,Low Risk,453.0,0,0,,0.0,No,0,453.0,Ca,good,good,295.20000000000005
754872333,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,43,3,1,3,20114.0,0,20114.0,0.82,4740.0,88.0,0.796,0.0,9.26e-05,0.99991,Existing Customer,137019.0,11418.25,0.0,Low Risk,784.0,0,0,,0.0,No,0,784.0,Aa,good,good,50.0
712363158,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,24,3,2,1,20101.0,1299,18802.0,0.858,14732.0,115.0,0.855,0.065,6.44e-05,0.99994,Existing Customer,70651.0,5887.583333333333,22.063381976192836,Low Risk,583.0,0,0,,0.0,No,0,583.0,B,good,good,309.8
792345258,Existing Customer,46,F,2,Uneducated,Divorced,Unknown,Blue,40,5,2,3,20080.0,0,20080.0,0.56,4620.0,70.0,0.667,0.0,0.00019683,0.9998,Existing Customer,,,,High Risk,567.0,0,0,,0.0,No,0,567.0,B,good,good,50.0
794498733,Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,21,6,4,3,20056.0,1602,18454.0,0.466,1687.0,46.0,0.533,0.08,0.00040183,0.9996,Existing Customer,183618.0,15301.5,10.469561807665915,Low Risk,818.0,1,5,2022-05-31 22:37:53.624152,6677.45,No,0,818.0,Aaa,good,good,370.40000000000003
718561458,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,36,4,1,4,20050.0,1225,18825.0,0.907,1306.0,26.0,0.238,0.061,0.00014421,0.99986,Existing Customer,61241.0,5103.416666666667,24.003527048872485,Low Risk,543.0,1,5,2022-09-29 22:37:53.624162,9716.82,No,0,543.0,Caa,good,good,295.0
711663858,Existing Customer,28,M,1,Post-Graduate,Single,Unknown,Blue,13,4,3,3,20030.0,1204,18826.0,0.979,15862.0,127.0,0.693,0.06,0.00033411,0.99967,Existing Customer,,,,High Risk,511.0,0,0,,0.0,No,0,511.0,Caa,good,good,290.8
769411758,Existing Customer,43,M,1,Graduate,Single,$60K - $80K,Blue,37,4,3,4,20013.0,922,19091.0,0.655,1518.0,39.0,0.625,0.046,0.00048435,0.99952,Existing Customer,65511.0,5459.25,16.88876677199249,Low Risk,643.0,0,0,,0.0,No,0,643.0,Ba,good,good,234.4
721495458,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,32,2,1,1,20001.0,0,20001.0,0.742,8094.0,96.0,0.6,0.0,3.45e-05,0.99997,Existing Customer,64318.0,5359.833333333333,0.0,Low Risk,784.0,0,0,,0.0,No,0,784.0,Aa,good,good,50.0
789744033,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,38,4,1,1,19999.0,1007,18992.0,0.987,3183.0,69.0,0.5,0.05,3.32e-05,0.99997,Existing Customer,80318.0,6693.166666666667,15.045195348489754,Low Risk,652.0,0,0,,0.0,No,0,652.0,Baa,good,good,251.4
710616183,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,33,5,3,4,19995.0,0,19995.0,0.65,1879.0,34.0,0.7,0.0,0.00055052,0.99945,Existing Customer,,,,High Risk,841.0,0,0,,0.0,No,0,841.0,Aaa,good,good,50.0
714425283,Existing Customer,50,F,2,High School,Married,Unknown,Blue,40,2,3,2,19962.0,0,19962.0,0.984,14703.0,119.0,0.859,0.0,0.00017486,0.99983,Existing Customer,,,,High Risk,475.0,1,3,2023-12-15 22:37:53.624173,1948.44,No,0,475.0,Ca,good,good,50.0
715957233,Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,36,5,1,1,19940.0,2018,17922.0,0.42,4694.0,75.0,0.786,0.101,3.35e-05,0.99997,Existing Customer,78560.0,6546.666666666667,30.824847250509162,Low Risk,622.0,0,0,,0.0,No,0,622.0,Ba,good,good,453.6
713672208,Existing Customer,50,M,1,Doctorate,Divorced,$60K - $80K,Blue,33,3,5,2,19939.0,0,19939.0,1.03,3342.0,76.0,0.462,0.0,0.00027287,0.99973,Existing Customer,60306.0,5025.5,0.0,Low Risk,749.0,0,0,,0.0,No,0,749.0,A,good,good,50.0
755365233,Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,5,2,4,19900.0,1581,18319.0,0.838,3948.0,96.0,0.846,0.079,0.00030653,0.99969,Existing Customer,73713.0,6142.75,25.737658214968867,Low Risk,582.0,0,0,,0.0,No,0,582.0,B,good,good,366.20000000000005
708539583,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25,6,1,3,19897.0,2232,17665.0,0.672,3979.0,63.0,0.5,0.112,0.00010566,0.99989,Existing Customer,,,,High Risk,775.0,0,0,,0.0,No,0,775.0,Aa,good,good,496.40000000000003
716471508,Existing Customer,54,M,2,Unknown,Single,$120K +,Blue,36,5,1,2,19865.0,0,19865.0,0.59,4350.0,83.0,0.766,0.0,6.05e-05,0.99994,Existing Customer,167938.0,13994.833333333334,0.0,Low Risk,567.0,1,4,2022-10-14 22:37:53.624183,11107.37,Yes,1,417.0,Ca,bad,bad,50.0
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,4,3,4,19853.0,1513,18340.0,0.802,1878.0,55.0,0.41,0.076,0.00047034,0.99953,Existing Customer,59943.0,4995.25,30.28877433561884,Low Risk,773.0,1,5,2021-04-07 22:37:53.624200,6551.35,No,0,773.0,Aa,good,good,352.6
711080358,Existing Customer,55,M,1,Unknown,Unknown,$120K +,Blue,46,4,1,2,19849.0,2205,17644.0,0.796,3657.0,66.0,0.737,0.111,5.68e-05,0.99994,Existing Customer,194755.0,16229.583333333334,13.586300736823187,Low Risk,724.0,1,5,2021-11-18 22:37:53.624209,19859.8,No,0,724.0,A,good,good,491.0
710232483,Existing Customer,49,F,1,Uneducated,Married,Unknown,Blue,36,2,3,2,19846.0,2162,17684.0,0.602,16908.0,122.0,0.694,0.109,0.0001736,0.99983,Existing Customer,,,,High Risk,661.0,0,0,,0.0,No,0,661.0,Baa,good,good,482.40000000000003
779320983,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,3,2,19843.0,1178,18665.0,0.909,1638.0,49.0,0.633,0.059,0.00019396,0.99981,Existing Customer,118021.0,9835.083333333334,11.977529422729852,Low Risk,674.0,1,4,2024-03-13 22:37:53.624218,12803.91,No,0,674.0,Baa,good,good,285.6
721092783,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,1,19838.0,1290,18548.0,0.59,3982.0,68.0,0.581,0.065,0.00011256,0.99989,Existing Customer,93824.0,7818.666666666667,16.49897680763984,Low Risk,469.0,0,0,,0.0,No,0,469.0,Ca,good,good,308.0
779739783,Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826.0,1389,18437.0,0.614,3561.0,73.0,0.659,0.07,0.00017987,0.99982,Existing Customer,77866.0,6488.833333333333,21.406005188400588,Low Risk,562.0,1,1,2021-02-28 22:37:53.624227,5261.42,No,0,562.0,B,good,good,327.8
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802.0,1961,17841.0,1.125,2244.0,58.0,0.706,0.099,0.00015311,0.99985,Existing Customer,145096.0,12091.333333333334,16.218227931852013,Low Risk,589.0,0,0,,0.0,No,0,589.0,B,good,good,442.20000000000005
712849158,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,4,3,3,19793.0,2488,17305.0,0.594,2186.0,44.0,0.467,0.126,0.99605,0.00394582,Voluntary,89833.0,7486.083333333333,33.23500272728285,Low Risk,488.0,0,0,,0.0,No,0,488.0,Ca,good,good,547.6
720592533,Attrited Customer,41,M,4,Graduate,Unknown,$80K - $120K,Blue,31,3,3,2,19782.0,868,18914.0,0.808,2535.0,44.0,0.467,0.044,0.99473,0.00527,Involuntary,106685.0,8890.416666666666,9.763321929043446,Low Risk,551.0,1,5,2022-05-04 22:37:53.624237,2502.13,Yes,1,401.0,Ca,bad,bad,223.60000000000002
712813458,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763.0,2517,17246.0,0.664,1414.0,35.0,0.25,0.127,4.62e-05,0.99995,Existing Customer,126783.0,10565.25,23.823383261162775,Low Risk,496.0,0,0,,0.0,No,0,496.0,Ca,good,good,553.4000000000001
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762.0,507,19255.0,0.85,2793.0,67.0,0.595,0.026,0.00033294,0.99967,Existing Customer,87090.0,7257.5,6.985876679297279,Low Risk,450.0,0,0,,0.0,No,0,450.0,Ca,good,good,151.4
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727.0,1785,17942.0,0.572,1245.0,25.0,0.786,0.09,0.00017486,0.99983,Existing Customer,186923.0,15576.916666666666,11.45926397500575,Low Risk,539.0,0,0,,0.0,No,0,539.0,Caa,good,good,407.0
769974258,Existing Customer,44,M,3,Post-Graduate,Single,$80K - $120K,Blue,38,5,2,3,19724.0,0,19724.0,0.644,3830.0,82.0,0.673,0.0,0.00023373,0.99977,Existing Customer,91406.0,7617.166666666667,0.0,Low Risk,591.0,0,0,,0.0,No,0,591.0,B,good,good,50.0
