CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Type
742865883,Attrited Customer,46,F,3,Unknown,Single,$40K - $60K,Blue,39,4,3,3,9110.0,2517,6593.0,1.052,5290.0,69.0,0.816,0.276,0.99711,0.00288892,Voluntary
807379833,Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,9104.0,145,8959.0,0.765,2563.0,34.0,0.417,0.016,0.99683,0.00317458,Involuntary
712307283,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090.0,2517,6573.0,0.661,2239.0,43.0,0.72,0.277,0.99431,0.00569,Voluntary
710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080.0,2174,6906.0,0.653,2098.0,46.0,0.586,0.239,0.99939,0.00060765,Involuntary
716354883,Attrited Customer,59,F,0,Graduate,Unknown,Unknown,Blue,49,2,3,2,9076.0,0,9076.0,0.899,3048.0,53.0,0.656,0.0,0.99356,0.00644,Voluntary
789817833,Attrited Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,3,2,9073.0,2466,6607.0,0.446,6793.0,60.0,1.069,0.272,0.99545,0.00455475,Involuntary
779315508,Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043.0,1974,7069.0,1.027,4638.0,48.0,0.655,0.218,0.99293,0.00707,Voluntary
802002858,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,56,2,1,2,8990.0,0,8990.0,0.935,747.0,19.0,0.583,0.0,0.98049,0.01951,Involuntary
719816583,Attrited Customer,46,M,3,Doctorate,Married,$120K +,Blue,38,3,2,2,8989.0,552,8437.0,0.699,2309.0,49.0,0.633,0.061,0.99418,0.00582,Voluntary
778433283,Attrited Customer,51,M,3,High School,Married,$60K - $80K,Blue,31,3,3,3,8989.0,0,8989.0,0.47,2031.0,53.0,1.038,0.0,0.99673,0.00326528,Involuntary
716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960.0,2222,6738.0,0.382,1853.0,40.0,0.333,0.248,0.99674,0.00326498,Voluntary
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0,0,8958.0,0.483,2131.0,43.0,0.387,0.0,0.99777,0.00223444,Involuntary
714514008,Attrited Customer,38,F,1,Graduate,Married,Unknown,Blue,29,3,3,3,8953.0,0,8953.0,0.403,1982.0,43.0,0.303,0.0,0.99649,0.00350838,Voluntary
720085233,Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,6,3,4,8930.0,2517,6413.0,0.661,2167.0,38.0,0.357,0.282,0.99866,0.00133669,Involuntary
720693033,Attrited Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,36,1,3,4,8925.0,168,8757.0,0.447,741.0,10.0,0.429,0.019,0.99813,0.00187387,Voluntary
716271183,Attrited Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,37,3,2,2,8924.0,0,8924.0,0.547,1720.0,42.0,0.4,0.0,0.99153,0.00847,Involuntary
718577958,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Blue,26,2,3,4,8906.0,0,8906.0,0.315,809.0,15.0,0.25,0.0,0.99812,0.00188031,Voluntary
714031083,Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue,30,3,2,1,8869.0,0,8869.0,0.413,1935.0,40.0,0.429,0.0,0.98616,0.01384,Involuntary
720590058,Attrited Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,3,8840.0,1794,7046.0,0.848,2839.0,47.0,0.808,0.203,0.99649,0.00350838,Voluntary
712136058,Attrited Customer,54,F,2,College,Single,Unknown,Blue,36,1,3,3,8827.0,0,8827.0,0.782,2643.0,50.0,0.515,0.0,0.99661,0.00338757,Involuntary
710333883,Attrited Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,37,5,2,2,8808.0,390,8418.0,0.628,1905.0,42.0,0.448,0.044,0.99161,0.00839,Voluntary
715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791.0,0,8791.0,0.894,2579.0,51.0,0.594,0.0,0.99374,0.00626,Involuntary
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,0.702,2263.0,35.0,0.522,0.0,0.99529,0.00470647,Voluntary
802673508,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,3,8760.0,0,8760.0,0.726,2460.0,39.0,0.56,0.0,0.99705,0.00294997,Involuntary
721427358,Attrited Customer,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28,6,1,3,8757.0,0,8757.0,0.507,2108.0,47.0,0.516,0.0,0.99072,0.00928,Voluntary
768632958,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708.0,1091,7617.0,0.904,2508.0,49.0,0.885,0.125,0.99944,0.00056181,Involuntary
709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701.0,215,8486.0,0.527,1999.0,41.0,0.414,0.025,0.97266,0.02734,Voluntary
710484408,Attrited Customer,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700.0,1742,6958.0,0.454,2306.0,50.0,0.613,0.2,0.99733,0.00267072,Involuntary
787339158,Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,50,3,6,3,8688.0,0,8688.0,0.426,2361.0,41.0,0.464,0.0,0.99556,0.00444033,Voluntary
718473558,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,18,5,3,4,8668.0,0,8668.0,0.275,1402.0,38.0,0.31,0.0,0.99871,0.00128822,Involuntary
714208533,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,1,3,3,8663.0,288,8375.0,0.639,916.0,33.0,0.32,0.033,0.99673,0.00326528,Voluntary
714082308,Attrited Customer,39,M,3,High School,Single,$80K - $120K,Blue,13,2,1,3,8656.0,0,8656.0,0.893,8056.0,89.0,0.935,0.0,0.98941,0.01059,Involuntary
720181758,Attrited Customer,37,M,0,Doctorate,Married,$120K +,Blue,22,3,3,4,8654.0,0,8654.0,0.446,850.0,18.0,0.385,0.0,0.99844,0.00155735,Voluntary
713261133,Attrited Customer,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632.0,0,8632.0,0.395,2221.0,40.0,0.739,0.0,0.99504,0.00495524,Involuntary
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583.0,0,8583.0,0.358,1794.0,31.0,0.292,0.0,0.99452,0.00548,Voluntary
768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580.0,1636,6944.0,0.393,1880.0,37.0,0.233,0.191,0.99819,0.00181217,Involuntary
711147483,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,2,2,3,8551.0,1067,7484.0,0.931,1097.0,32.0,0.778,0.125,0.99499,0.00501,Voluntary
787518258,Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,38,2,3,3,8549.0,0,8549.0,1.023,9192.0,77.0,0.791,0.0,0.99691,0.00308778,Involuntary
719770158,Attrited Customer,54,F,3,Post-Graduate,Single,Less than $40K,Blue,49,1,4,3,8516.0,0,8516.0,0.549,2189.0,37.0,0.276,0.0,0.99777,0.00223444,Voluntary
708376983,Attrited Customer,58,F,1,Unknown,Single,Unknown,Blue,50,5,2,2,8513.0,799,7714.0,0.451,2119.0,37.0,0.542,0.094,0.99156,0.00844,Involuntary
720426708,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,45,2,1,3,8512.0,0,8512.0,1.038,811.0,27.0,1.25,0.0,0.98941,0.01059,Voluntary
778781508,Attrited Customer,44,F,2,High School,Married,Unknown,Blue,32,4,3,3,8477.0,2517,5960.0,0.717,2455.0,41.0,0.64,0.297,0.99661,0.00338788,Involuntary
719847108,Attrited Customer,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455.0,2517,5938.0,0.809,8124.0,73.0,1.028,0.298,0.99681,0.00319278,Voluntary
717774333,Attrited Customer,48,M,3,High School,Married,$60K - $80K,Blue,36,1,2,5,8431.0,0,8431.0,0.222,5189.0,57.0,0.357,0.0,0.99825,0.00175053,Involuntary
712924383,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,2,8411.0,979,7432.0,1.029,990.0,22.0,0.375,0.116,0.99236,0.00764,Voluntary
717813558,Attrited Customer,57,F,3,High School,Single,Unknown,Blue,36,1,4,2,8389.0,1960,6429.0,0.384,1334.0,38.0,0.407,0.234,0.99546,0.00453868,Involuntary
767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383.0,0,8383.0,0.809,2600.0,44.0,0.517,0.0,0.99683,0.00317458,Voluntary
718259433,Attrited Customer,45,F,3,High School,Married,Unknown,Blue,40,1,4,2,8383.0,0,8383.0,1.036,5460.0,63.0,0.853,0.0,0.99546,0.00453868,Involuntary
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28,4,2,3,8318.0,2517,5801.0,0.69,2427.0,52.0,0.625,0.303,0.99504,0.00495524,Voluntary
716382708,Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,4,3,8309.0,858,7451.0,0.888,1165.0,35.0,0.4,0.103,0.99727,0.00272694,Involuntary
711156858,Attrited Customer,48,F,5,High School,Single,Less than $40K,Blue,40,1,4,3,8297.0,2517,5780.0,0.899,9819.0,74.0,0.682,0.303,0.99728,0.00271707,Voluntary
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258.0,1771,6487.0,0.0,1447.0,23.0,0.0,0.214,0.9978,0.00219584,Involuntary
779055033,Attrited Customer,43,F,3,Uneducated,Unknown,Less than $40K,Blue,24,1,2,2,8256.0,2416,5840.0,0.696,8104.0,64.0,0.73,0.293,0.99183,0.00817,Voluntary
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249.0,1381,6868.0,0.798,678.0,11.0,0.833,0.167,0.99683,0.00317458,Involuntary
780660183,Attrited Customer,43,F,4,High School,Divorced,Less than $40K,Blue,32,2,3,2,8203.0,0,8203.0,0.691,2613.0,46.0,0.84,0.0,0.99458,0.00542,Voluntary
713823033,Attrited Customer,31,F,2,Unknown,Married,Unknown,Blue,20,3,1,2,8149.0,0,8149.0,0.331,808.0,30.0,0.111,0.0,0.98375,0.01625,Involuntary
769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141.0,1811,6330.0,1.043,5043.0,53.0,0.432,0.222,0.99281,0.00719,Voluntary
712656783,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,3,4,3,8136.0,2517,5619.0,0.674,2179.0,40.0,0.429,0.309,0.9971,0.00290471,Involuntary
714919308,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,8135.0,0,8135.0,0.841,8620.0,67.0,0.971,0.0,0.99616,0.0038363,Voluntary
710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109.0,0,8109.0,0.601,1835.0,43.0,0.344,0.0,0.99161,0.00839,Involuntary
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,3,2,8077.0,0,8077.0,0.749,906.0,16.0,0.333,0.0,0.99338,0.00662,Voluntary
712130058,Attrited Customer,44,F,4,Uneducated,Single,Unknown,Blue,36,3,3,4,8075.0,317,7758.0,0.585,2415.0,41.0,0.577,0.039,0.99821,0.00179304,Involuntary
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061.0,2517,5544.0,0.352,1224.0,31.0,0.409,0.312,0.99659,0.00341249,Voluntary
789322833,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,0.654,673.0,18.0,0.8,0.0,0.99672,0.00328187,Involuntary
716987358,Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15,2,1,3,8022.0,0,8022.0,0.381,5660.0,59.0,0.735,0.0,0.98942,0.01058,Voluntary
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018.0,134,7884.0,0.717,2409.0,38.0,0.31,0.017,0.99485,0.00515,Involuntary
716950758,Attrited Customer,46,M,4,High School,Married,$60K - $80K,Blue,36,1,3,2,8017.0,0,8017.0,0.559,1657.0,43.0,0.654,0.0,0.99458,0.00542,Voluntary
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,33,5,3,3,8004.0,1452,6552.0,0.929,1084.0,32.0,0.524,0.181,0.9968,0.00320374,Involuntary
811076883,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,4,3,7979.0,0,7979.0,0.465,5056.0,63.0,0.853,0.0,0.99737,0.0026282,Voluntary
771899433,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,4,7970.0,2434,5536.0,0.406,1263.0,27.0,0.35,0.305,0.99706,0.00294141,Involuntary
714102183,Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,3,7970.0,2282,5688.0,0.28,1872.0,41.0,0.206,0.286,0.99513,0.00487126,Voluntary
772292358,Attrited Customer,30,M,1,College,Divorced,Less than $40K,Blue,19,4,3,3,7970.0,0,7970.0,0.776,1284.0,30.0,0.429,0.0,0.99639,0.00360825,Involuntary
821241708,Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,42,1,4,1,7953.0,0,7953.0,1.031,8670.0,74.0,0.574,0.0,0.99343,0.00657,Voluntary
714406158,Attrited Customer,53,F,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939.0,0,7939.0,0.551,2269.0,42.0,0.312,0.0,0.99937,0.00063174,Involuntary
814840833,Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924.0,2517,5407.0,0.663,2393.0,37.0,0.682,0.318,0.99635,0.00364906,Voluntary
715622508,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904.0,0,7904.0,0.712,2094.0,32.0,0.231,0.0,0.99752,0.00248146,Involuntary
716711433,Attrited Customer,48,M,5,High School,Married,$40K - $60K,Blue,39,3,3,1,7897.0,157,7740.0,0.699,2270.0,46.0,0.394,0.02,0.9909,0.0091,Voluntary
708300483,Attrited Customer,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.0,605,7277.0,1.052,704.0,16.0,0.143,0.077,0.9978,0.00219708,Involuntary
713104458,Attrited Customer,46,M,2,Graduate,Single,$40K - $60K,Blue,31,3,3,5,7869.0,0,7869.0,0.692,998.0,25.0,0.562,0.0,0.99888,0.00111805,Voluntary
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821.0,2517,5304.0,0.408,2010.0,43.0,0.344,0.322,0.99544,0.00455805,Involuntary
709657533,Attrited Customer,44,M,3,High School,Unknown,$120K +,Blue,36,2,3,2,7793.0,2270,5523.0,0.945,8260.0,54.0,0.5,0.291,0.99452,0.00548,Voluntary
710292333,Attrited Customer,44,F,3,High School,Married,Unknown,Blue,36,3,3,4,7772.0,0,7772.0,0.896,2618.0,52.0,0.576,0.0,0.99808,0.00191647,Involuntary
708340758,Attrited Customer,41,M,4,High School,Married,Less than $40K,Blue,32,2,3,3,7769.0,0,7769.0,0.943,8109.0,74.0,0.762,0.0,0.99677,0.00323086,Voluntary
710899833,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,1,3,7758.0,1408,6350.0,0.365,569.0,23.0,0.643,0.181,0.98932,0.01068,Involuntary
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,2,3,7706.0,392,7314.0,0.764,965.0,27.0,0.421,0.051,0.9949,0.0051,Voluntary
716708583,Attrited Customer,54,M,4,Graduate,Married,$120K +,Blue,36,2,3,5,7684.0,0,7684.0,0.61,7667.0,68.0,0.789,0.0,0.99893,0.00106612,Involuntary
789095958,Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,38,4,3,3,7603.0,744,6859.0,0.711,2497.0,42.0,0.273,0.098,0.99681,0.00319278,Voluntary
710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,7596.0,2199,5397.0,0.633,2164.0,45.0,0.5,0.289,0.99701,0.00299329,Involuntary
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591.0,0,7591.0,0.648,2302.0,42.0,0.5,0.0,0.99574,0.00425916,Voluntary
712378983,Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,47,5,6,5,7570.0,965,6605.0,0.709,2599.0,61.0,0.848,0.127,0.99863,0.00137244,Involuntary
720178158,Attrited Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,5,3,3,7552.0,0,7552.0,1.047,5537.0,63.0,0.853,0.0,0.99677,0.00323086,Voluntary
719150658,Attrited Customer,51,F,2,Graduate,Married,Unknown,Blue,34,2,3,2,7551.0,0,7551.0,0.894,2977.0,46.0,0.394,0.0,0.99447,0.00553,Involuntary
711332883,Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46,2,3,3,7547.0,2477,5070.0,1.021,5294.0,73.0,0.698,0.328,0.99639,0.00360858,Voluntary
712611108,Attrited Customer,59,F,1,Unknown,Single,Less than $40K,Blue,53,5,6,2,7501.0,2517,4984.0,0.663,2280.0,49.0,0.531,0.336,0.99322,0.00678,Involuntary
714543633,Attrited Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,1,2,5,7500.0,0,7500.0,0.576,8024.0,78.0,0.696,0.0,0.99845,0.00154849,Voluntary
827051808,Attrited Customer,44,F,0,College,Married,Less than $40K,Blue,40,5,4,2,7499.0,1083,6416.0,0.716,2478.0,45.0,0.667,0.144,0.99452,0.00548,Involuntary
709321908,Attrited Customer,47,M,3,High School,Single,$80K - $120K,Blue,29,2,2,3,7498.0,2319,5179.0,0.484,1676.0,51.0,0.759,0.309,0.99485,0.00515,Voluntary
713425383,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484.0,1939,5545.0,0.994,4923.0,56.0,0.333,0.259,0.99395,0.00605,Involuntary
763895958,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474.0,0,7474.0,0.858,732.0,21.0,0.615,0.0,0.99061,0.00939,Voluntary
712487883,Attrited Customer,54,M,5,High School,Married,$80K - $120K,Blue,48,2,1,3,7464.0,0,7464.0,0.865,9071.0,74.0,1.0,0.0,0.98936,0.01064,Involuntary
779333883,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,33,3,3,3,7428.0,0,7428.0,0.873,8078.0,62.0,0.722,0.0,0.99691,0.00308778,Voluntary
711159108,Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418.0,396,7022.0,0.826,911.0,26.0,1.0,0.053,0.98958,0.01042,Involuntary
791730183,Attrited Customer,38,F,2,College,Unknown,Less than $40K,Blue,32,2,2,6,7385.0,1817,5568.0,1.029,5070.0,50.0,0.389,0.246,0.99896,0.00103551,Voluntary
712998033,Attrited Customer,37,M,3,High School,Single,$120K +,Blue,36,3,2,2,7361.0,0,7361.0,0.59,2109.0,44.0,0.571,0.0,0.99137,0.00863,Involuntary
772394883,Attrited Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,3,6,3,7359.0,0,7359.0,0.768,2869.0,43.0,0.433,0.0,0.99568,0.00431907,Voluntary
770724558,Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,6,1,3,7340.0,0,7340.0,0.65,838.0,24.0,0.412,0.0,0.98902,0.01098,Involuntary
713158083,Attrited Customer,56,M,2,High School,Single,$120K +,Blue,46,2,4,4,7327.0,0,7327.0,0.598,2185.0,41.0,0.864,0.0,0.99835,0.00164594,Voluntary
709430508,Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,1,2,3,7316.0,1335,5981.0,0.563,1849.0,50.0,0.471,0.182,0.9949,0.0051,Involuntary
817332483,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7306.0,0,7306.0,0.875,2445.0,43.0,0.593,0.0,0.9978,0.00219708,Voluntary
719176308,Attrited Customer,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278.0,0,7278.0,0.618,2120.0,43.0,0.593,0.0,0.99452,0.00548,Involuntary
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277.0,504,6773.0,0.582,2356.0,40.0,0.29,0.069,0.99844,0.00155735,Voluntary
716244033,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,0.676,1741.0,27.0,0.421,0.125,0.99683,0.00317458,Involuntary
711357858,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,4,7246.0,0,7246.0,0.612,777.0,13.0,0.625,0.0,0.99814,0.00186317,Voluntary
717412608,Attrited Customer,38,F,2,High School,Married,$40K - $60K,Blue,28,3,2,2,7225.0,0,7225.0,0.419,738.0,16.0,0.231,0.0,0.99104,0.00896,Involuntary
797707008,Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222.0,0,7222.0,0.685,920.0,18.0,0.5,0.0,0.99286,0.00714,Voluntary
719018208,Attrited Customer,52,F,0,Doctorate,Married,Unknown,Blue,46,6,4,3,7210.0,0,7210.0,0.769,2516.0,36.0,0.8,0.0,0.9978,0.00219708,Involuntary
719564208,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195.0,0,7195.0,1.035,2751.0,47.0,1.136,0.0,0.98513,0.01487,Voluntary
772574283,Attrited Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,40,3,1,4,7191.0,0,7191.0,0.565,1654.0,30.0,0.579,0.0,0.99371,0.00629,Involuntary
720725058,Attrited Customer,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176.0,0,7176.0,0.45,1375.0,33.0,0.65,0.0,0.99794,0.00205937,Voluntary
720071583,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,7151.0,800,6351.0,0.986,854.0,22.0,0.375,0.112,0.99028,0.00972,Involuntary
714412308,Attrited Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,5,7140.0,0,7140.0,0.401,916.0,18.0,0.2,0.0,0.99892,0.0010775,Voluntary
778191933,Attrited Customer,45,M,3,Uneducated,Single,$120K +,Blue,35,2,3,5,7135.0,2517,4618.0,0.631,2305.0,42.0,0.448,0.353,0.99895,0.00104798,Involuntary
804462633,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,38,3,3,3,7084.0,0,7084.0,0.523,2287.0,44.0,0.294,0.0,0.99673,0.00326528,Voluntary
717202083,Attrited Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,2,3,3,7077.0,0,7077.0,0.838,2619.0,41.0,0.519,0.0,0.997,0.00299743,Involuntary
709708233,Attrited Customer,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066.0,0,7066.0,0.479,1695.0,38.0,0.31,0.0,0.99695,0.00305345,Voluntary
773667708,Attrited Customer,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,3,4,3,7050.0,1008,6042.0,0.639,2176.0,39.0,0.56,0.143,0.9971,0.00290471,Involuntary
718735908,Attrited Customer,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015.0,0,7015.0,0.456,1799.0,51.0,0.645,0.0,0.9974,0.00260048,Voluntary
718404783,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,5,2,4,6996.0,0,6996.0,0.871,2384.0,33.0,0.375,0.0,0.99677,0.00323494,Involuntary
712075083,Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982.0,0,6982.0,1.018,4830.0,50.0,0.724,0.0,0.99677,0.00323086,Voluntary
826471458,Attrited Customer,42,M,3,Graduate,Married,Less than $40K,Blue,38,2,3,3,6967.0,1767,5200.0,0.54,1919.0,38.0,0.52,0.254,0.99683,0.00317458,Involuntary
717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936.0,0,6936.0,0.883,2874.0,44.0,0.63,0.0,0.99156,0.00844,Voluntary
718826883,Attrited Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,6925.0,0,6925.0,0.821,2506.0,36.0,0.44,0.0,0.99482,0.00518,Involuntary
717255333,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921.0,0,6921.0,0.824,2729.0,44.0,0.467,0.0,0.99161,0.00839,Voluntary
717060858,Attrited Customer,31,M,0,Graduate,Married,Less than $40K,Blue,36,3,2,3,6911.0,2517,4394.0,0.934,8123.0,71.0,0.732,0.364,0.99395,0.00605,Involuntary
717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893.0,1462,5431.0,1.031,4782.0,50.0,0.351,0.212,0.99681,0.00319278,Voluntary
713437008,Attrited Customer,40,F,3,Graduate,Married,Unknown,Blue,25,1,2,3,6888.0,1878,5010.0,1.059,9038.0,64.0,0.829,0.273,0.99499,0.00501,Involuntary
719318583,Attrited Customer,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866.0,2389,4477.0,0.395,862.0,13.0,0.182,0.348,0.99808,0.00191647,Voluntary
709713033,Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,48,3,3,3,6846.0,0,6846.0,0.62,1735.0,35.0,0.522,0.0,0.99639,0.00360825,Involuntary
715671183,Attrited Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,31,6,3,4,6824.0,2517,4307.0,0.972,9045.0,67.0,0.595,0.369,0.99819,0.00181217,Voluntary
713004933,Attrited Customer,40,M,3,High School,Married,$60K - $80K,Blue,27,3,2,1,6813.0,2332,4481.0,0.58,2634.0,51.0,0.378,0.342,0.98576,0.01424,Involuntary
716924958,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812.0,1926,4886.0,0.735,2288.0,48.0,0.778,0.283,0.97166,0.02834,Voluntary
719577258,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,30,3,3,4,6811.0,0,6811.0,0.677,1937.0,39.0,0.56,0.0,0.99812,0.00188031,Involuntary
711736083,Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769.0,274,6495.0,0.998,4885.0,54.0,0.35,0.04,0.99677,0.00323056,Voluntary
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743.0,1737,5006.0,0.598,1934.0,30.0,0.579,0.258,0.99244,0.00756,Involuntary
