CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
718877883,Attrited Customer,Voluntary,I am outraged that Truspilot is notÖ Warning! Argos credit card scams people,22-Mar-25,Calgary,K1C2Z4,44,F,3,Unknown,Single,Less than $40K,Blue,36,3,1,1,5644,2517,3127,0.86,2440,44,0.76,0.446,0.97428,0.02572
717930483,Attrited Customer,Voluntary,People should start a class action lawsuit and take Argos to court!,22-Mar-25,Yarmouth,K1C3A7,37,M,2,Graduate,Single,$120K +,Blue,25,3,3,0,5616,0,5616,0.995,1564,31,0.476,0,0.98515,0.01485
708108333,Attrited Customer,Voluntary,The Argos credit card is hopeless and dangerous especially if someone has a good credit history or not.,22-Mar-25,Chilliwack,K1C3A8,47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590,0,5590,0.01,1507,32,0,0,0.9912,0.0088
820694133,Attrited Customer,Voluntary,I would get in trouble for applying for an Argos credit card.,22-Mar-25,Trail,K1C3A9,60,F,0,High School,Married,Unknown,Blue,55,4,1,3,5549,0,5549,0.703,2412,38,0.52,0,0.98723,0.01277
709259958,Attrited Customer,Voluntary,After reading all the reviews I was put off by the thought of applying.,22-Mar-25,Val-d'Or,K1C3B5,53,F,1,Graduate,Single,Less than $40K,Blue,44,1,3,2,5541,2517,3024,0.879,9195,73,0.825,0.454,0.99411,0.00589
709823733,Attrited Customer,Voluntary,I feel sorry for all the people who have an Argos credit card!,22-Mar-25,Selkirk,K1C3B8,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,2,3,3,5508,0,5508,0.89,7507,78,0.733,0,0.99671,0.00329379
789382758,Attrited Customer,Voluntary,"I have to agree with all the other recent negative comments. The advantages of paying by card have been substantially reduced and it is impossible to contact them on anything other than an order. The final straw is that they have moved to AnyDay, a company I have had bad dealings with before, causing me to cancel my Waitrose card. Like is too stressful to have issues with contacting a retailer and I have noticed that their prices on many things are no longer competitive. I have cancelled my card like many others and many yet to come I suspect.",15-Mar-25,Trois-Rivi√É¬®res,K1C3B9,54,M,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501,0,5501,0.519,2050,51,0.821,0,0.99683,0.00317458
794560833,Attrited Customer,Voluntary,And I request to increase credit limit but they donít increase Crecit limit while Iím eligible for 25k loan with Lloyds and all other banks are offering me.,23-Feb-25,Moose Jaw,K1C3C6,47,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,6,5496,0,5496,0.548,1913,34,0.308,0,0.99939,0.00061414
718731183,Attrited Customer,Voluntary,I will suggest if you thinking to purchase more then thousand pound things with Argos then try another options because they will not offer more then £800.,23-Feb-25,Cornwall,K1C3C7,61,M,1,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472,788,4684,0.526,705,14,0.273,0.144,0.99156,0.00844
711887583,Attrited Customer,Voluntary,"Just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" I have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, I am not interested in another card , I have been paying regualy but my balance don't seem to go down, this company needs looking into. Rip off company.",13-Feb-25,Truro,K1C3E3,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449,1628,3821,0.696,836,18,0.385,0.299,0.997,0.00299743
715609533,Attrited Customer,Voluntary,"I set up a direct debit in December so I wouldn't miss my first payment in January. I received a text the day after payment should have gone through saying it's late. Turns out you have to allow a full month for DD to be set up. They wouldn't waive the late payment charge, which was twice the amount of my minimum payment. Great customer service, makes me feel really valued lol.",25-Jan-25,Clarenville,K1C3E7,47,F,3,Unknown,Single,Less than $40K,Blue,35,1,3,3,5398,0,5398,0.621,1887,36,0.333,0,0.99711,0.00288892
714519408,Attrited Customer,Voluntary,Argos card has gone really bad since it has been taken over. As should have kept all the conditions as they were. Instead of changing everything as was good before they changed n got taken over by a third party ????,22-Jan-25,Saguenay,K1C3G7,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357,2139,3218,0.499,1979,48,0.655,0.399,0.99674,0.00326498
711886383,Attrited Customer,Voluntary,Argos card has gone down hill,22-Jan-25,Rimouski,K1C3H1,54,F,5,High School,Married,Unknown,Blue,44,5,3,3,5342,605,4737,0.691,2426,46,0.394,0.113,0.99672,0.00328187
717195933,Attrited Customer,Voluntary,Poor customer service infect there is no customer care service at you just type pad are trying to explain to a BOT unreal,20-Jan-25,Chilliwack,K1C3H2,42,M,3,Graduate,Married,$60K - $80K,Blue,30,2,2,3,5298,0,5298,0.857,2431,37,0.542,0,0.99499,0.00501
717406983,Attrited Customer,Voluntary,"I have had my Argos card since 2017 always paying it off in full and on time to avoid the deferred interest. More recently they added a small amount of interest as a payment was allocated to a different statement balance. Not happy it will be the first and last £4.26 you rob from me. Attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. Wholly unprofessional. I am not enamoured with the NewDay take over either. There are items of far superior quality from other well known stores for less and with outstanding customer service. Iím out!",11-Jan-25,Kamloops,K1C3H7,30,M,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,3,5281,0,5281,0.535,8395,62,0.722,0,0.99671,0.00329379
714212358,Attrited Customer,Voluntary,Unprofessional,11-Jan-25,Quebec City,K1C3J4,38,F,3,High School,Single,Unknown,Blue,36,1,3,2,5260,1706,3554,0.359,2142,57,0.676,0.324,0.99452,0.00548
757247808,Attrited Customer,Voluntary,Punishes customers for paying?,6-Jan-25,Yarmouth,K1C3J9,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230,2517,2713,0.937,9495,61,0.605,0.481,0.99737,0.0026282
716694108,Attrited Customer,Voluntary,... however in recent times they have gone way downhill I have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) I make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! How the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,6-Jan-25,Corner Brook,K1C3L1,42,M,4,Uneducated,Married,$120K +,Blue,34,2,3,3,5195,468,4727,0.567,2682,48,0.231,0.09,0.99694,0.00305523
714677583,Attrited Customer,Voluntary,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,6-Jan-25,Portage la Prairie,K1C4N3,50,F,3,Doctorate,Single,Unknown,Blue,36,4,3,3,5173,0,5173,0.912,8757,68,0.789,0,0.9978,0.00219584
712947333,Attrited Customer,Voluntary,Not to mention when they put things on a normal credit they add interest? Why because I decided I wanted to pay?!,6-Jan-25,Slave Lake,K1C4N5,54,F,4,Unknown,Married,Less than $40K,Blue,43,3,3,0,5139,0,5139,0.33,1653,44,0.692,0,0.9871,0.0129
778397358,Attrited Customer,Voluntary,"I have been an Argos card holder for years. It's been great for small household items, as the interest free credit below £100 has ensured I've purchased items there. However, now this only kicks in over £99 for 3 months and £199 for 6. Small items are charged at 34.9%. I'll use my much cheaper (interest free) credit card instead.",6-Jan-25,Cranbrook,K1C4N7,42,M,5,Unknown,Married,$60K - $80K,Blue,22,6,2,4,5096,0,5096,0.808,2574,43,0.483,0,0.99731,0.00269029
721437333,Attrited Customer,Voluntary,"+ 0.66 interest on 23/01/25.No mention of any payment + late payment I had made in December 2024.The cheque I sent you has cleared.Why would you not have that last payment made on the account printed on the statement? Hopefully you can provide some clarity? Shocking customer service.Argos will now no longer provide a service online @ My Argos card.You either need to pay on a App or Cheque.Hopefully I will not have to deal with these pirates in the near future.I rang your automated line tonight, the recorded voice on the phone sounded abysmal.Argos are stuck in a time warp! Good luck to Customers, who like me have had the misfortune to have a credit card with them!",4-Jan-25,Saint John,K1C4N8,46,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,2,5054,2517,2537,0.605,2027,39,0.393,0.498,0.99129,0.00871
713590158,Attrited Customer,Voluntary,Abysmal,4-Jan-26,Port Alberni,K1C4N9,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045,2080,2965,0.738,2042,40,0.481,0.412,0.99709,0.0029104
719987733,Attrited Customer,Voluntary,"I owned a Argos credit card, paid the Balance outstanding by cheque £1,065.02. In November 2024.I then received a statement to advise my November payment by cheque which according to Argos did not arrive in time by 23rd.Argos then charged me a late payment & a further monthly interest payment.I then paid this amount by cheque In mid December.I then received a statement today 04/01/25 to advise I need to pay 39.05",4-Jan-27,Camrose,K1C4P2,51,F,3,Unknown,Single,$40K - $60K,Blue,38,3,3,3,5026,0,5026,0.564,1844,37,0.609,0,0.99711,0.00288892
794675058,Attrited Customer,Voluntary,Big con. Store card you can only pay with your debit card and you can't do balance transfers. AVOID!!! READ ALL NEGATIVE FEEDBACK ON HERE,24-Dec-24,Okotoks,K1C4P3,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015,1963,3052,0.881,2491,43,0.87,0.391,0.99467,0.00533
710527533,Attrited Customer,Voluntary,You donít deserve the one star Argos. Will no longer be using Argos now that newday have taken over this card. You donít get the 6 / 12 interest free now as much as you did. Sorry but Iím out.,8-Dec-24,Yarmouth,K1C4P4,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982,0,4982,0.886,8586,58,1,0,0.99672,0.00328158
790119408,Attrited Customer,Voluntary,You donít deserve the one star Argos,8-Dec-24,Trail,K1C4R7,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960,0,4960,0.882,2430,48,0.548,0,0.99482,0.00518
709560258,Attrited Customer,Voluntary,Really annoyed with this company firstly after taking out a card I'm told they have sold the card to another company then since charged twice for a purchase that I'm sure they were trying to charge interest on Also when I made another payment it was took off so paid three times then the next purchase was left on.,30-Nov-24,Okotoks,K1C4S1,49,F,3,Graduate,Single,Unknown,Blue,31,2,3,4,4946,0,4946,0.54,2239,38,0.407,0,0.99814,0.00186317
710081208,Attrited Customer,Voluntary,"The worst customer service I have ever spoken with. pay my acc every month . Even tho I'm payin it they said pay a bit more 2.5the min amount. So I did now they say that I should of payed it a month behind in Oct when I only entered an agreement in Nov, am I meant to read 18 days into the future...... Joanne who is a manager has now sent my acc to the debt complaints team Even tho I am up to date . Argos need to sort out there stuff ASAP or they will be like woolworths GONE !!!!!!!",19-Nov-24,Edmundston,K1C4S3,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935,0,4935,0.713,7886,64,0.882,0,0.99061,0.00939
713347608,Attrited Customer,Voluntary,"I've had my Argos card for 8 years, it's the only card I use and found the service brilliant. But unfortunately they have sold out to Newday therefore I will no longer be a customer. I have have experiences with Newday when they took over a credit card I had years ago and it was terrible, I paid it off in full. The interest they were charging was unacceptable. Sorry Argos, I'm out.",13-Nov-24,Rouyn-Noranda,K1C4S4,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917,0,4917,0.972,9442,69,0.917,0,0.9953,0.00470167
710524533,Attrited Customer,Voluntary,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Edmundston,K1C4T1,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913,2517,2396,0.348,899,28,0.273,0.512,0.99843,0.00156939
818375733,Attrited Customer,Voluntary,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Rouyn-Noranda,K1C4T5,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882,695,4187,0.508,1544,44,0.517,0.142,0.98902,0.01098
715530258,Attrited Customer,Voluntary,Absolutely crap! The app you cannot set up a DD. Doesnt send notifications until you missed a payment. Save your card details and it gets deleted. Cant set up to pay min unless you call. Statements wont load. Customer services are some numbnut with their own app for their personal account working from home. Disgusting. Make it impossible for you to make payment but quick to wreck ur credit file with a missed payment. No! Bye bye,11-Oct-23,Okotoks,K1C4T9,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848,2517,2331,0.651,2353,53,0.828,0.519,0.9972,0.00280059
713822208,Attrited Customer,Voluntary,I would like to point out to Argos that I have recently become unhappy with the Argos card it's took me over an hour to purchase something in using this card because every time I try and put my details in it changes and not able to put my name in this is embarrassing Argos as now I will buy nothing else with this card you will be paid off and I will not use you again I have always paid on time and this is what I get from you not acceptable,27-Sep-23,Corner Brook,K0A1E0,42,M,2,High School,Single,$60K - $80K,Blue,33,3,3,3,4836,493,4343,0.417,1870,45,0.406,0.102,0.99661,0.00338788
710751033,Attrited Customer,Voluntary,Four phone calls to three people to make a monthly payment after losing my card and their system did not recognise either of my Mastercards,25-Aug-23,Quebec City,K0A1L0,31,F,1,Graduate,Single,Less than $40K,Blue,13,1,1,3,4829,0,4829,0.836,8286,65,0.857,0,0.98863,0.01137
714615258,Attrited Customer,Voluntary,"I would give 0 if I could, the amount of interest they charge is shocking. I entered a debt management scheme to pay my debts off I accured due to family emergency reasons. Doing this stops interest rates well supposed to but these scam artists still add it every single month without fail. It took them a year to get that I was in a debt management scheme because they don't answer there emails and it's unmanned",20-Aug-23,Thompson,K0A1N0,32,M,1,High School,Single,$40K - $60K,Blue,36,6,3,2,4819,2134,2685,0.834,9330,64,0.882,0.443,0.99395,0.00605
720761208,Attrited Customer,Voluntary,"Scam of a company. They charge you interest even though you pay more than youíre meant to every month!! Worst decision I ever did was open a card with these, tempted to just cancel the direct debit and deal with the consequences. Canít even email them. Waste of time",17-Aug-23,Peterborough,K0A1P0,59,M,1,College,Single,$120K +,Blue,47,2,4,2,4789,357,4432,0.798,2496,41,0.64,0.075,0.99499,0.00501
717047583,Attrited Customer,Voluntary,Argos have numerous outstanding complaints being passed to the media for publication prior to christmas,7-Aug-23,Happy Valley-Goose Bay,K0A1R0,47,F,3,Doctorate,Married,Less than $40K,Blue,35,2,3,2,4779,2517,2262,0.929,8912,63,0.658,0.527,0.99631,0.00368792
709102458,Attrited Customer,Voluntary,But this matter is far from over and being passed to the media and ombudsman so that they can restore my credit rating that they demolished without warning,7-Aug-24,Happy Valley-Goose Bay,K0A1W0,47,M,2,High School,Single,$80K - $120K,Blue,36,4,3,5,4754,0,4754,0.618,2607,41,0.367,0,0.99885,0.00115006
709222008,Attrited Customer,Voluntary,Argos finally admitted their errors and paid an insulting amount of £50 for all the problems caused.,7-Aug-25,Truro,K0A1W1,41,M,3,Unknown,Single,$80K - $120K,Blue,32,1,3,4,4742,2221,2521,0.464,2422,41,0.464,0.468,0.9983,0.00169532
709564683,Attrited Customer,Voluntary,"The interest on this card is astronomically high. We paid off the balance and are shutting it down. I will take huge delight in setting alight the argos card and leaving it on my drive way so I can take pleasure in driving over the ashes of that awful store card. Very little options in the way of balance transfers - we ended up getting a bank loan at a lower rate of interest to settle and close the Argos Card. Farewell Argos Card, I will be enjoying driving over the burnt remains of the card on my driveway for the next week!!",27-Jul-23,Happy Valley-Goose Bay,K0A2A0,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739,0,4739,0.363,886,21,0.4,0,0.99888,0.00111805
711819708,Attrited Customer,Voluntary,"In these time of austerity, Argos are making it very hard to cancel your Argos card.",10-Oct-22,Dauphin,K0A2E0,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734,2517,2217,0.483,2275,55,0.897,0.532,0.9975,0.00250084
718080558,Attrited Customer,Voluntary,So so. Not the best in the world,4-Oct-22,Medicine Hat,K0A2G0,41,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,4720,0,4720,0.978,8798,67,0.675,0,0.99677,0.00323086
713583408,Attrited Customer,Voluntary,"I lost my card and ordered a new one and a half months ago, which did not arrive argos claims that the postman delivered to the wrong address donít really understand how he managed that if every door has a number. Since this itís been 3 weeks have passed and still nothing. Poor costumer service trying phone them is almost impossible they just hang up claiming I have a poor signal , even if I have full. Please Argos respond and let me know WHERE IS MY CARD",14-Sep-22,Kingston,K0A2H0,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,3788,0.544,2179,50,1.273,0.195,0.99473,0.00527
713041683,Attrited Customer,Voluntary,"It doesnít even deserve one star. Customer services really bad and reading from script. Canít change address, canít change new phone number. Stopped using card ages ago and guess what you canít even access the app when you have a new phone. Customer services not a pleasant experience, they donít even listen or canít be bothered to listen why you canít change any details. Stay away and avoid, not very helpful at all.",13-Sep-22,Timmins,K0A2M0,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697,0,4697,0.544,1867,34,0.478,0,0.99695,0.00305189
766821033,Attrited Customer,Voluntary,HOW MUCH LATER ? WHEN YOU CAN CHARGE ME A DEFAULT PAYMENT?,6-Sep-22,Slave Lake,K0A2P0,61,M,0,Unknown,Single,$120K +,Blue,46,6,3,3,4650,1162,3488,0.82,7976,74,1.056,0.25,0.99651,0.0034913
718742808,Attrited Customer,Voluntary,I HAVE THE GRAND SUM I OWE YOU OF YES WAIT FOR IT..........£1.57............. ONE POUND FIFTY SEVEN PENCE. I HAVE TRIED TO PAY THIS MASSIVE AMOUNT I OWE YOU ON LINE. I TOTALLY REFUSE TO MAKE AND PAY FOR A PHONE CALL WHICH WOULD COST MORE THAN I OWE YOU BUT YOU KEEP TELLING ME THE ON LINE SITE IS HAVING PROBLEMS COME BACK LATER!!!!!!!!!!!!!!,6-Sep-23,High River,K0A2R0,55,F,1,High School,Married,$40K - $60K,Blue,46,2,4,3,4629,710,3919,0.788,2877,49,0.581,0.153,0.99701,0.00298772
714930333,Attrited Customer,Voluntary,Incompetent company.,27-Aug-22,Sept-√É≈Ωles,K0A2T0,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618,0,4618,0.717,2476,49,0.75,0,0.99674,0.00326498
708496833,Attrited Customer,Voluntary,Had an argos card for many years card still valid argos closed my account with no communication from them have spent thousands never defaulted if this is how you treat loyal customers you know you wont get any business from me ever again.,27-Aug-23,Leamington,K0A2W0,60,M,1,High School,Single,Less than $40K,Blue,50,4,4,5,4613,0,4613,0.978,8970,78,1.294,0,0.99899,0.00101395
715630983,Attrited Customer,Voluntary,No one is picking up the phone? What is going on? Tried to reach them for 3 consecutive days and no luck,31-Dec-21,Charlottetown,K0A2X0,31,F,0,Graduate,Single,Less than $40K,Blue,21,4,2,3,4598,0,4598,0.439,6317,77,0.833,0,0.99395,0.00605
708831858,Attrited Customer,Voluntary,"argos bought a pay april ater item then a month after bought a smaller gift. went to pay smallergift and its come off the item for pay later april4 months away. this is how argos gets you. its unfair. they are trying to force you to make the wrong sale so they can chargbe you 15 to 20 pounds on a item that like 30 pounds. ill be paying it all off tomorow and deleting my account as i know theyll have a excuse. itll be, you have to wait for statement, instead of well done for paying early. Amazing that next and very both dont do this.",29-Dec-21,St. Catharines,K0A3C0,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579,1506,3073,0.443,1915,44,0.375,0.329,0.99819,0.00181217
720044658,Attrited Customer,Voluntary,NEVER USE!!,18-Dec-21,Dauphin,K0A3H0,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,6,2,4,4573,2076,2497,0.839,2720,46,0.484,0.454,0.99724,0.002764
778441533,Attrited Customer,Voluntary,SERVICE IS TERRIBLE,18-Dec-22,Kenora,K0A3J0,45,F,4,High School,Single,Unknown,Blue,26,6,2,2,4549,1631,2918,0.779,2240,34,0.478,0.359,0.99146,0.00854
719694408,Attrited Customer,Voluntary,COMPALINTS TEAM AND PROCESS IS A JOKE,18-Dec-23,Canmore,K0A3K0,30,F,1,College,Single,Less than $40K,Blue,36,4,3,6,4541,0,4541,0.976,7996,80,0.778,0,0.9993,0.00069828
715016508,Attrited Customer,Voluntary,"Apparently it's my fault the monthly payment never went through when they had a problem there end not mine ""which they admitted"" and in turn have put missed payments on my credit file!",18-Dec-25,Estevan,K0A3L0,42,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527,0,4527,0.801,2441,37,0.37,0,0.99808,0.00191647
720006333,Attrited Customer,Voluntary,In my own work I deal with the general public and I would never speak to any of my clients the way some of there staff have spoken to me its horrendous!,18-Dec-27,Bathurst,K0A3M0,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479,0,4479,0.89,4520,63,0.37,0,0.99661,0.00338757
710170758,Attrited Customer,Voluntary,"I have asked for them to send me a copy of the call recordings, they said they did but never got it ??",18-Dec-29,Sept-√É≈Ωles,K0A3N0,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469,2331,2138,1.006,8314,67,0.763,0.522,0.99137,0.00863
709566408,Attrited Customer,Voluntary,I understand this is a company called HOME RETAIL GROUP?,18-Dec-31,Bathurst,K0B1B0,40,F,2,Graduate,Single,Less than $40K,Blue,30,5,3,6,4458,0,4458,0.935,9640,70,0.707,0,0.99936,0.00063727
714127383,Attrited Customer,Voluntary,DO YOUR SELF A FAVOUR and get well known low interest rate credit card instead I did and had no issues at all!,18-Dec-33,Drummondville,K0B1E0,48,F,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431,2517,1914,0.499,2185,48,0.371,0.568,0.99515,0.00484967
717448383,Attrited Customer,Voluntary,"Donít bother, you will almost always get rejected!",11-Dec-21,Kingston,K0B1G0,41,M,4,Unknown,Single,$80K - $120K,Blue,28,1,2,4,4428,0,4428,0.865,2331,36,0.286,0,0.99735,0.00264844
780511683,Attrited Customer,Voluntary,"Rather shop at currys where they will give me a much higher credit limit and trust me! Always paid my bills on time never missed a payment. Stay away! Couldnít even get approved for £169, I ended up paying in full in the end! Shocking customer service, rejected before even actually properly checking a customers record. Big purchases will now go through currys anyway as they clearly trust me more than this store does, accepted far above.",11-Dec-21,Trois-Rivi√É¬®res,K0B1H0,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413,232,4181,0.799,7869,76,0.767,0.053,0.99683,0.00317458
711949683,Attrited Customer,Voluntary,"I have been trying to pay my Argos card now for three days Iím going round in circles I have phoned every number there is used live chat , I have now emailed head office , Iím late with my payment and I was on a debt plan , Iím at my wits end I cannot even get to speak to anyone and Iím just cut off , please donít use this company the services is horrendous,.",7-Dec-21,Terrace,K0B1J0,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410,2517,1893,0.53,1883,44,0.63,0.571,0.99466,0.00534
717631908,Attrited Customer,Voluntary,"The problem with the Argos card is that it seems to have been set up to trap people in debt. Other 'shops' in the same sector (AO, Very, Currys) offer between 12 months and 36 months for large purchases. Argos offer 6 months. On laptops costing between £1500 and £3000 this is ridiculous for the majority of people. The aim seems to get people off BNPL onto (very) high interest_bearing 'normal' credit. Since Sainsburys have taken over the situation is worsening. Even the maximum 12 months interest free periods are few and far between. It's a cut throat explotative way to run a business.... and certainly not one that is putting customers first. Argos.... your people are lovely. Your buyers have a good grasp of the market. Your pricing is competitive (even if you do not price match). But.... this transparent way of pushing people into debt with restrictive credit terms on large purchases is plainly wrong, if not immoral. It's a shame ... and does little for your reputation. If you arebgoing to offer credit....make it fair.",22-Nov-21,Happy Valley-Goose Bay,K0B1K0,56,M,2,Unknown,Married,Less than $40K,Blue,44,5,3,1,4390,0,4390,1.005,8454,69,0.769,0,0.99168,0.00832
711253383,Attrited Customer,Voluntary,Okay but service could improve,12-Nov-21,Orillia,K0B1L0,48,F,2,Unknown,Married,Unknown,Blue,38,6,2,3,4382,0,4382,0.714,2446,34,0.417,0,0.99527,0.00472896
711092658,Attrited Customer,Voluntary,IT RUIN YOUR CREDIT SCORE IF YOU DELAY 1 DAY TO MAKE YOUR PAYMENT.,9-Nov-21,Summerside,K0B1M0,39,F,3,Graduate,Married,Unknown,Blue,26,2,2,3,4376,855,3521,0.839,2862,52,0.733,0.195,0.99499,0.00501
713084208,Attrited Customer,Voluntary,"ALSO, IT INCREASE MONTHLY WITH FEES OF 20% EVERY MONTH!",9-Nov-21,Windsor,K0B1N0,43,M,4,College,Married,$40K - $60K,Blue,32,6,3,3,4373,0,4373,0.623,2397,46,0.484,0,0.99677,0.00323056
771638733,Attrited Customer,Voluntary,YOU DON'T FINISH PAYING FOR AN ITEM LITERALLY.,9-Nov-21,Slave Lake,K0C1B0,49,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,2,3,4354,0,4354,0.738,2750,59,0.686,0,0.99653,0.00346592
709505808,Attrited Customer,Voluntary,DO NOT RECOMMEND IT FOR EXPERIENCE.,9-Nov-21,Happy Valley-Goose Bay,K0C1E0,45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345,2198,2147,0.465,1918,31,0.292,0.506,0.99808,0.0019163
709206333,Attrited Customer,Voluntary,I WILL CLEAR THIS CARD AND NEVER MORE USE IT,9-Nov-21,Vancouver,K0C1G0,44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333,0,4333,0.463,1558,40,0.538,0,0.99847,0.00152587
789842283,Attrited Customer,Voluntary,Store card designed to ruin your credit file,,Bathurst,K0C1H0,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,3,2,4320,0,4320,0.967,706,21,0.5,0,0.99447,0.00553
716272158,Attrited Customer,Voluntary,"I am aware that this page is for the argos credit card, not argos card, but I can't find a page to review the argos card, so will do it here. Sorry Newday, maybe you can put pressure on argos to sort out their horrendous store card system so the overall reputation doesn't take more damage.",8-Nov-21,Belleville,K0C1J0,41,F,3,College,Married,$40K - $60K,Blue,15,5,3,4,4312,2517,1795,0.741,2693,56,0.436,0.584,0.99808,0.0019163
779310033,Attrited Customer,Voluntary,"Stay away from argos store card at all costs - this thing is only designed to ruin your credit report for years to come. Gives you credit, but doesn't let you set up repayments at the same time. That kind of practice should be illegal and get reported to trading standards.",8-Nov-21,Happy Valley-Goose Bay,K0C1K0,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,0,4304,0.183,1788,36,0.091,0,0.99657,0.00342939
709249083,Attrited Customer,Voluntary,"App login faulty and not working; online login claimed no such customer account exists, even though same data worked just fine with the phone system.",8-Nov-21,Canmore,K0A3K0,40,M,2,Unknown,Single,$60K - $80K,Blue,20,4,2,4,4283,0,4283,0.878,8672,64,1.207,0,0.99722,0.00277723
710638233,Attrited Customer,Voluntary,"So by the time your payment date comes you have to somehow clairvoyanty know that a payment is due, or else they'll charge you £12 arrears fee and ruin your credit file for years to come. Still haven't succeeded in setting up a direct debit, finally managed to pay the 'arrears' which took me 5 phone calls because the phone self service system is illogical, convoluted and faulty. Worst experience ever and I want argos to take the default off my credit file. I will file a complaint.",8-Nov-21,Estevan,K0A3L0,41,M,2,Unknown,Divorced,$40K - $60K,Blue,25,4,2,3,4277,2186,2091,0.804,8764,69,0.683,0.511,0.99527,0.00472896
