CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Attrition_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,Income_Category_Inferred,Income_Category_Complete,Risk_Level
719888358,Existing Customer,47,M,1,Unknown,Divorced,$80K - $120K,Blue,38,5,3,5,18432.0,1422,17010.0,1.357,2748.0,58.0,0.933,0.077,0.00092092,0.99908,,100502.0,8375.166666666666,16.97876659170962,Low Risk,339.0,1,3,2023-07-28 15:46:09.450189,6677.51,No,0,339.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
716127333,Attrited Customer,45,F,3,Graduate,Married,,Blue,36,5,2,3,18432.0,484,17948.0,0.557,2300.0,45.0,0.552,0.026,0.99499,0.00501,Involuntary,92435.0,7702.916666666667,6.283334234867745,Low Risk,339.0,0,0,,0.0,No,0,339.0,C,bad,bad,$80K - $120K,$80K - $120K,Low Risk
712091433,Existing Customer,58,M,4,Uneducated,Single,$40K - $60K,Silver,50,5,2,3,18431.0,902,17529.0,1.296,2950.0,61.0,0.848,0.049,0.00018652,0.99981,,52596.0,4383.0,20.57951174994296,Low Risk,600.0,0,0,,0.0,No,0,600.0,Ba,good,good,$80K - $120K,$40K - $60K,Low Risk
712036383,Attrited Customer,49,M,4,High School,Single,$60K - $80K,Blue,30,6,3,3,18418.0,0,18418.0,0.918,9980.0,68.0,0.744,0.0,0.99677,0.00323086,Involuntary,71883.0,5990.25,0.0,Low Risk,481.0,1,3,2023-10-03 15:46:09.450204,14401.24,No,0,481.0,Ca,bad,bad,$80K - $120K,$60K - $80K,Low Risk
778710783,Existing Customer,45,M,3,High School,Divorced,$80K - $120K,Blue,26,3,2,2,18410.0,974,17436.0,0.857,3778.0,83.0,0.694,0.053,0.00011482,0.99989,,88394.0,7366.166666666667,13.22261691970043,Low Risk,523.0,1,2,2021-02-01 15:46:09.450220,7615.38,No,0,523.0,Caa,good,good,$80K - $120K,$80K - $120K,Low Risk
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,4,18386.0,890,17496.0,0.361,1698.0,43.0,0.483,0.048,0.99825,0.00175068,Voluntary,72794.0,6066.166666666667,14.671538863093112,Low Risk,533.0,0,0,,0.0,No,0,533.0,Caa,good,good,$80K - $120K,$60K - $80K,Low Risk
712215258,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298.0,22.0,0.571,0.0,0.00016236,0.99984,,42402.0,3533.5,0.0,Low Risk,617.0,0,0,,0.0,No,0,617.0,Ba,good,good,$80K - $120K,$40K - $60K,Low Risk
799031958,Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379.0,999,17380.0,0.466,4122.0,70.0,0.707,0.054,0.00012511,0.99987,,108300.0,9025.0,11.069252077562327,Low Risk,648.0,0,0,,0.0,No,0,648.0,Ba,good,good,$80K - $120K,$80K - $120K,Low Risk
714147858,Existing Customer,44,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,18358.0,1044,17314.0,0.524,3920.0,85.0,0.491,0.057,0.00052052,0.99948,,95882.0,7990.166666666667,13.066060365866377,Low Risk,414.0,0,0,,0.0,No,0,414.0,Ca,good,good,$80K - $120K,$80K - $120K,Low Risk
715883358,Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,39,3,3,2,18352.0,1509,16843.0,0.898,1454.0,29.0,1.071,0.082,0.00018146,0.99982,,106699.0,8891.583333333334,16.971105633604814,Low Risk,622.0,0,0,,0.0,No,0,622.0,Ba,good,good,$80K - $120K,$80K - $120K,Low Risk
780604083,Existing Customer,49,M,1,Unknown,Single,$60K - $80K,Blue,37,1,2,2,18349.0,1209,17140.0,0.738,16422.0,110.0,0.803,0.066,0.00011743,0.99988,,68855.0,5737.916666666667,21.070365260329677,Low Risk,339.0,0,0,,0.0,No,0,339.0,C,good,good,$80K - $120K,$60K - $80K,Low Risk
713911233,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18341.0,1060,17281.0,0.718,7584.0,85.0,0.7,0.058,9.31e-05,0.99991,,54210.0,4517.5,23.464305478693966,Low Risk,339.0,0,0,,0.0,No,0,339.0,C,good,good,$80K - $120K,$40K - $60K,Low Risk
718893333,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,2,18336.0,2077,16259.0,0.718,7509.0,84.0,0.647,0.113,0.00018665,0.99981,,78113.0,6509.416666666667,31.907621010587224,Low Risk,588.0,0,0,,0.0,No,0,588.0,B,good,good,$80K - $120K,$60K - $80K,Medium Risk
779833908,Existing Customer,40,F,2,Graduate,Divorced,,Blue,23,6,2,1,18332.0,1376,16956.0,0.6,4095.0,67.0,0.675,0.075,6.86e-05,0.99993,,102469.0,8539.083333333334,16.114141838019304,Low Risk,561.0,0,0,,0.0,No,0,561.0,B,good,good,$80K - $120K,$80K - $120K,Low Risk
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325.0,723,17602.0,0.815,1517.0,33.0,0.65,0.039,0.00031726,0.99968,,108716.0,9059.666666666666,7.980426064240774,Low Risk,515.0,0,0,,0.0,No,0,515.0,Caa,good,good,$80K - $120K,$80K - $120K,Low Risk
712214283,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,28,6,3,3,18295.0,0,18295.0,0.625,4827.0,70.0,0.75,0.0,0.00030251,0.9997,,188058.0,15671.5,0.0,Low Risk,446.0,0,0,,0.0,No,0,446.0,Ca,good,good,$80K - $120K,$120K +,Low Risk
708582858,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293.0,0,18293.0,0.571,2958.0,63.0,0.432,0.0,0.00053543,0.99946,,64944.0,5412.0,0.0,Low Risk,635.0,0,0,,0.0,No,0,635.0,Ba,good,good,$80K - $120K,$60K - $80K,Low Risk
778377183,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284.0,1144,17140.0,0.767,4846.0,92.0,0.736,0.063,0.00011811,0.99988,,161711.0,13475.916666666666,8.489218420515611,Low Risk,467.0,0,0,,0.0,No,0,467.0,Ca,good,good,$80K - $120K,$120K +,Low Risk
708623283,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,16,6,3,2,18278.0,0,18278.0,0.798,2084.0,61.0,1.103,0.0,0.00018494,0.99982,,71483.0,5956.916666666667,0.0,Low Risk,391.0,1,5,2021-09-16 15:46:09.450236,7301.82,No,0,391.0,C,good,good,$80K - $120K,$60K - $80K,Low Risk
711925608,Existing Customer,42,M,4,Graduate,Divorced,$80K - $120K,Blue,35,3,2,2,18274.0,1623,16651.0,0.681,3886.0,81.0,0.8,0.089,0.00011937,0.99988,,82221.0,6851.75,23.687379136716896,Low Risk,652.0,1,1,2024-12-15 15:46:09.450251,4282.86,No,0,652.0,Baa,good,good,$80K - $120K,$80K - $120K,Low Risk
712412958,Existing Customer,41,F,3,Doctorate,Married,$40K - $60K,Silver,33,1,1,2,18266.0,822,17444.0,0.875,14615.0,124.0,0.797,0.045,7.47e-05,0.99993,,52426.0,4368.833333333333,18.81509174836913,Low Risk,662.0,0,0,,0.0,No,0,662.0,Baa,good,good,$80K - $120K,$40K - $60K,Low Risk
709215708,Existing Customer,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253.0,2517,15736.0,0.91,3737.0,73.0,0.587,0.138,0.00066474,0.99934,,79543.0,6628.583333333333,37.97191456193506,Medium Risk,644.0,1,3,2022-01-28 15:46:09.450269,12099.09,No,0,644.0,Ba,good,good,$80K - $120K,$60K - $80K,Medium Risk
792695808,Existing Customer,41,M,4,High School,Married,$120K +,Blue,35,5,4,2,18232.0,1140,17092.0,0.657,4775.0,84.0,1.1,0.063,0.00022162,0.99978,,183740.0,15311.666666666666,7.4453031457494285,Low Risk,469.0,0,0,,0.0,No,0,469.0,Ca,good,good,$80K - $120K,$120K +,Low Risk
780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229.0,0,18229.0,0.544,2060.0,39.0,0.625,0.0,0.99799,0.00201294,Involuntary,66674.0,5556.166666666667,0.0,Low Risk,569.0,1,4,2023-11-15 15:46:09.450284,16286.0,Yes,1,419.0,Ca,bad,bad,$80K - $120K,$60K - $80K,Low Risk
720344658,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,18226.0,1847,16379.0,0.845,1681.0,43.0,0.87,0.101,3.23e-05,0.99997,,102486.0,8540.5,21.626368479597215,Low Risk,655.0,0,0,,0.0,No,0,655.0,Baa,good,good,$80K - $120K,$80K - $120K,Low Risk
809169858,Existing Customer,62,M,2,Graduate,Single,$60K - $80K,Blue,56,2,3,2,18224.0,1383,16841.0,0.705,7728.0,93.0,0.576,0.076,0.00017987,0.99982,,62937.0,5244.75,26.369226369226368,Low Risk,490.0,1,4,2020-09-07 15:46:09.450300,9654.18,No,0,490.0,Ca,good,good,$80K - $120K,$60K - $80K,Low Risk
715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344.0,21.0,1.1,0.11,0.0001597,0.99984,,129630.0,10802.5,18.495718583661187,Low Risk,721.0,0,0,,0.0,No,0,721.0,A,good,good,$80K - $120K,$120K +,Low Risk
809608533,Existing Customer,49,F,4,Post-Graduate,Single,,Blue,44,6,3,2,18206.0,1586,16620.0,0.921,1439.0,48.0,1.0,0.087,0.00022196,0.99978,,96234.0,8019.5,19.776794064467857,Low Risk,306.0,0,0,,0.0,No,0,306.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
718940208,Existing Customer,55,F,0,Graduate,Single,,Blue,44,6,1,3,18202.0,1841,16361.0,0.76,3551.0,68.0,0.7,0.101,7.95e-05,0.99992,,115031.0,9585.916666666666,19.2052577131382,Low Risk,432.0,0,0,,0.0,No,0,432.0,Ca,good,good,$80K - $120K,$80K - $120K,Low Risk
771196083,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6,3,3,18178.0,0,18178.0,0.922,1837.0,37.0,0.682,0.0,0.00031726,0.99968,,88045.0,7337.083333333333,0.0,Low Risk,330.0,0,0,,0.0,No,0,330.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
718521258,Existing Customer,50,F,4,Post-Graduate,Married,,Blue,41,6,3,4,18178.0,0,18178.0,0.744,3445.0,76.0,0.767,0.0,0.00063671,0.99936,,119918.0,9993.166666666666,0.0,Low Risk,834.0,0,0,,0.0,No,0,834.0,Aaa,good,good,$80K - $120K,$80K - $120K,Low Risk
715091208,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177.0,841,17336.0,0.888,8512.0,94.0,0.679,0.046,0.00030516,0.99969,,112318.0,9359.833333333334,8.985202727968803,Low Risk,725.0,0,0,,0.0,No,0,725.0,A,good,good,$80K - $120K,$80K - $120K,Low Risk
708974283,Existing Customer,50,M,4,Graduate,Married,$60K - $80K,Blue,34,5,1,1,18142.0,0,18142.0,0.857,15427.0,95.0,0.792,0.0,3.48e-05,0.99997,,70113.0,5842.75,0.0,Low Risk,693.0,0,0,,0.0,No,0,693.0,Baa,good,good,$80K - $120K,$60K - $80K,Low Risk
717793983,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,Silver,45,2,3,1,18128.0,0,18128.0,0.71,2503.0,49.0,0.885,0.0,0.99026,0.00974,Involuntary,54640.0,4553.333333333333,0.0,Low Risk,486.0,0,0,,0.0,No,0,486.0,Ca,bad,bad,$80K - $120K,$40K - $60K,Low Risk
788805108,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,30,5,3,3,18123.0,1775,16348.0,0.593,4259.0,80.0,0.86,0.098,0.00030516,0.99969,,60103.0,5008.583333333333,35.43916277057718,Low Risk,662.0,0,0,,0.0,No,0,662.0,Baa,good,good,$80K - $120K,$60K - $80K,Low Risk
715216908,Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,36,6,3,4,18102.0,1381,16721.0,0.513,1486.0,32.0,0.143,0.076,0.00078294,0.99922,,102739.0,8561.583333333334,16.13019398670417,Low Risk,736.0,0,0,,0.0,No,0,736.0,A,good,good,$80K - $120K,$80K - $120K,Low Risk
758787333,Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096.0,2404,15692.0,0.734,3880.0,68.0,0.478,0.133,5.88e-05,0.99994,,135974.0,11331.166666666666,21.215820671598983,Low Risk,850.0,1,3,2025-06-30 15:46:09.450315,2753.02,No,0,850.0,Aaa,good,good,$80K - $120K,$120K +,Low Risk
710831133,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,36,5,2,2,18085.0,1487,16598.0,0.792,1582.0,47.0,1.043,0.082,0.00012982,0.99987,,113173.0,9431.083333333334,15.767011566363001,Low Risk,381.0,0,0,,0.0,No,0,381.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
715710708,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,37,6,3,2,18085.0,747,17338.0,0.681,4583.0,76.0,0.52,0.041,0.00019771,0.9998,,78609.0,6550.75,11.40327443422509,Low Risk,655.0,0,0,,0.0,No,0,655.0,Baa,good,good,$80K - $120K,$60K - $80K,Low Risk
713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075.0,0,18075.0,0.531,1477.0,30.0,0.5,0.0,0.9985,0.00149992,Involuntary,76310.0,6359.166666666667,0.0,Low Risk,544.0,0,0,,0.0,Yes,1,394.0,C,bad,bad,$80K - $120K,$60K - $80K,Low Risk
826150608,Existing Customer,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,1,1,2,18072.0,1378,16694.0,0.73,8199.0,98.0,0.75,0.076,5.37e-05,0.99995,,44903.0,3741.9166666666665,36.82604725742156,Medium Risk,557.0,0,0,,0.0,No,0,557.0,B,good,good,$80K - $120K,$40K - $60K,Low Risk
708784908,Existing Customer,47,F,3,Graduate,Unknown,,Blue,34,5,1,4,18064.0,2039,16025.0,0.89,4435.0,88.0,0.796,0.113,0.00016399,0.99984,,83948.0,6995.666666666667,29.146614570924857,Low Risk,823.0,0,0,,0.0,No,0,823.0,Aaa,good,good,$80K - $120K,$80K - $120K,Low Risk
719504433,Existing Customer,63,M,0,Unknown,Single,$40K - $60K,Silver,54,4,3,3,18064.0,1695,16369.0,0.838,3434.0,71.0,0.479,0.094,0.00025783,0.99974,,58017.0,4834.75,35.05868969439992,Low Risk,594.0,0,0,,0.0,Yes,1,444.0,Ca,bad,bad,$80K - $120K,$40K - $60K,Medium Risk
720182658,Existing Customer,44,F,3,Uneducated,Single,,Blue,31,4,2,3,18056.0,940,17116.0,0.629,4473.0,72.0,0.6,0.052,0.00020424,0.9998,,82152.0,6846.0,13.730645632486125,Low Risk,523.0,0,0,,0.0,No,0,523.0,Caa,good,good,$80K - $120K,$80K - $120K,Low Risk
714968208,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,36,2,3,1,18046.0,0,18046.0,0.819,13758.0,104.0,0.677,0.0,0.00010545,0.99989,,104616.0,8718.0,0.0,Low Risk,824.0,0,0,,0.0,No,0,824.0,Aaa,good,good,$80K - $120K,$80K - $120K,Low Risk
715339758,Existing Customer,64,F,1,High School,Divorced,,Blue,36,3,3,1,18038.0,1184,16854.0,0.827,4168.0,64.0,0.6,0.066,9.9e-05,0.9999,,82248.0,6854.0,17.274584184417858,Low Risk,345.0,0,0,,0.0,No,0,345.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
716462658,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,36,3,1,1,18037.0,0,18037.0,0.74,1387.0,36.0,0.333,0.0,5.04e-05,0.99995,,108765.0,9063.75,0.0,Low Risk,412.0,0,0,,0.0,No,0,412.0,Ca,good,good,$80K - $120K,$80K - $120K,Low Risk
816263808,Existing Customer,47,M,1,Graduate,Single,$80K - $120K,Blue,31,4,1,2,18026.0,755,17271.0,0.931,2760.0,56.0,1.0,0.042,5.17e-05,0.99995,,116882.0,9740.166666666666,7.7514074023374,Low Risk,532.0,0,0,,0.0,No,0,532.0,Caa,good,good,$80K - $120K,$80K - $120K,Low Risk
717482658,Existing Customer,55,M,2,High School,Single,$80K - $120K,Blue,36,3,2,2,18022.0,0,18022.0,0.823,14485.0,106.0,0.738,0.0,0.00011065,0.99989,,91239.0,7603.25,0.0,Low Risk,316.0,0,0,,0.0,No,0,316.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
713710383,Existing Customer,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008.0,2517,15491.0,0.775,2659.0,55.0,0.833,0.14,6.67e-05,0.99993,,118626.0,9885.5,25.461534570836076,Low Risk,659.0,1,2,2024-07-14 15:46:09.450330,16848.16,No,0,659.0,Baa,good,good,$80K - $120K,$80K - $120K,Low Risk
772466508,Attrited Customer,45,M,3,Unknown,Single,$60K - $80K,Blue,35,6,2,1,18004.0,2517,15487.0,0.569,2030.0,45.0,0.452,0.14,0.98739,0.01261,Voluntary,69871.0,5822.583333333333,43.2282348900116,Medium Risk,715.0,0,0,,0.0,No,0,715.0,A,good,good,$80K - $120K,$60K - $80K,Medium Risk
713943783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,18001.0,906,17095.0,0.62,1194.0,25.0,0.471,0.05,0.00022196,0.99978,,62252.0,5187.666666666667,17.46449913255799,Low Risk,522.0,1,5,2021-06-24 15:46:09.450346,1892.24,No,0,522.0,Caa,good,good,$80K - $120K,$60K - $80K,Low Risk
716574033,Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,2,2,18000.0,1829,16171.0,0.675,7149.0,86.0,0.623,0.102,0.00010374,0.9999,,56482.0,4706.833333333333,38.85839736553238,Medium Risk,747.0,0,0,,0.0,No,0,747.0,A,good,good,$80K - $120K,$40K - $60K,Medium Risk
718513233,Existing Customer,59,M,2,Graduate,Single,$120K +,Blue,48,1,3,3,17999.0,1861,16138.0,0.791,4740.0,78.0,0.95,0.103,0.00030251,0.9997,,178014.0,14834.5,12.545080723988,Low Risk,664.0,0,0,,0.0,No,0,664.0,Baa,good,good,$80K - $120K,$120K +,Low Risk
790186458,Existing Customer,45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589.0,30.0,0.667,0.048,2.17e-05,0.99998,,81703.0,6808.583333333333,12.689864509259147,Low Risk,625.0,1,1,2020-09-09 15:46:09.450361,9698.68,No,0,625.0,Ba,good,good,$80K - $120K,$80K - $120K,Low Risk
813764283,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,34,2,1,2,17978.0,1820,16158.0,0.85,15657.0,114.0,0.81,0.101,5.56e-05,0.99994,,104588.0,8715.666666666666,20.88193674226489,Low Risk,766.0,0,0,,0.0,No,0,766.0,Aa,good,good,$80K - $120K,$80K - $120K,Low Risk
717135333,Existing Customer,50,F,1,Graduate,Single,,Blue,36,3,2,2,17970.0,1390,16580.0,0.724,13204.0,97.0,0.796,0.077,0.00010684,0.99989,,91502.0,7625.166666666667,18.229109746235054,Low Risk,713.0,0,0,,0.0,No,0,713.0,A,good,good,$80K - $120K,$80K - $120K,Low Risk
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767.0,50.0,0.923,0.092,0.00013897,0.99986,,90201.0,7516.75,21.871154421791335,Low Risk,754.0,0,0,,0.0,No,0,754.0,Aa,good,good,$80K - $120K,$80K - $120K,Low Risk
804310758,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,52,5,2,5,17934.0,1578,16356.0,0.593,2005.0,48.0,0.778,0.088,0.00058626,0.99941,,122681.0,10223.416666666666,15.43515295767071,Low Risk,532.0,0,0,,0.0,No,0,532.0,Caa,good,good,$80K - $120K,$120K +,Low Risk
712503408,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,6,3,4,17925.0,1909,16016.0,0.712,17498.0,111.0,0.82,0.106,0.000516,0.99948,,89965.0,7497.083333333333,25.4632357027733,Low Risk,523.0,0,0,,0.0,No,0,523.0,Caa,good,good,$80K - $120K,$80K - $120K,Low Risk
714022833,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,0.225,5977.0,58.0,0.487,0.0,0.99636,0.00364408,Involuntary,55682.0,4640.166666666667,0.0,Low Risk,608.0,0,0,,0.0,No,0,608.0,Ba,bad,bad,$80K - $120K,$40K - $60K,Low Risk
715629783,Existing Customer,51,M,1,Graduate,Married,$40K - $60K,Silver,36,6,2,2,17905.0,980,16925.0,0.731,4399.0,64.0,0.778,0.055,9.65e-05,0.9999,,55260.0,4605.0,21.281216069489687,Low Risk,711.0,1,4,2022-04-23 15:46:09.450377,5591.01,No,0,711.0,A,good,good,$80K - $120K,$40K - $60K,Low Risk
794573883,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Silver,16,3,3,1,17894.0,2517,15377.0,0.731,15305.0,111.0,0.586,0.141,0.00010113,0.9999,,56561.0,4713.416666666667,53.40075316914481,High Risk,634.0,0,0,,0.0,No,0,634.0,Ba,good,good,$80K - $120K,$40K - $60K,High Risk
794571108,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,3,17894.0,304,17590.0,0.965,4691.0,63.0,0.465,0.017,0.99425,0.00575,Involuntary,58853.0,4904.416666666667,6.198494554228332,Low Risk,530.0,1,3,2025-05-12 15:46:09.450393,18758.2,No,0,530.0,Caa,good,good,$80K - $120K,$40K - $60K,Low Risk
718607883,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,4,2,2,17890.0,2517,15373.0,0.983,4831.0,81.0,0.8,0.141,0.00013897,0.99986,,93398.0,7783.166666666667,32.33902224887043,Low Risk,521.0,0,0,,0.0,No,0,521.0,Caa,good,good,$80K - $120K,$80K - $120K,Low Risk
819628158,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,1,17887.0,1821,16066.0,0.687,14544.0,116.0,1.148,0.102,0.00011256,0.99989,,79790.0,6649.166666666667,27.386890587792955,Low Risk,336.0,0,0,,0.0,No,0,336.0,C,good,good,$80K - $120K,$60K - $80K,Low Risk
715462008,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,35,6,3,2,17884.0,2096,15788.0,0.477,2031.0,49.0,0.633,0.117,0.00017488,0.99983,,71624.0,5968.666666666667,35.11672065229532,Low Risk,577.0,0,0,,0.0,No,0,577.0,B,good,good,$80K - $120K,$60K - $80K,Low Risk
710182383,Existing Customer,44,M,3,Uneducated,Divorced,$80K - $120K,Blue,13,4,2,3,17846.0,1568,16278.0,1.064,3626.0,77.0,0.878,0.088,0.00020424,0.9998,,90702.0,7558.5,20.74485678375339,Low Risk,495.0,1,5,2022-07-11 15:46:09.450408,14882.09,No,0,495.0,Ca,good,good,$80K - $120K,$80K - $120K,Low Risk
718384233,Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,Silver,39,4,2,2,17835.0,868,16967.0,0.723,4258.0,58.0,0.657,0.049,0.00015365,0.99985,,56096.0,4674.666666666667,18.56816885339418,Low Risk,783.0,0,0,,0.0,Yes,1,633.0,Ba,bad,bad,$80K - $120K,$40K - $60K,Low Risk
781942983,Existing Customer,50,M,1,Unknown,Single,$120K +,Blue,44,5,3,1,17827.0,0,17827.0,0.846,5010.0,88.0,0.725,0.0,0.00011192,0.99989,,168483.0,14040.25,0.0,Low Risk,541.0,0,0,,0.0,No,0,541.0,Caa,good,good,$80K - $120K,$120K +,Low Risk
709804533,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,34,3,1,3,17818.0,1451,16367.0,0.632,3973.0,74.0,0.451,0.081,9.99e-05,0.9999,,194743.0,16228.583333333334,8.941014567917717,Low Risk,623.0,0,0,,0.0,No,0,623.0,Ba,good,good,$80K - $120K,$120K +,Low Risk
789597408,Existing Customer,39,F,1,Post-Graduate,Single,$40K - $60K,Silver,32,5,2,3,17814.0,0,17814.0,0.82,4712.0,76.0,0.689,0.0,0.00019104,0.99981,,51372.0,4281.0,0.0,Low Risk,491.0,0,0,,0.0,No,0,491.0,Ca,good,good,$80K - $120K,$40K - $60K,Low Risk
708500883,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Silver,40,2,3,2,17812.0,0,17812.0,0.75,8379.0,106.0,0.606,0.0,0.00016711,0.99983,,42386.0,3532.1666666666665,0.0,Low Risk,316.0,0,0,,0.0,No,0,316.0,C,good,good,$80K - $120K,$40K - $60K,Low Risk
714502458,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,2,4,17811.0,643,17168.0,0.842,3748.0,79.0,0.646,0.036,0.00037246,0.99963,,67541.0,5628.416666666667,11.424171984424275,Low Risk,823.0,0,0,,0.0,No,0,823.0,Aaa,good,good,$80K - $120K,$60K - $80K,Low Risk
710701233,Existing Customer,44,F,5,Graduate,Single,,Blue,37,3,1,1,17785.0,1259,16526.0,0.806,3890.0,72.0,1.118,0.071,3.43e-05,0.99997,,92671.0,7722.583333333333,16.302834759525634,Low Risk,700.0,1,2,2020-10-19 15:46:09.450424,11544.98,No,0,700.0,A,good,good,$80K - $120K,$80K - $120K,Low Risk
716094333,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,42,6,2,1,17764.0,1459,16305.0,0.964,2750.0,57.0,0.9,0.082,6.44e-05,0.99994,,83666.0,6972.166666666667,20.926063155881717,Low Risk,321.0,0,0,,0.0,No,0,321.0,C,good,good,$80K - $120K,$80K - $120K,Low Risk
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753.0,1899,15854.0,0.851,3986.0,64.0,0.73,0.107,0.00016114,0.99984,,98539.0,8211.583333333334,23.125868945290694,Low Risk,773.0,0,0,,0.0,No,0,773.0,Aa,good,good,$80K - $120K,$80K - $120K,Low Risk
710639658,Attrited Customer,29,M,1,High School,Single,$60K - $80K,Blue,17,6,1,3,17744.0,829,16915.0,0.851,9658.0,78.0,0.773,0.047,0.98831,0.01169,Involuntary,67714.0,5642.833333333333,14.691201228697167,Low Risk,682.0,0,0,,0.0,No,0,682.0,Baa,good,good,$80K - $120K,$60K - $80K,Low Risk
715680933,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369.0,55.0,0.774,0.082,0.00030653,0.99969,,108540.0,9045.0,16.174682144831397,Low Risk,419.0,0,0,,0.0,No,0,419.0,Ca,good,good,$80K - $120K,$80K - $120K,Low Risk
709589208,Existing Customer,53,M,0,Graduate,Single,$60K - $80K,Blue,35,3,1,3,17721.0,596,17125.0,0.694,14409.0,83.0,0.844,0.034,7.95e-05,0.99992,,66879.0,5573.25,10.693939801731485,Low Risk,509.0,0,0,,0.0,No,0,509.0,Caa,good,good,$80K - $120K,$60K - $80K,Low Risk
